Date,Match,Result,Appearance,MINS,G,A,SHT,SOG,FC,FS,Y,R
9/19/2012,CHV @ CLB,L 0-1,Unused Sub,0,0,0,0,0,0,0,0,0
9/15/2012,SJ @ CHV,L 2-0,Started,90,0,0,1,0,1,0,1,0
9/8/2012,CHV @ SEA,L 1-2,Started,90,0,1,0,0,1,0,1,0
9/2/2012,CHV @ SJ,L 0-4,Started,90,0,0,2,0,3,1,0,0
8/29/2012,CHV @ NE,T 3-3,Started,90,2,0,4,2,1,0,0,0
8/25/2012,SEA @ CHV,L 6-2,Started,90,0,0,0,0,1,0,0,0
8/18/2012,CHV @ COL,T 1-1,Started,90,0,0,0,0,1,2,1,0
8/12/2012,LA @ CHV,L 4-0,Started,90,0,0,0,0,2,1,0,0
7/29/2012,NE @ PHI,L 1-2,Subbed On,30,0,0,1,0,0,0,0,0
7/21/2012,NE @ KC,T 0-0,Started,90,0,0,0,0,1,0,0,0
7/18/2012,NE @ MTL,L 1-2,Unused Sub,0,0,0,0,0,0,0,0,0
7/14/2012,TOR @ NE,L 1-0,Subbed On,84,0,0,0,0,1,1,1,0
7/8/2012,NY @ NE,W 0-2,Subbed On,17,0,0,0,0,0,0,0,0
6/30/2012,SEA @ NE,T 2-2,Started,90,0,0,2,0,1,1,0,0
6/23/2012,NE @ TOR,T 2-2,Unused Sub,0,0,0,0,0,0,0,0,0
6/16/2012,CLB @ NE,T 0-0,Started,90,0,0,0,0,3,1,0,0
6/2/2012,CHI @ NE,W 0-2,Started,90,0,0,1,1,3,1,0,0
5/26/2012,NE @ DC,L 2-3,Started,90,0,0,1,0,2,2,0,0
5/19/2012,HOU @ NE,T 2-2,Started,90,0,0,1,1,4,2,0,0
5/12/2012,VAN @ NE,W 1-4,Started,90,1,0,1,1,4,2,1,0
5/5/2012,NE @ RSL,L 1-2,Started,90,0,1,0,0,1,2,0,0
5/2/2012,COL @ NE,W 1-2,Started,90,0,0,3,0,1,1,0,0
4/28/2012,NE @ NY,L 0-1,Started,90,0,0,0,0,2,3,1,0
4/14/2012,DC @ NE,L 2-1,Unused Sub,0,0,0,0,0,0,0,0,0
4/5/2012,NE @ DAL,L 0-1,Started,90,0,0,1,0,0,4,1,0
3/31/2012,NE @ LA,W 3-1,Started,90,0,2,0,0,3,1,0,0
3/24/2012,POR @ NE,W 0-1,Started,90,0,0,0,0,0,1,0,0
3/17/2012,NE @ KC,L 0-3,Started,90,0,0,1,1,1,0,0,0
3/10/2012,NE @ SJ,L 0-1,Started,90,0,0,0,0,2,1,0,0
10/22/2011,NE @ TOR,T 2-2,Started,90,0,0,0,0,2,0,0,0
10/15/2011,CLB @ NE,L 3-0,Started,90,0,0,2,0,2,4,1,0
10/8/2011,SJ @ NE,L 2-1,Started,90,0,0,1,0,0,2,0,0
10/1/2011,SEA @ NE,L 2-1,Started,90,0,0,2,1,0,3,0,0
9/25/2011,NE @ CHI,L 2-3,Started,90,0,0,2,0,1,0,0,0
9/16/2011,NE @ POR,L 0-3,Started,90,0,0,3,0,0,2,0,0
9/10/2011,DAL @ NE,W 0-2,Started,90,1,0,1,1,0,1,0,0
9/7/2011,NE @ PHI,T 4-4,Started,90,0,0,0,0,0,3,1,0
8/20/2011,NY @ NE,T 2-2,Started,90,0,0,1,0,1,3,0,0
8/17/2011,HOU @ NE,T 1-1,Started,90,0,0,0,0,2,2,0,0
8/13/2011,NE @ CLB,L 1-3,Started,90,0,0,0,0,0,1,0,0
8/6/2011,CHV @ NE,L 3-2,Started,90,1,0,6,4,2,1,0,0
7/30/2011,NE @ KC,T 1-1,Started,90,0,0,1,0,2,1,0,0
7/23/2011,NE @ COL,T 2-2,Started,90,1,0,3,1,0,0,0,0
7/20/2011,NE @ DC,W 1-0,Started,90,0,0,1,0,0,0,0,0
7/17/2011,PHI @ NE,L 3-0,Unused Sub,0,0,0,0,0,0,0,0,0
7/4/2011,NE @ RSL,T 3-3,Started,90,1,0,1,1,2,4,1,0
6/26/2011,NE @ SEA,L 1-2,Started,90,0,0,2,1,0,2,0,0
6/18/2011,CHI @ NE,T 1-1,Started,90,0,0,1,0,1,3,1,0
6/15/2011,TOR @ NE,T 0-0,Started,90,0,0,5,4,3,1,0,0
6/10/2011,NE @ NY,L 1-2,Started,90,0,0,1,1,1,4,0,0
6/4/2011,NE @ DAL,L 0-1,Started,90,0,0,1,1,0,2,0,0
5/28/2011,LA @ NE,L 1-0,Started,90,0,0,2,1,2,1,0,0
5/21/2011,NE @ SJ,L 1-2,Started,90,0,0,1,1,0,2,0,0
5/14/2011,VAN @ NE,W 0-1,Started,90,1,0,3,1,3,1,0,0
5/7/2011,COL @ NE,T 0-0,Started,90,0,0,1,1,1,1,0,0
4/30/2011,NE @ CHV,L 0-3,Started,90,0,0,1,0,1,1,1,0
4/23/2011,KC @ NE,W 2-3,Started,90,1,0,2,1,1,1,1,0
4/17/2011,NE @ HOU,L 0-1,Unused Sub,0,0,0,0,0,0,0,0,0
4/9/2011,RSL @ NE,L 2-0,Started,70,0,0,0,0,1,3,0,1
4/6/2011,NE @ VAN,T 1-1,Started,90,0,0,1,0,2,3,0,0
4/2/2011,POR @ NE,T 1-1,Started,90,0,0,3,1,2,0,0,0
3/26/2011,DC @ NE,W 1-2,Started,90,1,1,1,1,3,1,1,0
3/20/2011,NE @ LA,T 1-1,Started,90,1,0,3,1,2,1,0,0
10/21/2010,NE @ NY,L 0-2,Started,90,0,0,2,1,1,2,1,0
10/16/2010,KC @ NE,W 0-1,Started,90,1,0,3,1,3,0,0,0
10/10/2010,NE @ HOU,W 2-1,Started,90,1,0,1,1,2,0,0,0
10/2/2010,RSL @ NE,L 2-1,Started,90,0,0,2,2,0,0,0,0
9/25/2010,CLB @ NE,T 2-2,Started,90,1,0,1,1,3,4,0,0
9/22/2010,NE @ DAL,T 2-2,Started,90,1,0,1,1,1,0,0,0
9/18/2010,NE @ COL,L 0-3,Started,90,0,0,1,0,1,2,0,0
9/10/2010,NE @ CHV,L 0-2,Started,90,0,0,0,0,0,1,0,0
9/4/2010,SEA @ NE,W 1-3,Started,90,0,1,1,1,1,0,0,0
8/28/2010,PHI @ NE,L 2-1,Started,90,0,1,3,2,0,3,0,0
8/21/2010,NE @ KC,L 1-4,Started,90,0,0,0,0,1,3,1,0
8/18/2010,NE @ CHI,L 1-2,Started,90,0,0,2,1,0,1,0,0
8/14/2010,HOU @ NE,W 0-1,Started,90,0,0,3,1,1,2,0,0
8/7/2010,DC @ NE,W 0-1,Started,90,0,0,2,1,3,1,0,0
7/31/2010,NE @ PHI,T 1-1,Started,90,0,0,2,1,2,3,1,0
7/10/2010,LA @ NE,W 0-2,Started,90,0,0,2,2,1,2,0,0
7/2/2010,NE @ RSL,L 0-5,Started,56,0,0,0,0,0,0,0,0
6/27/2010,CHI @ NE,L 1-0,Started,90,0,0,1,0,2,2,0,0
6/5/2010,NE @ SEA,L 0-3,Started,90,0,0,1,1,0,2,0,0
5/29/2010,NY @ NE,W 2-3,Started,90,0,2,5,2,3,0,0,0
5/22/2010,NE @ TOR,L 0-1,Started,90,0,0,3,0,3,3,1,0
5/15/2010,SJ @ NE,T 0-0,Unused Sub,0,0,0,0,0,0,0,0,0
5/8/2010,NE @ CLB,L 2-3,Unused Sub,0,0,0,0,0,0,0,0,0
5/5/2010,CHV @ NE,L 4-0,Unused Sub,0,0,0,0,0,0,0,0,0
5/1/2010,DAL @ NE,T 1-1,Unused Sub,0,0,0,0,0,0,0,0,0
4/24/2010,COL @ NE,L 2-1,Unused Sub,0,0,0,0,0,0,0,0,0
4/17/2010,NE @ SJ,L 0-2,Unused Sub,0,0,0,0,0,0,0,0,0
4/10/2010,TOR @ NE,W 1-4,Started,75,0,1,1,0,2,4,0,0
4/3/2010,NE @ DC,W 2-0,Unused Sub,0,0,0,0,0,0,0,0,0
3/27/2010,NE @ LA,L 0-1,Unused Sub,0,0,0,0,0,0,0,0,0
