Course Number,Section Number,Course Title,Call Number,Instructor,Days,Times,Location,Min-Max Credits,60/90 Rule,Years,Notes
854,10,Clinical Program: Labor Law Externship,48824.0,"Clauss, C.", , , ,1-7,*,L2-L3,PF only; req. consent of instructor.
824,1,Federal Jurisdiction,48857.0,"Coan, A.",TR,330-450,5246,3-3,60,L2-L3,PF; Con Law II recommended; meets Jurisdiction of Courts Req. Exam: Dec. 18
736,1,Secured Transactions,48690.0,"Cohen, A.",TR,1100-1220,3260,3-3,60,L2-L3,PF Exam: Dec. 15
817,1,Business Organizations I,48713.0,"Davis, K.",MW,1100-1220,2260,3-3,60,L2-L3,PF Exam: Dec. 19
918,2,SP International Law: Globalization of Capital Markets,48848.0,"Davis, K.", , , ,3-3,60,L2-L3,Course cancelled.
954,1,Corporate Finance Law,56208.0,"Davis, K.",TR,1100-1220,3250,3-3,60,L2-L3,PF; Bus. Orgs. I strongly recommended Exam: Dec. 15
768,1,Consumer Health Advocacy & Patient Centered Care Clinical,48870.0,"Davis, S. O'Connell, K. Gatton, C.",W,435-600,3247,1-7,*,L2-L3,PF only; req. consent of instructor; mandatory weekly staffing Weds. 435-600 pm.
989,1,Environmental Law & Practice,48749.0,"Dawson, T. Kent, P.",MW,435-555,2211,3-3,60,L2-L3,"PF; note: despite indication in University enrollment data, there is no pre-requisite for this course. Exam: Dec. 20"
899,1,Wisconsin Law Review,48702.0,"Desai, A.", , , ,1-3,90,L2-L3,Admission to Journal LW.
746,1,Legislation,48901.0,"Desai, A.",MW,930-1050,2211,3-3,60,L2-L3,"No PF; satisfies Legal Process req. Note: due to Prof. Desai's travel, this course may meet a few times during the term on Fridays at 930-1050 for make-up classes. Take-home exam: Dec. 11"
726,1,Intro to Substantive Criminal Law,48688.0,"Dickey, W.",MTWRF,1100-1155,5240,4-4,60,L1,Large section. Exam: Dec. 17
815,4,Appellate Advocacy- Moot Court (Thomas Tang Competition), ,"Dowdal, M.", , , ,1-3,60,L2-L3,Req. consent of instructor.
723,5,Legal Research & Writing I,48894.0,"Dowdal, M.",MW,1100-1220,3253,3-3,90,L1, 
723,11,Legal Research & Writing I,48931.0,"Dowdal, M.",MW,330-450,3253,3-3,90,L1, 
849,1,Pre-Trial Advocacy,48923.0,"Edwards, T.",W,540-740,3250,3-3,60,L2-L3,PF only; limit: 15 students.
854,17,Clinical Program: Law & Entrepreneurship,48825.0,"Englund, E. Smith, A.", , , ,1-7,*,L2-L3,PF only; req. consent of instructor. LW
854,24,Clinical Program: Mediation Clinic,48947.0,"Erez-Navot, D.",R,830-1050,3268,1-7,*,L2-L3,PF only; req. consent of instructor.
771,4,Trusts & Estates I,56663.0,"Erlanger, H.",TR,330-530 T 330-425 R,3247,3-3,60,L2-L3,PF; satisfies T&E Req.; limit: 18 students; a 2-cr T&E II will be offered in Spring 2014. LW. Exam: Dec. 7
868,1,State & Local Taxation,48922.0,"Fahrenbach, R.",W,640-840,3261,3-3,60,L2-L3,PF; Tax I and Tax II required.
915,2,SP Crim. J. Admin.: Wrongful Convictions,48813.0,"Findley, K. Lichstein, B.",MW,330-450,2260,3-3,60,L2-L3,No PF; LW Paper
801,1,Evidence,48691.0,"Findley, K.",MW,1100-100,3250,4-4,60,L2-L3,PF; meets Evidence requirement. Exam: Dec. 19
817,2,Business Organizations I,48902.0,"Gehl, M.",TR,1230-150,2225,3-3,60,L2-L3,PF; limit: 40 students. Exam: Dec. 8
752,1,Copyright Law,48869.0,"Ghosh, S.",MTWRF,955-1050,5229,4-4,60,L2-L3,PF; LW Paper
753,1,Intro to Intellectual Property,48795.0,"Ghosh, S.",MTWRF,1100-1155,5229,4-4,60,L2-L3,PF; LW Paper
854,7,Clinical Program: Disability Rights Wisconsin Externship,48730.0,"Hanna, J.", , , ,1-7,*,L2-L3,PF only; req. consent of instructor.
818,1,Comparative Law,55672.0,"Hendley, K.",TR,800-920,2211,3-3,90,L2-L3,No PF; International Law recommended; satisfies Legal Process Req.; LW Paper
711,4,Contracts,48680.0,"Hendley, K.",MW,850-1050,3253,4-4,60,L1,Small group section. Exam: Dec. 10
854,20,Clinical Program: Law Externship,48909.0,"Heymann, J.", , , ,1-7,*,L2-L3,PF only; consent/instr.
940,5,L&CP: Fundamentals of Business Transactions I,48743.0,"Heymann, S.",MWF,1205-100,3260,3-3,60,L3,No PF; pre-req: 3L status & Bus. Org. I.
743,1,Negotiations/Mediation,48744.0,"Heymann, S.",TR,1200-115,5240,3-3,60,L2-L3,No PF; limit: 16 students.
801,2,Evidence,48736.0,"Hurley, S.",TR,540-740,2260,4-4,60,L2-L3,PF; limit: 100 students; meets Evidence requirement. Exam: Dec. 12
871,1,International Trade Law,48797.0,"Ibele, E.",MW,540-700,5229,3-3,60,L2-L3,PF; satisfies Legal Process Req. Exam: Dec. 20
914,1,Securities Regulation,48845.0,"Ibrahim, D.",MW,225-345,2211,3-3,60,L2-L3,PF; Bus Orgs I or II strongly recommended. Exam: Dec. 9
741,1,Business Organizations II,48920.0,"Ibrahim, D.",MW,930-1050,2260,3-3,60,L2-L3,PF Exam: Dec. 11
820,1,Conflict of Laws,55683.0,"Kaiser, A.", , , ,3-3,60,L2-L3,Course cancelled.
852,2,Trial Advocacy,48695.0,"Kasieta, R.",M,540-740,3260,2-2,*,L2-L3,PF only; Limit: 15 students; pre req: Evidence (concurrent okay).
726,4,Intro to Substantive Criminal Law,48716.0,"Kempinen, B.",MW,435-635,5223,4-4,60,L1,Small group section (evening). Exam: Dec. 17
940,6,L&CP: Ethical Issues in Crim Justice,48704.0,"Kempinen, B.",T,1205-205,2211,2-2,*,L2-L3,"PF; req. consent of instructor; satisfies PR Req.; participation in Prosecution, Hayes, or Defender Projects required. Paper/ project"
854,18,Clinical Program: Hayes Police Prosecution Project,48862.0,"Kempinen, B. Scott, M.", , , ,1-7,*,L2-L3,PF only; consent/instr.
854,6,Clinical Program: Prosecution Project,48796.0,"Kempinen, B.", , , ,1-7,*,L2-L3,PF only; req. consent of instructor.
915,1,SP Crim. J. Admin.: Sentencing & Corrections,48731.0,"Klingele, C.", , , ,3-3,60,L2-L3,Course cancelled.
726,3,Intro to Substantive Criminal Law,48715.0,"Klingele, C.",MTWRF,1100-1155,5223,4-4,60,L1,Small group section. Exam: Dec. 17
904,2,"SP Con Law: 4th, 5th, 6th Amendments",48858.0,"Klingele, C.",TR,225-400,3226,3-3,60,L2-L3,PF; satisfies Con Law II requirement
895,1,WI International Law Journal,48700.0,"Klug, H.", , , ,1-3,90,L2-L3,Admission to Journal LW.
808,2,Advanced Legal Writing: Drafting & Working with Statutes,55681.0,"Kreye, J.",W,435-635,3261,2-2,60,L2-L3,Limit: 15 students; LW Drafting assignments
928,1,SP Land Law: Residential Property Development,48872.0,"Landgraf, T.",TR,400-515,Grainger 2185,3-3,60,L2-L3,"Meets with Real Estate 611; pre-req: Law 928 ""Real Estate Process"" in Spring 2013; to enroll, contact Jane Heymann at jheymann@wisc.edu."
854,8,Clinical Program: Defense Project,48906.0,"LaVigne, M.", , , ,1-7,*,L2-L3,PF only; req. consent of instructor.
940,12,"L&CP: Defense Function: ""'Hanging out a Shingle"" (Private Criminal Practice)",48707.0,"LaVigne, M.",MW,1100-100,2225,3-3,60,L3,PF only; limit: 15 3L students; Evidence required; not open for participants in 2013 Defender Project. Project/presentation
854,13,Clinical Program: Wisconsin Innocence Project,48783.0,"Lichstein, B.", , , ,1-7,*,L2-L3,PF only; req. consent of instructor.
711,6,Contracts,55671.0,"Macaulay, S.",TR,435-635,5223,4-4,60,L1,Small group section (evening). Exam: Dec. 10
854,9,Clinical Program: Family Court Clinic (FCC),48840.0,"Mansfield, M.",MW,120-240,3268,1-7,*,L2-L3,PF only; req. consent of instr. LW
854,22,Clinical Program: Govt & Legislative Clinic,55685.0,"McBride, E.",F,1100-1155,3247,1-7,*,L2-L3,PF only; req. consent of instructor
714,6,Civil Procedure I,55966.0,"McDermott, M.",TR,850-1050,2260,4-4,60,L1,Medium section. Exam: Dec. 20
ELPA,840,Public School Law,33837.0,"Mead, J.",T,440-710,Educ L155,3-3,60,L2-L3,Educ. Leadership 840; non-Law grading; credits count as Law credits; interested Law students may enroll directly.
940,13,L&CP: Sociology of Law: The Law in Action,48714.0,"Mertz, E. Macaulay, S.",M,225-425,3226,3-3,90,L2-L3,PF; limit 22 students; meets Legal Process Req. LW
854,1,Clinical Program: Domestic Violence Externship,48854.0,"Meuer, T.", , , ,1-7,*,L2-L3,PF only; Req. consent of instructor.
940,3,L&CP: Domestic Violence,48703.0,"Meuer, T. Young, M.",M,540-830,3253,3-3,60,L2-L3,PF; limit 20 students.
940,11,L&CP: Community Lawyering,48738.0,"Mitch, .", , , ,3-3,60,L2-L3,Course cancelled.
854,4,Clinical Program: Neighborhood Law Clinic (NLC),48855.0,"Mitch, .",W,900-1155,3261,1-7,*,L2-L3,PF only; req. consent of instructor. LW
830,1,Land Use,48826.0,"Mitchell, T.",TR,225-345,3253,3-3,60,L2-L3,PF Exam: Dec. 18
839,1,Remedies,48846.0,"Mitchell, T.",MW,120-240,3253,3-3,60,L2-L3,PF Exam: Dec. 16
904,3,SP Con Law: Wisconsin State Constitutional Law,56662.0,"Monette, R.",MW,330-450,3268,3-3,60,L2-L3,PF; meets Legal Process Req. Paper
940,14,L&CP: Native American Tribal Law,48908.0,"Monette, R.", , , ,3-3,60,L2-L3,Course cancelled.
730,1,Federal Law & Indian Tribes,48711.0,"Monette, R.",MW,930-1050,3226,3-3,60,L2-L3,PF;meets Legal Process requirement. Take-home exam
723,10,Legal Research & Writing I,48899.0,"Moritz, D.",TR,1100-1220,2225,3-3,90,L1, 
723,6,Legal Research & Writing I,48895.0,"Moritz, D.",TR,1100-1220,2225,3-3,90,L1, 
602,3,Legal Sources,48911.0,"Moritz, D.",TR,330-450,3268,3-3, ,L4-L5,No PF; LLM-LI students only. Exam: Dec. 14
940,16,L&CP: Introduction to Patient Advocacy,55801.0,"O'Connell, K.", , ,On-line course,3-3,60,L2-L3,PF; req. consent of instructor. Note: on-line course. Project/presentation
744,1,Administrative Law,48900.0,"Ohnesorge, J.",MW,225-345,5246,3-3,60,L2-L3,PF; meets Legal Process req. Exam: Dec. 9
854,11,Clinical Program: Consumer Law,48762.0,"Orr, S.",W,1100-100,3268,1-7,*,L2-L3,PF only; req. consent of instructor. LW.
723,1,Legal Research & Writing I,48687.0,"Peterson, K.",TR,1205-125,3247,3-3,90,L1, 
723,7,Legal Research & Writing I,48896.0,"Peterson, K.",TR,435-555,2211,3-3,90,L1, 
850,2,Professional Responsibilities,48808.0,"Pierce, T.",MW,955-1050,3250,2-2,*,L2-L3,PF; satisfies PR Req. Exam: Dec. 11
950,4,Lawyering Skills: Oral Communications,56631.0,"Plum, C.", , , ,1-1, ,L4-L5,LLM-LI only; meets first half of term only.
950,3,Lawyering Skills: Oral Communications,56630.0,"Plum, C.", , , ,1-1, ,L4-L5,LLM-LI only; meets first half of term only.
860,1,Adv Crim Pro: Rep Criminal Appellant,48698.0,"Pray, J.",R,930-1050,3226,3-3,60,L2-L3,PF only; req. consent of instructor; limited to clinic participants. Project/ presentation.
854,12,Clinical Program: Crim. Appeals Project,48763.0,"Pray, J.",R,930-1050,3226,1-7,*,L2-L3,PF only; req. consent of instructor.
726,5,Intro to Substantive Criminal Law,48828.0,"Prosser, M.",TR,225-425,5223,4-4,60,L1,Small group section. Exam: Dec. 17
862,1,Legal Assist to Institutionalized Persons,48699.0,"Prosser, M.", , , ,1-7,*,L2-L3,PF only; Req. consent of instructor.
896,1,"WI Journal of Law, Gender & Society",48701.0,"Quraishi-Landes, A.", , , ,1-3,90,L2-L3,Admission to Journal LW.
740,2,Constitutional Law II,48781.0,"Quraishi-Landes, A.",TR,1100-1220,2260,3-3,60,L2-L3,PF; Con Law I required; satisfies Con Law II Req. Take-home exam
940,7,L&CP: Intro to Islamic Law,48827.0,"Quraishi-Landes, A.",W,330-530,3260,2-2,90,L2-L3,PF; LW. Paper/ presentation.
723,12,Legal Research & Writing I,48932.0,"Robarts, R.",MW,225-345,5240,3-3,90,L1, 
723,3,Legal Research & Writing I,48892.0,"Robarts, R.",TR,930-1050,3247,3-3,90,L1, 
940,15,L&CP: Public Law & Private Power,55689.0,"Rogers, J.",M,1100-100,3226,3-3,60,L2-L3,PF; meets Legal Process requirement. Take-home exam
726,6,Intro to Substantive Criminal Law,48890.0,"Ross, M.",MW,225-425,5223,4-4,60,L1,Small group section . Exam: Dec. 17
854,15,Clinical Program: Restorative Justice Project,48814.0,"Scharrer, J.", , , ,1-7,*,L2-L3,PF only; req. consent of instructor.
940,9,L&CP: Taxation of Mergers & Acquisitions,48705.0,"Schnur, R.",T,435-635,3253,3-3,60,L2-L3,PF; limit: 16 students; Tax I required
854,3,Clinical Program: Judicial Internship,48696.0,"Schultz, D. Cagle, R.",W,820-920,5229,1-7,*,L2-L3,PF only; req. consent of instructor; section meets at Law School periodically during the fall semester. Attendance at three or more sessions is required.
726,2,Intro to Substantive Criminal Law,48689.0,"Schultz, D.",MTWRF,1100-1155,5246,4-4,60,L1,Large section. Exam: Dec. 17
714,2,Civil Procedure I,48681.0,"Schwartz, D.",TR,225-425,2211,4-4,60,L1,Medium section. Take-home exam: Dec.
850,1,Professional Responsibilities,48807.0,"Schweitzer, N.",TR,1100-1155 T 1100-1205 R,2211,2-2,*,L2-L3,PF; satisfies PR Req.; class meets first time on Sept. 10th. Exam: Dec. 15
760,1,Role of Police in a Free Society,48784.0,"Scott, M.",MW,120-240,3261,3-3,60,L2-L3,PF; LW. Exam: Dec. 16
771,3,Sel. Topics Estate Planning: Financial Planning & Asset Management,48844.0,"Seaborg, A.",R,225-525,5229,3-3,60,L2-L3,PF Exam: Dec. 18
711,5,Contracts,55670.0,"Sharafi, M.",MTWRF,955-1050,5223,4-4,60,L1,Small group section. Exam: Dec. 10
854,16,Clinical Program: Family Law Project (FLP),48907.0,"Shear, L.", , , ,1-7,*,L2-L3,PF only; Req. consent of instructor.
714,1,Civil Procedure I,48919.0,"Snyder, B.",TR,850-1050,3253,4-4,60,L1,Medium section Take-home exam: Dec
940,1,L&CP: Sports Law,48889.0,"Snyder, B.",TR,1230-150,3250,3-3,60,L2-L3,No PF Take-home exam: Dec. 8
714,4,Civil Procedure I,48745.0,"Steingass, S.",MTWRF,955-1050,2225,4-4,60,L1,Medium section. Exam: Dec. 20
714,5,Civil Procedure I,48868.0,"Steingass, S.",MTWRF,225-320,2225,4-4,60,L1,Medium section. Exam: Dec. 20
854,21,Clinical Program: Federal Appeals Project,48912.0,"Stevenson, A.", , , ,1-7,*,L2-L3,PF only; req. consent of instructor. LW
854,25,Clinical Program: Oxford Federal Project,55787.0,"Stevenson, A.", , , ,1-7,*,L2-L3,PF only; req. consent of instructor.
915,3,SP Crim. J. Admin.: Federal Criminal Appeals,48925.0,"Stevenson, A.",MW,1205-100,3268(M) 3261(W),2-2,60,L2-L3,PF only; limited to clincal participants; req. consent of instructor; LW Project/ presentation
854,2,Clinical Program: WI Department of Justice Externship,48839.0,"Sullivan, F.",R,830-1030,WI DOJ,1-7,*,L2-L3,PF only; req. consent of instructor; Note time of required weekly seminar at WI DOJ.
854,23,Clinical Program: Immigrant Justice Clinic,48946.0,"Taeuber, S.",MW,330-500,2225,1-7,*,L2-L3,PF only; req. consent of instructor
742,1,Taxation I,48729.0,"Tahk, S.",MTWR,120-215,5240,4-4,60,L2-L3,PF Exam: Dec. 16
815,2,Appellate Advocacy-Moot Court (board/coaches),48693.0,"Tahk, S.", , , ,1-3,60,L2-L3,Req. consent of instructor.
815,1,Appellate Advocacy-Moot Court (competitors),48692.0,"Tahk, S.", , , ,1-3,60,L2-L3,Req. consent of instructor.
940,10,L&CP: Tax Policy,48706.0,"Tahk, S.",T,955-1155,3268,2-3,60,L2-L3,PF; Tax I recommended; LW Paper; project/presentations
940,2,L&CP: Research & Administrative Issues in Taxation,48742.0,"Talarczyk, A.",TR,230-345,Grainger 1170,3-3,60,L2-L3,PF; limit: 4 Law students; meets with AIS 724.
ELPA,842,Legal Foundations of Special Education,33726.0,"TBA, .",M,440-710,Educ L151,3-3,60,L2-L3,Educ. Leadership 842; non-Law grading; credits count as Law credits; interested students must contact Shari Smith at 263-2701.
723,2,Legal Research & Writing I,48891.0,"Tinglum, T.",MW,930-1050,5240,3-3,90,L1, 
602,4,Legal Sources,56616.0,"Tinglum, T.",TR,1100-1220,3261,3-3, ,L4-L5,No PF; LLM-LI students only. Exam: Dec. 14
723,9,Legal Research & Writing I,48898.0,"Tinglum, T.",MW,930-1050,5240,3-3,90,L1, 
950,2,Lawyering Skills: Watergate,48765.0,"Tuerkheimer, F.", , , ,1-1,90,L2-L3,PF only; course completed by early October.
808,3,Advanced Legal Writing: Contract Drafting,55682.0,"Turner, A.",T,540-740,2225,2-2,60,L2-L3,Limit: 15 students; LW Drafting assignments
732,1,Real Estate Transactions I,48782.0,"Viney, G.",TR,850-1050,3250,4-4,60,L2-L3,PF Exam: Dec. 13
880,1,Client Interviewing & Counseling,48804.0,"Viney, G.",R,225-425,2260,2-2,90,L2-L3,PF only; limit: 20 students. Project/ presentation.
808,1,Advanced Legal Writing: Writing for Law Practice,48739.0,"Weigold, U.",M,1100-100,3261,2-2,90,L2-L3,Limit: 15 students; LW Drafting assignments
802,1,Civil Procedure II,48737.0,"Weston, C.",TR,930-1050,5240,3-3,60,L2-L3,PF; satisfies Jurisdiction of Courts. Req. Exam: Dec. 13
714,3,Civil Procedure I,48682.0,"Weston, C.",TR,225-425,5240,4-4,60,L1,Medium section. Exam: Dec. 20
711,3,Contracts,48679.0,"Whitford, W.",MTWRF,120-215,5223,4-4,60,L1,Small group section. Exam: Dec. 10
854,19,Clinical Program: Re-Entry Project,48865.0,"Wos, E.", , , ,1-7,*,L2-L3,PF only; consent/instr.
711,1,Contracts,48677.0,"Yackee, J.",MW,850-1050,5246,4-4,60,L1,Large section. Exam: Dec. 10
815,6,Appellate Advocacy- Moot Court (Vis Arbitration coaches), ,"Yackee, J.", , , ,1-3,60,L2-L3,Req. consent of instructor.
918,4,SP International Law: Vis Competition,56854.0,"Yackee, J.", , , ,2-3,60,L2-L3,Vis Competition coaching; consent of instructor required.
918,1,SP International Law: International Commercial Arbitration,48741.0,"Yackee, J.",T,330-530,5229,3-3,60,L2-L3,PF; LW Paper
