Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Mar 23,Northern Colorado,"W, 3-1",3,1,1,-,-,1,1,-,1,-,-
Mar 25,Air Force,"W, 7-1",3,0,1,-,-,-,0,1,-,-,-
Mar 26,Air Force, ,-,-,-,-,-,-,-,-,-,-,-
Mar 28,at New Mexico State,"W, 8-2",5,0,1,-,-,-,1,-,-,-,-
Mar 29,at New Mexico State,"W, 11-0",3,2,2,-,-,-,0,1,-,-,1
Mar 30,at New Mexico State,"W, 20-6",5,1,1,-,-,1,4,-,-,-,-
Apr 2,San Francisco,"W, 8-4",4,1,3,1,-,-,1,-,-,-,-
Apr 4,Seattle U,"W, 8-1",4,1,2,-,-,1,2,-,1,-,-
Apr 5,Seattle U,"W, 4-3",7,0,1,-,-,-,1,-,-,-,-
Apr 6,Seattle U,"W, 4-3",4,0,1,-,-,-,0,-,1,-,-
Apr 8,at Pacific,"L, 9-8",6,1,1,-,-,-,0,-,3,-,-
Apr 11,at Grand Canyon,"L, 3-2",3,0,0,-,-,-,0,1,2,-,-
Apr 12,at Grand Canyon,"W, 5-4",4,0,1,1,-,-,1,1,-,-,-
Apr 13,at Grand Canyon,"L, 8-6",4,0,1,-,-,-,1,-,1,1,-
Apr 15,at UC Davis,"W, 15-7",-,-,-,-,-,-,-,-,-,-,-
Apr 17,Utah Valley,"W, 5-0",4,0,0,-,-,-,0,-,-,-,-
Apr 18,Utah Valley,"W, 10-0",3,1,1,-,-,-,0,-,-,1,-
Apr 19,Utah Valley,"L, 6-0",1,0,0,-,-,-,0,-,-,-,-
Apr 21,#4 Oregon State,"W, 7-6",4,0,3,-,-,-,0,-,1,-,-
Apr 22,#4 Oregon State,"L, 8-1",2,0,0,-,-,-,0,1,-,-,-
Apr 25,at CSU Bakersfield,"W, 10-3",4,1,1,-,-,-,1,-,2,-,-
Apr 26,at CSU Bakersfield,"L, 2-1",3,0,1,1,-,-,0,1,1,-,-
Apr 27,at CSU Bakersfield,"W, 7-3",4,0,0,-,-,-,0,-,-,-,-
Apr 29,Menlo College,"W, 7-1",3,0,1,-,-,-,2,-,-,-,-
Apr 30,at Nevada,"L, 10-3",3,2,1,-,-,-,0,1,-,-,-
May 2,Chicago State,"W, 6-0",3,0,1,-,-,-,0,-,1,-,-
May 3,Chicago State,"W, 11-6",5,2,4,1,-,1,3,-,-,1,-
May 4,Chicago State,"W, 3-2",3,0,0,-,-,-,0,-,-,-,-
May 10,at Texas-Pan American,"W, 3-1",3,0,1,-,-,-,1,-,-,-,1
May 10,at Texas-Pan American,"L, 2-0",2,0,0,-,-,-,0,-,-,1,-
May 11,at Texas-Pan American,"L, 2-0",4,0,0,-,-,-,0,-,1,-,-
May 13,UC Davis,"L, 6-3",2,0,0,-,-,-,0,-,1,-,-
May 15,North Dakota,"W, 6-4",3,1,1,-,-,-,0,-,-,-,-
May 16,North Dakota,"W, 8-2",4,1,3,-,-,-,1,-,-,-,-
May 17,North Dakota,"W, 6-5",4,0,0,-,-,-,0,-,1,-,-
May 22,vs. CSU Bakersfield,"L, 4-1",3,0,0,-,-,-,0,-,-,-,-
May 23,vs. New Mexico State,"W, 9-5",2,1,1,-,-,-,0,-,-,-,-
May 24,vs. CSU Bakersfield,"W, 3-1",-,-,-,-,-,-,-,-,-,-,-
May 24,vs. Utah Valley,"W, 10-3",-,-,-,-,-,-,-,-,-,-,-
May 25,vs. Utah Valley,"W, 10-3",-,-,-,-,-,-,-,-,-,-,-
May 30,at #5 Cal Poly,"L, 4-2",-,-,-,-,-,-,-,-,-,-,-
May 31,vs. #18 Arizona State,"W, 5-4",-,-,-,-,-,-,-,-,-,-,-
Jun 1,at #5 Cal Poly,"L, 6-5",1,0,1,-,-,-,0,-,-,-,-
