Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id
BURNS Teagan,AUS,F,12AUS328,31.5,0.0,0.0,1994.0,L,1.0,U17G,03/25/2012,3.0,AUS3025
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,11NZL08,19.0,0.0,0.0,1994.0,L,2.0,U17G,01/29/2012,4.0,NZL50001
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,12AUS322,0.0,3380.0,0.0,1994.0,L,1.0,U17F,03/04/2012,4.0,AUS3025
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,12AUS318,0.0,3250.0,0.0,1994.0,L,2.0,U21W,02/12/2012,1.0,AUS3020
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,12AUS314,0.0,3190.0,0.0,1994.0,L,1.0,U17F,01/08/2012,7.0,AUS3025
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,12AUS328,0.0,3030.0,0.0,1994.0,L,2.0,U17G,03/25/2012,2.0,AUS3025
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,12AUS101,0.0,2990.0,0.0,1994.0,L,1.0,U17F,04/09/2012,4.0,AUS3025
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,12AUS109,0.0,2960.0,0.0,1994.0,L,1.0,U21W,01/22/2012,4.0,AUS2020
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,11NZL08,0.0,2830.0,0.0,1994.0,L,2.0,U17G,01/29/2012,3.0,NZL50001
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,12AUS328,0.0,2690.0,0.0,1994.0,L,1.0,U17G,03/25/2012,2.0,AUS3025
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,12AUS322,0.0,2680.0,0.0,1994.0,L,2.0,U17F,03/04/2012,4.0,AUS3025
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,12AUS109,0.0,2660.0,0.0,1994.0,L,2.0,U21W,01/22/2012,4.0,AUS2020
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,11NZL08,0.0,2660.0,0.0,1994.0,L,1.0,U17G,01/29/2012,3.0,NZL50001
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,12AUS323,0.0,2620.0,0.0,1994.0,L,1.0,U17F,03/08/2012,13.0,AUS3030
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,12AUS101,0.0,2540.0,0.0,1994.0,L,2.0,U17F,04/09/2012,4.0,AUS3025
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,12AUS318,0.0,1470.0,0.0,1994.0,L,1.0,U21W,02/12/2012,1.0,AUS3020
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,12AUS323,0.0,1430.0,0.0,1994.0,L,2.0,U17F,03/08/2012,13.0,AUS3030
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,12AUS322,0.0,0.0,35.9,1994.0,L,1.0,U17F,03/04/2012,4.0,AUS3025
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,12AUS328,0.0,0.0,34.3,1994.0,L,2.0,U17G,03/25/2012,1.0,AUS3025
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,12AUS101,0.0,0.0,34.1,1994.0,L,2.0,U17F,04/09/2012,3.0,AUS3025
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,12AUS109,0.0,0.0,33.1,1994.0,L,1.0,U21W,01/22/2012,3.0,AUS2020
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,12AUS323,0.0,0.0,32.7,1994.0,L,2.0,U17F,03/08/2012,6.0,AUS3030
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,12AUS101,0.0,0.0,32.4,1994.0,L,1.0,U17F,04/09/2012,3.0,AUS3025
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,11NZL08,0.0,0.0,32.0,1994.0,L,1.0,U17G,01/29/2012,1.0,NZL50001
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,12AUS318,0.0,0.0,31.2,1994.0,L,1.0,U21W,02/12/2012,1.0,AUS3020
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,12AUS328,0.0,0.0,31.0,1994.0,L,1.0,U17G,03/25/2012,1.0,AUS3025
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,12AUS109,0.0,0.0,29.0,1994.0,L,2.0,U21W,01/22/2012,3.0,AUS2020
 , , , , , , , , , , , , , 
BURNS Teagan,AUS,F,12AUS323,0.0,0.0,28.3,1994.0,L,1.0,U17F,03/08/2012,6.0,AUS3030
BURNS Teagan,AUS,F,12AUS314,0.0,0.0,0.0,1994.0,L,1.0,U17F,01/08/2012,6.0,AUS3025
BURNS Teagan,AUS,F,11NZL08,0.0,0.0,0.0,1994.0,L,2.0,U17G,01/29/2012,1.0,NZL50001
BURNS Teagan,AUS,F,11NZL08,0.0,0.0,0.0,1994.0,L,2.0,U17G,01/29/2012,1.0,NZL50001
BURNS Teagan,AUS,F,12AUS101,0.0,0.0,0.0,1994.0,L,2.0,U17F,04/09/2012,13.0,AUS3025
BURNS Teagan,AUS,F,12AUS318,0.0,0.0,0.0,1994.0,L,2.0,U21W,02/12/2012,1.0,AUS3020
