Pitcher,Team,AB,H,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,OPS
Nate Cornejo, ,14,4,1,0,0,1,3,2,0,0,0.286,0.412,0.357,0.769
Ryan Drese, ,14,4,1,1,0,1,2,3,0,0,0.286,0.375,0.5,0.875
Hisashi Iwakuma,SEA,14,4,0,0,0,1,0,2,0,0,0.286,0.286,0.286,0.571
Ron Mahay, ,14,4,2,0,1,2,0,1,0,0,0.286,0.286,0.643,0.929
David Riske, ,14,4,2,0,0,2,2,3,0,0,0.286,0.412,0.429,0.84
Wade Davis,KC,14,3,1,0,0,0,2,1,0,0,0.214,0.313,0.286,0.598
Brian Lawrence, ,14,3,1,0,0,1,1,2,0,0,0.214,0.267,0.286,0.552
Joe Blanton,PIT,14,2,0,0,1,2,0,2,0,0,0.143,0.143,0.357,0.5
Joe Nathan,DET,14,2,0,0,0,0,1,2,1,0,0.143,0.2,0.143,0.343
Glen Perkins,MIN,14,1,1,0,0,2,1,2,0,0,0.071,0.133,0.143,0.276
Fernando Rodney,SEA,14,1,1,0,0,2,2,5,1,0,0.071,0.235,0.143,0.378
Jamey Wright, ,14,1,0,1,0,0,1,3,1,0,0.071,0.188,0.214,0.402
