Pitcher,Team,AB,H,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,OPS
Matt Belisle,STL,5,1,0,0,0,1,1,2,0,0,0.2,0.333,0.2,0.533
Bartolo Colon,NY-N,5,1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4
Jorge De La Rosa,COL,5,1,1,0,0,0,3,2,0,0,0.2,0.5,0.4,0.9
Matt Harvey,NY-N,5,1,0,0,0,0,1,3,0,0,0.2,0.333,0.2,0.533
Hyun-Jin Ryu,LA,5,1,1,0,0,1,0,2,0,0,0.2,0.2,0.4,0.6
Michael Wacha,STL,5,1,0,0,1,3,1,1,0,0,0.2,0.333,0.8,1.133
Jose Fernandez,MIA,5,0,0,0,0,0,1,2,0,0,0.0,0.167,0.0,0.167
Nick Masset, ,5,0,0,0,0,0,0,3,1,0,0.0,0.0,0.0,0.0
Jeremy Hellickson,AZ,4,3,1,0,1,1,0,0,0,0,0.75,0.75,1.75,2.5
Chris Heston,SF,4,3,0,0,0,2,0,0,0,0,0.75,0.75,0.75,1.5
Jeremy Guthrie,KC,4,2,0,0,2,3,0,1,0,0,0.5,0.5,2.0,2.5
Roberto Hernandez,HOU,4,2,1,0,0,0,1,0,0,0,0.5,0.6,0.75,1.35
Edwin Jackson, ,4,2,0,1,1,2,1,0,0,0,0.5,0.6,1.75,2.35
Mike Leake,CIN,4,2,1,0,0,0,1,1,0,0,0.5,0.6,0.75,1.35
Brandon Maurer,SD,4,2,1,0,0,0,0,0,0,0,0.5,0.5,0.75,1.25
Jimmy Nelson,MIL,4,2,0,0,0,1,1,0,1,0,0.5,0.667,0.5,1.167
Shawn Tolleson,TEX,4,2,0,0,0,1,0,0,0,0,0.5,0.5,0.5,1.0
Chris Capuano,NY-A,4,1,0,0,0,0,0,1,1,0,0.25,0.25,0.25,0.5
Patrick Corbin,AZ,4,1,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.5
J.C. Gutierrez,PHI,4,1,0,0,1,1,0,2,0,0,0.25,0.25,1.0,1.25
Will Harris,HOU,4,1,0,0,0,0,0,2,0,0,0.25,0.25,0.25,0.5
J.J. Putz, ,4,1,1,0,0,1,0,1,0,0,0.25,0.25,0.5,0.75
John Axford,COL,4,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0
A.J. Burnett,PIT,4,0,0,0,0,0,3,3,0,0,0.0,0.429,0.0,0.429
Kyle Hendricks,CHI-N,4,0,0,0,0,0,1,1,0,0,0.0,0.2,0.0,0.2
Addison Reed,AZ,4,0,0,0,0,0,1,2,0,0,0.0,0.2,0.0,0.2
Brandon League, ,3,3,1,0,0,1,1,0,0,0,1.0,1.0,1.333,2.333
Christian Friedrich,COL,3,2,0,0,1,1,0,0,0,0,0.667,0.667,1.667,2.333
Matt Guerrier,MIN,3,2,1,0,1,2,0,0,0,0,0.667,0.667,2.0,2.667
David Hernandez,AZ,3,2,1,0,1,4,0,1,0,0,0.667,0.667,2.0,2.667
Taylor Jungmann,MIL,3,2,1,0,0,0,0,0,0,0,0.667,0.667,1.0,1.667
Corey Kluber,CLE,3,2,1,0,0,0,0,1,0,0,0.667,0.667,1.0,1.667
Vidal Nuno,SEA,3,2,0,0,0,1,0,1,0,0,0.667,0.667,0.667,1.333
Justin Verlander,DET,3,2,0,0,0,1,0,0,0,0,0.667,0.667,0.667,1.333
Bronson Arroyo,ATL,3,1,0,0,0,0,0,2,0,0,0.333,0.333,0.333,0.667
Pedro Baez,LA,3,1,0,0,1,1,0,0,0,0,0.333,0.333,1.333,1.667
Trevor Bauer,CLE,3,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667
Michael Bolsinger,LA,3,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667
Mark Buehrle,TOR,3,1,1,0,0,0,0,0,0,0,0.333,0.333,0.667,1.0
Eddie Butler,COL,3,1,0,0,0,1,1,0,0,0,0.333,0.4,0.333,0.733
Santiago Casilla,SF,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Jhoulys Chacin,AZ,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Jeurys Familia,NY-N,3,1,0,0,0,1,0,0,0,0,0.333,0.333,0.333,0.667
Matt Garza,MIL,3,1,1,0,0,0,0,1,0,0,0.333,0.333,0.667,1.0
David Hale,COL,3,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667
Phil Hughes,MIN,3,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667
Jair Jurrjens,COL,3,1,0,0,0,0,0,2,0,0,0.333,0.333,0.333,0.667
Tommy Kahnle,COL,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Jon Lester,CHI-N,3,1,1,0,0,0,0,1,0,0,0.333,0.333,0.667,1.0
Evan Marshall,AZ,3,1,0,0,1,1,0,2,0,0,0.333,0.333,1.333,1.667
Ricky Nolasco,MIN,3,1,0,0,0,1,0,1,0,0,0.333,0.333,0.333,0.667
Sean O'Sullivan,PHI,3,1,0,0,1,3,0,0,0,0,0.333,0.333,1.333,1.667
Robbie Ray,AZ,3,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667
Ervin Santana,MIN,3,1,0,0,0,0,0,2,0,0,0.333,0.333,0.333,0.667
Yordano Ventura,KC,3,1,0,0,1,3,0,1,0,0,0.333,0.333,1.333,1.667
Homer Bailey,CIN,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Josh Beckett, ,3,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0
Rex Brothers,COL,3,0,0,0,0,0,2,1,0,0,0.0,0.4,0.0,0.4
Andrew Chafin,AZ,3,0,0,0,0,0,1,1,0,0,0.0,0.25,0.0,0.25
Jacob deGrom,NY-N,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Cole Hamels,PHI,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Jason Hammel,CHI-N,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
J.A. Happ,SEA,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Lucas Harrell, ,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Felix Hernandez,SEA,3,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
J.P. Howell,LA,3,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0
Daniel Hudson,AZ,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Craig Kimbrel,SD,3,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
Javier Lopez,SF,3,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0
Lance Lynn,STL,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Tyler Matzek,COL,3,0,0,0,0,1,2,2,0,0,0.0,0.333,0.0,0.333
Zach McAllister,CLE,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Shelby Miller,ATL,3,0,0,0,0,0,2,1,0,0,0.0,0.4,0.0,0.4
Mike Minor,ATL,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Joe Saunders,SEA,3,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0
James Shields,SD,3,0,0,0,0,0,1,0,0,0,0.0,0.25,0.0,0.25
Jacob Turner,CHI-N,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jerome Williams,PHI,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Barry Zito,OAK,3,0,0,0,0,0,2,0,0,0,0.0,0.4,0.0,0.4
