Pitcher,Team,AB,H,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,OPS
Greg Holland,KC,4,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0
John Lackey,STL,4,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Nick Martinez,TEX,3,3,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
R.A. Dickey,TOR,3,2,0,0,1,1,0,0,0,0,0.667,0.667,1.667,2.333
Brett Oberholtzer,HOU,3,2,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.333
Brad Peacock,HOU,3,2,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.333
Wily Peralta,MIL,3,2,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.333
James Shields,SD,3,2,1,0,0,0,0,1,0,0,0.667,0.667,1.0,1.667
Matt Shoemaker,ANA,3,2,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.333
Chris Tillman,BAL,3,2,0,0,0,0,0,1,0,0,0.667,0.667,0.667,1.333
Chris Young,KC,3,2,0,1,0,1,0,0,0,0,0.667,0.667,1.333,2.0
Cody Allen,CLE,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Alex Cobb,TB,3,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667
Phil Coke,OAK,3,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667
Rubby De La Rosa,AZ,3,1,0,0,0,0,0,0,1,0,0.333,0.333,0.333,0.667
Josh Fields,HOU,3,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667
Yovani Gallardo,TEX,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Jason Hammel,CHI-N,3,1,0,0,0,0,0,1,1,0,0.333,0.333,0.333,0.667
Jim Johnson,ATL,3,1,0,0,0,1,1,0,2,0,0.333,0.5,0.333,0.833
Jeff Locke,PIT,3,1,1,0,0,0,0,0,0,0,0.333,0.333,0.667,1.0
Justin Masterson,BOS,3,1,1,0,0,1,0,0,0,0,0.333,0.333,0.667,1.0
Jake Odorizzi,TB,3,1,0,1,0,1,0,1,0,0,0.333,0.333,1.0,1.333
Hector Santiago,ANA,3,1,1,0,0,0,0,2,0,0,0.333,0.333,0.667,1.0
Bryan Shaw,CLE,3,1,0,0,0,1,0,1,0,0,0.333,0.333,0.333,0.667
Marcus Stroman,TOR,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Scott Atchison, ,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Mark Buehrle,TOR,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Bruce Chen, ,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Josh Collmenter,AZ,3,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
Johnny Cueto,KC,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Wade Davis,KC,3,0,0,0,0,0,1,2,0,0,0.0,0.25,0.0,0.25
Mike Fiers,MIL,3,0,0,0,0,0,1,1,0,0,0.0,0.25,0.0,0.25
Miguel Gonzalez,BAL,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Liam Hendriks,TOR,3,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0
Dallas Keuchel,HOU,3,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
Tyson Ross,SD,3,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0
Madison Bumgarner,SF,2,2,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Carlos Rodon,CHI-A,2,2,1,0,0,0,0,0,0,0,1.0,1.0,1.5,2.5
Huston Street,ANA,2,2,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Jerome Williams,PHI,2,2,0,0,0,1,0,0,0,0,1.0,1.0,1.0,2.0
R.J. Alvarez,OAK,2,1,1,0,0,0,0,1,0,0,0.5,0.5,1.0,1.5
Chris Archer,TB,2,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0
John Axford,COL,2,1,1,0,0,0,0,0,0,0,0.5,0.5,1.0,1.5
Joe Blanton,PIT,2,1,1,0,0,0,0,0,0,0,0.5,0.5,1.0,1.5
Brad Brach,BAL,2,1,0,0,1,2,0,0,0,0,0.5,0.5,2.0,2.5
Joba Chamberlain,TOR,2,1,0,0,0,0,1,0,0,0,0.5,0.667,0.5,1.167
Scott Feldman,HOU,2,1,0,0,0,2,0,0,0,0,0.5,0.5,0.5,1.0
Luke Gregerson,HOU,2,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0
J.A. Happ,SEA,2,1,0,0,0,1,1,1,0,0,0.5,0.667,0.5,1.167
Tommy Hunter,BAL,2,1,0,0,0,0,0,1,0,0,0.5,0.5,0.5,1.0
Kevin Jepsen,TB,2,1,1,0,0,0,0,0,0,0,0.5,0.5,1.0,1.5
Bobby Korecky,TOR,2,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0
Mike Leake,CIN,2,1,0,0,0,1,0,1,0,0,0.5,0.5,0.5,1.0
Matt Lindstrom, ,2,1,0,0,0,0,0,0,1,0,0.5,0.5,0.5,1.0
Ryan Madson,KC,2,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0
Dan Otero,OAK,2,1,0,0,0,0,0,1,0,0,0.5,0.5,0.5,1.0
Yohan Pino,KC,2,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0
Chad Qualls,HOU,2,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0
Robbie Ray,AZ,2,1,0,0,1,2,0,1,0,0,0.5,0.5,2.0,2.5
Eduardo Rodriguez,BOS,2,1,0,0,0,0,0,1,0,0,0.5,0.5,0.5,1.0
Francisco Rodriguez,MIL,2,1,0,0,0,0,0,1,0,0,0.5,0.5,0.5,1.0
Fernando Salas,ANA,2,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0
Tony Sipp,HOU,2,1,0,0,1,2,0,0,0,0,0.5,0.5,2.0,2.5
Andrew Bellatti,TB,2,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
Chris Capuano,NY-A,2,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
Anthony DeSclafani,CIN,2,0,0,0,0,1,1,1,0,0,0.0,0.333,0.0,0.333
Sonny Gray,OAK,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Nick Hagadone,CLE,2,0,0,0,0,0,1,0,0,0,0.0,0.333,0.0,0.333
Blaine Hardy,DET,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Drew Hutchison,TOR,2,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0
Ubaldo Jimenez,BAL,2,0,0,0,0,0,1,1,0,0,0.0,0.333,0.0,0.333
Zach McAllister,CLE,2,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0
Joe Nathan,DET,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Michael Pineda,NY-A,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Drew Pomeranz,OAK,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Zach Putnam,CHI-A,2,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
Evan Reed, ,2,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0
Fernando Rodriguez,OAK,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Marc Rzepczynski,CLE,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
CC Sabathia,NY-A,2,0,0,0,0,0,0,1,0,0,0.0,0.333,0.0,0.333
Aaron Sanchez,TOR,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Drew Smyly,TB,2,0,0,0,0,0,1,1,0,0,0.0,0.333,0.0,0.333
Josh Tomlin,CLE,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Alex Wilson,DET,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
