Batter,Team,AB,H,AVG,2B,3B,HR,RBI,BB,K,SB,CS,SLG,OBP,OPS
Justin Ruggiano,SEA,1,1,1.0,0,0,0,1,0,0,0,0,1.0,1.0,2.0
Hector Sanchez,SF,1,1,1.0,0,0,0,2,0,0,0,0,1.0,1.0,2.0
Donovan Solano,MIA,1,1,1.0,0,0,0,1,0,0,0,0,1.0,1.0,2.0
Ryan Sweeney, ,1,1,1.0,1,0,0,0,0,0,0,0,2.0,1.0,3.0
Yasmany Tomas,AZ,1,1,1.0,0,0,0,1,0,0,0,0,1.0,1.0,2.0
Neil Walker,PIT,1,1,1.0,0,0,0,0,0,0,0,0,1.0,1.0,2.0
Jose Altuve,HOU,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Pedro Alvarez,PIT,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Brandon Barnes,COL,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Darwin Barney,LA,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Carlos Beltran,NY-A,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Christian Bethancourt,ATL,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Mookie Betts,BOS,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Starlin Castro,CHI-N,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Yoenis Cespedes,NY-N,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Chris Coghlan,CHI-N,1,0,0.0,0,0,0,0,1,0,0,0,0.0,0.5,0.5
Nelson Cruz,SEA,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Chris Davis,BAL,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Chris Denorfia,CHI-N,1,0,0.0,0,0,0,1,1,0,0,0,0.0,0.5,0.5
Matt Dominguez,MIL,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Lucas Duda,NY-N,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
A.J. Ellis,LA,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Andre Ethier,LA,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Dexter Fowler,CHI-N,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Freddy Galvis,PHI,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Evan Gattis,HOU,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Carlos Gomez,HOU,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Curtis Granderson,NY-N,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Justin Grimm,CHI-N,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Alex Guerrero,LA,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
J.J. Hardy,BAL,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Josh Harrison,PIT,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Chris Heisey,LA,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Enrique Hernandez,LA,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Cesar Hernandez,PHI,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Jonathan Herrera,CHI-N,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Elian Herrera,MIL,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Brandon Hicks,SF,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
L.J. Hoes,HOU,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Chris Iannetta,ANA,1,0,0.0,0,0,0,0,0,1,0,1,0.0,0.0,0.0
Ender Inciarte,AZ,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Jon Jay,STL,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Garrett Jones,NY-A,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Jung-Ho Kang,PIT,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.5,0.5
Matt Kemp,SD,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Ian Kennedy,SD,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Tommy La Stella,CHI-N,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Junior Lake,BAL,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Brandon League, ,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
DJ LeMahieu,COL,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Sandy Leon,BOS,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Jed Lowrie,HOU,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Ed Lucas,TEX,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Jeff Mathis,MIA,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Mike McKenry,COL,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Will Middlebrooks,SD,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Yadier Molina,STL,1,0,0.0,0,0,0,0,0,1,1,0,0.0,0.0,0.0
Miguel Montero,CHI-N,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Brandon Moss,STL,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Daniel Murphy,NY-N,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Derek Norris,SD,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Miguel Olivo, ,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Chris Owings,AZ,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Angel Pagan,SF,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Ben Paulsen,COL,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Steve Pearce,BAL,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Joc Pederson,LA,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Ramiro Pena,SD,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Shane Peterson,MIL,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Jose Pirela,NY-A,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Omar Quintanilla,COL,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Anthony Recker,NY-N,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Ben Revere,TOR,1,0,0.0,0,0,0,0,1,0,0,0,0.0,0.5,0.5
Wilin Rosario,COL,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
David Ross,CHI-N,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Addison Russell,CHI-N,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Pablo Sandoval,BOS,1,0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
Jonathan Schoop,BAL,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Skip Schumaker,CIN,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Eric Sogard,OAK,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Yangervis Solarte,SD,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Neftali Soto,CHI-A,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
George Springer,HOU,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Matt Szczur,CHI-N,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Julio Teheran,ATL,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Mark Trumbo,SEA,1,0,0.0,0,0,0,0,1,0,0,1,0.0,0.5,0.5
Justin Upton,SD,1,0,0.0,0,0,0,0,2,0,0,0,0.0,0.667,0.667
Joey Votto,CIN,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Ryan Wheeler, ,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
David Wright,NY-N,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
