VORP,SLG,TEAM,G,oppTAv,OBP,PPF,AB,LG
10.0,0.458,PHI,21,0.256,0.292,97,530,NL
21.1,0.368,SLN,33,0.255,0.274,98,804,NL
13.2,0.385,TOR,10,0.268,0.315,105,148,AL
-1.9,0.376,BAL,14,0.264,0.345,106,125,AL
3.9,0.407,ATL,30,0.26,0.294,100,651,NL
9.8,0.296,DET,50,0.262,0.299,106,189,AL
2.9,0.441,LAN,10,0.258,0.336,96,227,NL
1.0,0.548,SFN,4,0.248,0.378,87,42,NL
-4.3,0.411,MIA,22,0.264,0.36,94,73,NL
1.4,0.31,ARI,12,0.265,0.289,100,42,NL
-3.6,0.468,PIT,9,0.259,0.344,93,203,NL
1.5,0.505,SDN,13,0.253,0.38,94,204,NL
2.8,0.373,HOU,44,0.26,0.331,102,118,NL
0.9,0.426,BOS,29,0.263,0.33,104,711,AL
15.2,0.299,TBA,54,0.256,0.271,95,254,AL
1.2,0.321,CHN,25,0.265,0.357,103,78,NL
5.7,0.44,HOU,25,0.259,0.332,101,570,NL
9.1,0.418,PIT,24,0.253,0.341,97,491,NL
5.0,0.403,MIA,25,0.258,0.326,98,258,NL
0.4,0.4,KCA,13,0.258,0.438,103,60,AL
0.9,0.304,ANA,12,0.274,0.333,91,23,AL
-2.0,0.824,NYN,4,0.241,0.389,94,17,NL
1.4,0.371,CHN,30,0.261,0.311,103,132,NL
15.5,0.406,TEX,32,0.259,0.309,103,813,AL
-4.0,0.451,TOR,13,0.264,0.363,106,268,AL
13.6,0.438,BOS,29,0.263,0.337,105,625,AL
-6.4,0.418,PIT,32,0.257,0.315,96,658,NL
-1.3,0.643,CLE,9,0.246,0.515,100,28,AL
-0.0,0.1,SFN,6,0.264,0.333,91,10,NL
8.5,0.288,CHA,51,0.261,0.273,106,170,AL
8.5,0.376,CLE,61,0.262,0.277,99,221,AL
0.1,0.0,NYN,1,0.213,0.0,93,2,NL
-2.5,0.7,COL,3,0.257,0.365,101,50,NL
-2.6,0.443,BOS,41,0.263,0.311,104,176,AL
-1.9,0.358,MIA,35,0.258,0.356,96,491,NL
3.6,0.178,CHA,24,0.259,0.184,109,45,AL
9.5,0.349,MIL,72,0.26,0.344,109,255,NL
-0.9,0.663,NYN,8,0.259,0.381,95,86,NL
2.1,0.462,CLE,26,0.257,0.358,101,132,AL
7.4,0.358,PHI,65,0.265,0.305,99,193,NL
0.1,0.471,OAK,6,0.256,0.5,87,17,AL
10.4,0.511,NYA,28,0.263,0.349,102,673,AL
10.9,0.261,OAK,71,0.266,0.256,95,253,AL
-2.2,0.75,TBA,5,0.244,0.409,98,20,AL
18.9,0.363,MIA,31,0.255,0.315,95,713,NL
-4.9,0.524,OAK,5,0.261,0.398,87,82,AL
0.7,0.41,DET,13,0.264,0.312,105,83,AL
6.5,0.283,MIL,6,0.264,0.318,107,99,NL
5.1,0.376,CHA,74,0.264,0.313,106,245,AL
31.2,0.389,MIL,23,0.257,0.305,109,493,NL
-5.1,0.535,PHI,35,0.26,0.348,100,129,NL
-0.4,0.445,CHA,9,0.26,0.345,103,209,AL
10.3,0.4,DET,12,0.261,0.314,105,295,AL
0.0,0.6,SFN,2,0.258,0.5,140,10,NL
-4.5,0.408,SLN,70,0.263,0.321,98,179,NL
-0.6,0.0,LAN,1,0.267,0.5,87,2,NL
1.7,0.333,PIT,17,0.265,0.281,93,54,NL
8.9,0.386,ATL,18,0.254,0.341,99,347,NL
-0.4,0.633,SLN,4,0.255,0.375,94,30,NL
19.2,0.383,TBA,33,0.266,0.295,95,869,AL
3.2,0.39,PHI,35,0.263,0.333,102,123,NL
-4.8,0.385,PIT,66,0.256,0.292,95,288,NL
-0.1,0.5,ARI,1,0.261,0.6,105,4,NL
0.7,0.388,CLE,34,0.263,0.348,99,788,AL
11.7,0.34,WAS,59,0.257,0.296,103,326,NL
6.0,0.275,PHI,32,0.264,0.29,98,109,NL
-1.2,0.515,OAK,26,0.262,0.357,96,103,AL
0.7,0.405,MIN,30,0.259,0.267,105,116,AL
-0.1,0.412,SFN,1,0.27,0.524,86,17,NL
-0.4,0.464,MIN,44,0.262,0.334,106,373,AL
13.0,0.357,TEX,66,0.264,0.273,105,238,AL
-2.0,0.579,ANA,3,0.269,0.4,86,19,AL
12.9,0.407,PHI,25,0.256,0.306,96,594,NL
39.5,0.377,PHI,31,0.254,0.285,100,802,NL
-0.1,0.427,LAN,10,0.261,0.344,93,218,NL
9.5,0.426,HOU,71,0.266,0.336,100,270,NL
0.9,0.357,PIT,4,0.264,0.438,96,14,NL
-1.3,0.54,ARI,9,0.263,0.37,106,187,NL
-7.4,0.561,HOU,5,0.258,0.403,99,98,NL
4.9,0.438,MIN,17,0.263,0.296,107,349,AL
5.4,0.288,TEX,37,0.263,0.178,104,125,AL
12.2,0.36,BAL,69,0.263,0.254,104,242,AL
-0.1,1.5,NYN,1,0.219,0.8,93,4,NL
9.2,0.367,WAS,70,0.263,0.307,100,221,NL
2.3,0.484,HOU,30,0.258,0.411,102,126,NL
4.8,0.324,SEA,33,0.264,0.303,90,111,AL
18.2,0.421,CIN,32,0.258,0.301,101,782,NL
-2.7,0.369,SDN,67,0.26,0.305,93,241,NL
6.8,0.357,TEX,58,0.26,0.259,104,241,AL
-6.4,0.444,ARI,6,0.261,0.341,100,117,NL
-1.5,0.852,HOU,6,0.269,0.563,108,27,NL
2.4,0.222,ANA,1,0.239,0.167,91,18,AL
8.2,0.374,KCA,7,0.267,0.297,105,139,AL
12.1,0.446,TOR,38,0.264,0.312,106,466,AL
19.3,0.41,LAN,25,0.255,0.315,91,575,NL
14.7,0.423,MIA,31,0.261,0.331,95,751,NL
-1.1,0.48,MIN,12,0.261,0.356,107,244,AL
-4.0,0.786,NYN,3,0.247,0.4,116,42,NL
10.4,0.414,CHN,77,0.26,0.314,99,263,NL
-0.1,0.473,SEA,26,0.265,0.317,93,598,AL
2.4,0.382,LAN,31,0.26,0.329,95,678,NL
-1.3,0.387,SFN,60,0.263,0.361,92,194,NL
-18.8,0.435,SDN,33,0.255,0.304,95,853,NL
0.3,0.364,MIL,6,0.261,0.316,110,33,NL
7.1,0.336,MIA,68,0.267,0.327,95,235,NL
1.9,0.406,ATL,11,0.253,0.295,97,261,NL
-0.1,0.564,WAS,11,0.25,0.46,102,39,NL
9.9,0.406,BAL,66,0.262,0.311,105,298,AL
-0.4,0.75,ANA,2,0.246,0.462,103,12,AL
3.1,0.347,BOS,25,0.263,0.337,106,72,AL
7.1,0.411,KCA,30,0.263,0.348,103,632,AL
7.8,0.487,COL,11,0.248,0.374,119,230,NL
-0.4,0.813,TBA,3,0.277,0.571,98,16,AL
6.5,0.273,ATL,31,0.256,0.273,98,128,NL
12.2,0.301,SEA,73,0.266,0.277,90,292,AL
1.5,0.358,CLE,27,0.262,0.352,99,109,AL
4.7,0.353,OAK,30,0.26,0.284,98,136,AL
23.9,0.335,BAL,20,0.265,0.302,105,445,AL
-2.2,0.508,SFN,22,0.259,0.394,92,122,NL
-1.1,1.0,NYA,1,0.269,0.588,103,15,AL
12.9,0.435,NYN,21,0.252,0.315,96,453,NL
3.1,0.469,COL,15,0.266,0.333,123,64,NL
0.6,0.444,NYN,20,0.26,0.431,96,81,NL
4.7,0.341,MIN,67,0.262,0.326,106,276,AL
1.3,0.591,PIT,8,0.257,0.52,100,22,NL
20.5,0.412,CIN,33,0.256,0.306,99,804,NL
20.1,0.386,SFN,32,0.255,0.284,95,782,NL
-6.8,0.44,TOR,32,0.261,0.381,105,703,AL
13.4,0.421,WAS,31,0.257,0.298,102,713,NL
4.6,0.477,COL,23,0.256,0.427,128,111,NL
0.3,0.496,CHA,26,0.257,0.349,104,409,AL
6.1,0.508,HOU,37,0.257,0.383,96,183,NL
2.4,0.37,NYA,17,0.255,0.306,106,92,AL
5.7,0.292,BOS,53,0.266,0.296,102,144,AL
8.4,0.36,KCA,14,0.269,0.289,103,339,AL
15.4,0.342,KCA,76,0.262,0.301,102,316,AL
3.0,0.55,TEX,5,0.256,0.385,109,60,AL
0.8,0.427,KCA,12,0.259,0.347,102,131,AL
-1.6,0.5,MIL,10,0.258,0.429,115,26,NL
-2.6,1.333,SEA,2,0.276,0.7,105,9,AL
-2.0,0.429,SFN,14,0.257,0.377,91,63,NL
11.0,0.429,MIN,55,0.262,0.33,105,438,AL
-0.2,0.2,BAL,2,0.22,0.333,109,5,AL
-1.6,0.283,PIT,10,0.251,0.315,103,46,NL
8.9,0.35,OAK,15,0.269,0.28,95,314,AL
-8.7,0.478,MIN,49,0.263,0.356,106,209,AL
4.6,0.361,OAK,33,0.266,0.327,100,180,AL
6.5,0.331,SLN,67,0.261,0.245,98,257,NL
-0.8,0.0,TEX,3,0.272,0.4,102,6,AL
2.4,0.407,PIT,43,0.258,0.381,96,135,NL
7.8,0.301,MIL,36,0.27,0.308,109,113,NL
1.9,0.457,SDN,17,0.265,0.402,94,81,NL
-0.1,0.333,LAN,43,0.259,0.308,93,117,NL
4.3,0.204,SLN,6,0.266,0.259,95,49,NL
11.1,0.358,MIN,70,0.259,0.273,105,257,AL
-4.1,0.421,SEA,33,0.264,0.293,91,820,AL
0.8,0.0,NYN,1,0.247,0.0,112,3,NL
9.4,0.405,HOU,21,0.254,0.304,99,516,NL
37.0,0.299,WAS,32,0.253,0.283,101,725,NL
-0.6,0.397,SLN,22,0.261,0.305,102,73,NL
-0.6,0.375,SLN,16,0.26,0.325,100,72,NL
-1.8,0.432,CLE,63,0.26,0.307,100,206,AL
17.2,0.198,TBA,76,0.264,0.219,94,258,AL
4.3,0.31,CHN,61,0.264,0.352,100,200,NL
-1.0,0.519,SFN,8,0.262,0.286,98,27,NL
-0.2,0.488,PHI,6,0.261,0.309,98,127,NL
12.7,0.352,NYA,69,0.261,0.287,102,253,AL
-6.7,0.444,TOR,22,0.26,0.333,107,385,AL
0.6,0.32,TEX,8,0.255,0.303,108,150,AL
-1.3,0.303,OAK,11,0.256,0.419,94,33,AL
4.6,0.379,KCA,51,0.264,0.321,101,145,AL
10.7,0.389,BAL,18,0.264,0.305,104,391,AL
4.7,0.485,KCA,16,0.261,0.368,100,355,AL
6.0,0.471,KCA,32,0.263,0.347,103,719,AL
-0.3,0.5,NYN,7,0.266,0.35,94,18,NL
-0.0,0.48,COL,23,0.253,0.374,116,396,NL
-0.4,0.368,LAN,7,0.26,0.238,106,19,NL
5.6,0.361,WAS,6,0.259,0.364,100,122,NL
2.8,0.518,TEX,39,0.263,0.389,106,137,AL
-0.2,0.482,BAL,5,0.264,0.391,102,56,AL
0.3,0.332,HOU,77,0.266,0.306,99,199,NL
3.4,0.211,MIA,44,0.263,0.272,93,90,NL
1.2,0.397,DET,12,0.26,0.38,101,63,AL
1.2,0.418,MIA,12,0.263,0.352,97,251,NL
-2.0,0.409,WAS,66,0.262,0.3,102,237,NL
1.9,0.427,HOU,6,0.257,0.298,101,96,NL
11.3,0.411,MIL,21,0.254,0.309,104,474,NL
7.8,0.369,CLE,44,0.263,0.288,100,198,AL
-0.2,0.5,NYN,5,0.263,0.397,101,64,NL
-9.7,0.462,HOU,16,0.262,0.361,100,325,NL
-3.1,0.506,SEA,26,0.264,0.343,90,87,AL
-5.0,0.839,PHI,6,0.272,0.441,99,31,NL
