Game Date,Team,Opp,Result,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,HBP,IBB,SH,SF,GDP,C-G#,Notes
1962-09-09,CHA,WS2,W 3-2 vs WS2,6,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1039,4 hits
1963-04-19,BAL,CLE,W 8-5 vs CLE,5,3,4,1,0,1,2,1,0,0,0,0,0,0,0,0,1062,4 hits
1963-07-23,BAL,WS2,W 4-0 vs WS2,4,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1143,4 hits
1963-08-23,BAL,MIN,W 14-4 vs MIN,4,3,4,0,1,0,2,1,0,1,0,0,0,0,0,0,1172,4 hits
1963-09-01,BAL,NYA,L 4-5 vs NYA,5,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1180,300th career stolen base
1964-05-12,BAL,WS2,W 5-0 @WS2,4,1,2,0,0,0,0,3,0,1,1,0,0,0,0,0,1223,3 stolen bases
1964-05-20,BAL,KC1,W 8-3 vs KC1,4,1,2,0,0,0,0,3,0,1,0,0,0,0,0,0,1230,3 stolen bases
1964-06-14,BAL,BOS,W 10-1 @BOS,6,1,4,0,1,0,0,3,0,0,0,0,0,0,0,0,1253,"4 hits, 3 stolen bases"
1964-09-25,BAL,CLE,W 10-6 @CLE,6,2,4,0,0,0,1,2,0,0,0,0,0,0,0,0,1339,4 hits
1965-04-19,BAL,CHA,L 2-7 @CHA,3,1,2,1,0,0,0,3,0,1,0,0,0,0,0,0,1351,3 stolen bases
1965-04-22,BAL,WS2,W 18-4 @WS2,5,3,4,1,0,1,4,2,0,1,0,0,0,0,0,0,1353,4 hits
1966-04-26,BAL,CAL,W 7-3 vs CAL,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1500,1500th career game
1966-06-02,BAL,CAL,W 9-6 @CAL,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1531,5 hits
1966-06-26,BAL,CAL,W 12-7 @CAL,6,3,2,0,0,1,2,1,0,0,0,0,0,0,0,0,1557,400th career stolen base
1966-07-09,BAL,CAL,W 10-2 vs CAL,4,4,3,0,0,0,0,3,0,1,0,0,0,0,0,0,1571,"4 runs scored, 3 stolen bases"
1966-08-17,BAL,BOS,W 8-4 @BOS,6,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1605,5 hits
1966-09-04,BAL,CHA,W 8-5 @CHA,5,0,5,1,0,0,3,0,0,0,0,0,0,0,0,0,1621,5 hits
1967-04-23,BAL,KC1,L 7-8 vs KC1,5,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1652,500th career RBI
1967-06-12,BAL,KC1,W 10-2 @KC1,5,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,1683,3 Triples
1968-05-14,CHA,CAL,W 7-6 vs CAL,5,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1802,4 hits
1968-07-29,CHA,OAK,W 7-2 @OAK,6,1,4,0,1,0,2,0,0,0,0,0,0,0,0,0,1872,4 hits
1968-09-04,CHA,WS2,W 3-0 @WS2,7,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,1915,5 hits
1969-05-15,CHA,DET,L 1-2 @DET,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1958,2000th career hit
1969-05-28,CHA,NYA,W 7-6 vs NYA,5,1,4,1,0,0,2,1,0,0,0,0,0,0,0,0,1969,4 hits
1969-06-28,CHA,OAK,W 6-2 @OAK,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,2000th career game
1969-08-12,CHA,BOS,W 10-5 vs BOS,5,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,2045,4 hits
1969-09-20,CHA,KCA,L 8-9 @KCA,5,1,4,1,0,0,2,0,0,0,0,0,0,0,0,0,2077,4 hits
1970-05-31,CHA,BOS,W 22-13 @BOS,5,3,5,0,1,0,3,0,0,0,0,0,0,0,0,0,2130,5 hits
1970-07-09,CHA,MIL,W 6-5 @MIL,5,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2167,4 hits
1970-08-23,CHA,NYA,W 2-0 vs NYA,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2207,4 hits
1971-04-10,BOS,CLE,L 10-11 @CLE,5,2,2,1,0,1,6,0,0,1,1,0,0,0,0,0,2237,6 RBIs
1971-06-26,BOS,BAL,W 3-2 vs BAL,4,1,4,0,0,0,2,0,1,1,0,0,0,0,0,0,2290,4 hits
1971-07-05,BOS,NYA,W 12-7 vs NYA,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2300,4 hits
1971-07-16,BOS,MIN,W 9-4 vs MIN,4,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2306,4 hits
1971-09-09,BOS,DET,W 12-6 @DET,5,2,4,0,0,1,5,0,0,0,0,0,0,0,0,0,2351,"5 RBIs, 4 hits"
1972-05-17,BOS,MIL,L 1-4 @MIL,5,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,2381,4 hits
1972-05-27,BOS,MIL,W 9-3 vs MIL,5,1,4,0,0,0,3,0,0,0,0,0,0,0,0,0,2390,4 hits
1973-05-22,BOS,MIL,L 2-4 vs MIL,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2500,2500th career game
1973-05-24,BOS,MIL,W 10-1 vs MIL,4,0,4,0,0,0,2,2,0,0,0,0,0,0,1,0,2502,4 hits
1973-07-27,BOS,DET,L 2-4 @DET,5,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2552,4 hits
1973-08-21,BOS,TEX,W 15-9 @TEX,6,3,4,1,0,0,3,0,0,0,0,0,0,0,0,0,2571,4 hits
1973-08-27,BOS,OAK,W 5-2 @OAK,5,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,2573,500th career stolen base
