Batter,Team,AB,H,AVG,2B,3B,HR,RBI,BB,K,SB,CS,SLG,OBP,OPS
Joaquin Arias,SF,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Alex Avila,DET,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Carlos Beltran,NY-A,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Peter Bourjos,STL,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Jackie Bradley,BOS,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Billy Burns,OAK,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Manny Burriss,WAS,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Marlon Byrd,CIN,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Melky Cabrera,CHI-A,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Everth Cabrera,SF,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Matt Cain,SF,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Robinson Cano,SEA,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Adron Chambers,CHI-N,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Steve Clevenger,BAL,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Tyler Colvin,CHI-A,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Patrick Corbin,AZ,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Brandon Crawford,SF,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
C.J. Cron,ANA,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Nelson Cruz,SEA,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Michael Cuddyer,NY-N,1,0,0.0,0,0,0,0,1,1,0,0,0.0,0.5,0.5
Ian Desmond,WAS,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Stephen Drew,NY-A,1,0,0.0,0,0,0,1,1,0,0,0,0.0,0.5,0.5
Adam Dunn, ,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
A.J. Ellis,LA,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Jacoby Ellsbury,NY-A,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Eduardo Escobar,MIN,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Danny Espinosa,WAS,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Tommy Field,TEX,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Prince Fielder,TEX,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Wilmer Flores,NY-N,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Pedro Florimon,PIT,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Dexter Fowler,CHI-N,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Kevin Frandsen,SF,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Jaime Garcia,STL,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Carlos Gomez,HOU,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Adrian Gonzalez,LA,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Gio Gonzalez,WAS,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Anthony Gose,DET,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Grant Green,ANA,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Todd Helton, ,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Dilson Herrera,NY-N,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Jason Heyward,STL,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Eric Hosmer,KC,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Jose Iglesias,DET,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Howie Kendrick,LA,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
DJ LeMahieu,COL,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Jonathan Lucroy,MIL,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Ryan Ludwick, ,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Brian McCann,NY-A,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Mike McClendon, ,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Casey McGehee,MIA,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Brad Miller,SEA,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Tyler Moore,WAS,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Mitch Moreland,TEX,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Justin Morneau,COL,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Mike Moustakas,KC,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Mike Napoli,BOS,1,0,0.0,0,0,0,0,1,1,0,0,0.0,0.5,0.5
Dioner Navarro,TOR,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
David Ortiz,BOS,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Andy Parrino,OAK,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Steve Pearce,BAL,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Joc Pederson,LA,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Carlos Pena, ,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Hunter Pence,SF,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Jhonny Peralta,STL,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Buster Posey,SF,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Alex Presley,HOU,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Albert Pujols,ANA,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Ryan Raburn,CLE,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Aramis Ramirez,PIT,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Alexei Ramirez,CHI-A,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Josh Reddick,OAK,1,0,0.0,0,0,0,0,1,1,0,0,0.0,0.5,0.5
Nolan Reimold,BAL,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Wilin Rosario,COL,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Eddie Rosario,MIN,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Carlos Sanchez,CHI-A,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Danny Santana,MIN,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Nate Schierholtz, ,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Skip Schumaker,CIN,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Kyle Seager,SEA,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
J.B. Shuck,CHI-A,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Alfonso Soriano, ,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Ruben Tejada,NY-N,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Josh Thole,TOR,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Yorvit Torrealba, ,1,0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
Troy Tulowitzki,TOR,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Justin Turner,LA,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Stephen Vogt,OAK,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Adam Wainwright,STL,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Ryan Wheeler, ,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Eric Young Jr.,ATL,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
