Batter,Team,AB,H,AVG,2B,3B,HR,RBI,BB,K,SB,CS,SLG,OBP,OPS
Derek Jeter, ,8,1,0.125,0,0,0,0,0,2,0,0,0.125,0.125,0.25
Mike Morse,MIA,8,1,0.125,0,0,0,0,2,1,0,0,0.125,0.3,0.425
Jimmy Rollins,LA,8,1,0.125,0,0,0,1,1,1,0,1,0.125,0.2,0.325
Gregor Blanco,SF,7,4,0.571,1,0,0,0,0,1,0,0,0.714,0.571,1.286
Melky Cabrera,CHI-A,7,4,0.571,1,0,0,1,1,0,2,0,0.714,0.625,1.339
Yoenis Cespedes,DET,7,4,0.571,0,0,0,3,0,2,1,0,0.571,0.571,1.143
Ryan Howard,PHI,7,4,0.571,2,0,1,4,0,1,0,0,1.286,0.571,1.857
Ian Kinsler,DET,7,4,0.571,0,0,0,2,0,1,0,0,0.571,0.571,1.143
Cristian Guzman, ,7,3,0.429,1,0,0,0,0,1,0,0,0.571,0.429,1.0
Mike Aviles,CLE,7,2,0.286,1,0,1,2,0,1,0,0,0.857,0.25,1.107
Paul Bako, ,7,2,0.286,0,0,0,0,1,1,0,0,0.286,0.375,0.661
Michael Bourn,CLE,7,2,0.286,0,0,1,1,0,3,0,0,0.714,0.286,1.0
Pedro Feliz, ,7,2,0.286,0,0,0,0,0,0,0,0,0.286,0.286,0.571
Albert Pujols,ANA,7,2,0.286,1,0,1,1,1,1,0,0,0.857,0.375,1.232
Carlos Ruiz,PHI,7,2,0.286,0,0,1,1,0,2,0,0,0.714,0.286,1.0
Kurt Suzuki,MIN,7,2,0.286,0,0,0,2,0,0,0,0,0.286,0.286,0.571
Roger Bernadina,COL,7,1,0.143,0,0,0,2,1,0,0,0,0.143,0.222,0.365
Blake DeWitt, ,7,1,0.143,1,0,0,0,0,0,0,0,0.286,0.143,0.429
Alex Gonzalez, ,7,1,0.143,0,0,0,0,0,0,0,0,0.143,0.143,0.286
Matt Kemp,SD,7,1,0.143,0,0,0,0,0,2,0,0,0.143,0.143,0.286
Jason Bay, ,7,0,0.0,0,0,0,1,2,1,0,0,0.0,0.222,0.222
Rafael Furcal, ,7,0,0.0,0,0,0,0,1,2,0,0,0.0,0.125,0.125
Derrek Lee, ,6,5,0.833,2,0,0,2,0,0,0,0,1.167,0.833,2.0
Jason Bartlett, ,6,3,0.5,0,0,0,2,0,0,0,0,0.5,0.429,0.929
Paul Janish,BAL,6,3,0.5,0,0,0,0,0,1,0,0,0.5,0.571,1.071
Andrew McCutchen,PIT,6,3,0.5,1,0,0,1,0,1,0,0,0.667,0.5,1.167
Yadier Molina,STL,6,3,0.5,0,0,0,2,0,1,0,0,0.5,0.5,1.0
Dioner Navarro,TOR,6,3,0.5,0,0,0,1,2,0,1,0,0.5,0.625,1.125
Colby Rasmus,HOU,6,3,0.5,1,0,0,0,0,1,0,0,0.667,0.5,1.167
David Ross,CHI-N,6,3,0.5,2,0,0,2,1,1,0,0,0.833,0.571,1.405
Joey Votto,CIN,6,3,0.5,0,0,0,0,3,1,0,0,0.5,0.667,1.167
Delmon Young, ,6,3,0.5,0,0,0,0,0,0,0,0,0.5,0.5,1.0
Carlos Beltran,NY-A,6,2,0.333,1,0,0,1,1,0,0,0,0.5,0.429,0.929
Corey Hart,PIT,6,2,0.333,0,0,0,1,1,0,1,0,0.333,0.429,0.762
Torii Hunter,MIN,6,2,0.333,0,0,0,0,0,0,0,0,0.333,0.333,0.667
Felipe Lopez, ,6,2,0.333,0,0,0,0,2,1,0,0,0.333,0.5,0.833
Starling Marte,PIT,6,2,0.333,0,1,1,3,0,1,0,0,1.167,0.333,1.5
Dustin Pedroia,BOS,6,2,0.333,0,0,0,0,0,0,0,0,0.333,0.429,0.762
Alfonso Soriano, ,6,2,0.333,1,0,0,0,1,0,0,0,0.5,0.429,0.929
Rickie Weeks,SEA,6,2,0.333,0,0,1,3,0,1,0,0,0.833,0.333,1.167
Josh Willingham, ,6,2,0.333,1,0,1,1,1,1,0,0,1.0,0.429,1.429
Chris Young,NY-A,6,2,0.333,1,0,0,0,1,2,0,0,0.5,0.429,0.929
Welington Castillo,AZ,6,1,0.167,0,0,1,2,0,2,0,0,0.667,0.167,0.833
Alberto Gonzalez, ,6,1,0.167,1,0,0,1,0,0,0,0,0.333,0.167,0.5
Willie Harris, ,6,1,0.167,0,0,0,0,0,2,0,0,0.167,0.167,0.333
Anthony Rizzo,CHI-N,6,1,0.167,0,0,0,0,1,1,0,0,0.167,0.286,0.452
Mark Teixeira,NY-A,6,1,0.167,0,0,0,1,1,0,0,0,0.167,0.286,0.452
Juan Uribe,NY-N,6,1,0.167,0,0,0,0,0,2,0,0,0.167,0.167,0.333
Darwin Barney,LA,6,0,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
Dexter Fowler,CHI-N,6,0,0.0,0,0,0,0,2,1,0,0,0.0,0.25,0.25
Jeff Keppinger, ,6,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Brian McCann,NY-A,6,0,0.0,0,0,0,0,2,1,0,0,0.0,0.25,0.25
Nate Schierholtz, ,6,0,0.0,0,0,0,0,0,2,0,0,0.0,0.0,0.0
Shin-Soo Choo,TEX,5,3,0.6,1,0,0,1,1,1,0,0,0.8,0.667,1.467
James Loney,TB,5,3,0.6,0,0,0,0,0,0,0,0,0.6,0.6,1.2
Marlon Byrd,CIN,5,2,0.4,0,0,1,4,0,3,0,0,1.0,0.4,1.4
Luis Castillo, ,5,2,0.4,0,0,0,1,1,1,0,0,0.4,0.5,0.9
Jerry Hairston Jr., ,5,2,0.4,1,0,0,1,0,1,0,0,0.6,0.4,1.0
Aaron Harang,PHI,5,2,0.4,0,0,0,1,0,2,0,0,0.4,0.4,0.8
Howie Kendrick,LA,5,2,0.4,1,0,0,0,0,1,0,0,0.6,0.4,1.0
Carlos Lee, ,5,2,0.4,1,0,0,0,0,1,0,0,0.6,0.4,1.0
Juan Pierre, ,5,2,0.4,1,0,0,2,1,2,0,0,0.6,0.571,1.171
Skip Schumaker,CIN,5,2,0.4,1,0,0,2,1,0,0,0,0.6,0.5,1.1
Miguel Tejada, ,5,2,0.4,0,0,0,0,0,1,0,0,0.4,0.4,0.8
Jose Bautista,TOR,5,1,0.2,0,0,0,1,3,1,0,0,0.2,0.5,0.7
Lorenzo Cain,KC,5,1,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.4
Matt Diaz, ,5,1,0.2,0,0,0,2,0,1,0,0,0.2,0.2,0.4
Jacoby Ellsbury,NY-A,5,1,0.2,0,0,0,1,0,0,0,0,0.2,0.2,0.4
Orlando Hudson, ,5,1,0.2,0,0,0,2,0,0,0,0,0.2,0.333,0.533
Jon Jay,STL,5,1,0.2,0,0,0,0,1,1,0,0,0.2,0.333,0.533
Jason Kendall, ,5,1,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.4
Mark Loretta, ,5,1,0.2,1,0,0,2,0,1,0,0,0.4,0.333,0.733
Jonathan Lucroy,MIL,5,1,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.4
Miguel Montero,CHI-N,5,1,0.2,1,0,0,1,0,0,0,0,0.4,0.2,0.6
Gerardo Parra,MIL,5,1,0.2,0,0,0,0,1,0,0,0,0.2,0.333,0.533
Hunter Pence,SF,5,1,0.2,1,0,0,0,0,1,0,0,0.4,0.2,0.6
Placido Polanco, ,5,1,0.2,0,0,0,0,0,1,0,0,0.2,0.2,0.4
Ivan Rodriguez, ,5,1,0.2,0,0,0,0,1,0,0,0,0.2,0.333,0.533
Yorvit Torrealba, ,5,1,0.2,0,0,0,0,0,2,0,0,0.2,0.2,0.4
Melvin Upton Jr.,SD,5,1,0.2,0,0,0,0,0,1,0,0,0.2,0.2,0.4
Michael Young, ,5,1,0.2,0,0,0,1,0,0,0,0,0.2,0.2,0.4
Nick Evans, ,5,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Jonny Gomes,ATL,5,0,0.0,0,0,0,0,0,2,0,0,0.0,0.167,0.167
Justin Maxwell,SF,5,0,0.0,0,0,0,0,0,2,0,0,0.0,0.0,0.0
Nyjer Morgan, ,5,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Brandon Moss,STL,5,0,0.0,0,0,0,0,1,1,1,0,0.0,0.167,0.167
Josh Thole,TOR,5,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Shane Victorino,ANA,5,0,0.0,0,0,0,0,5,0,0,0,0.0,0.5,0.5
