Batter,Team,AB,H,AVG,2B,3B,HR,RBI,BB,K,SB,CS,SLG,OBP,OPS
Victor Martinez,DET,3,2,0.667,0,0,0,0,0,0,0,0,0.667,0.667,1.333
Abraham Almonte,CLE,3,1,0.333,0,0,1,1,0,2,0,0,1.333,0.333,1.667
Oswaldo Arcia,MIN,3,1,0.333,0,0,0,0,0,2,0,0,0.333,0.333,0.667
Alex Avila,DET,3,1,0.333,0,0,0,0,0,0,0,0,0.333,0.333,0.667
Mookie Betts,BOS,3,1,0.333,0,0,0,1,0,1,0,0,0.333,0.333,0.667
Billy Butler,OAK,3,1,0.333,0,0,0,0,0,0,0,0,0.333,0.333,0.667
Miguel Cabrera,DET,3,1,0.333,0,0,0,0,0,1,0,0,0.333,0.333,0.667
David Cooper,NY-N,3,1,0.333,1,0,0,0,0,0,0,0,0.667,0.333,1.0
Travis d'Arnaud,NY-N,3,1,0.333,0,0,0,0,0,0,0,0,0.333,0.333,0.667
Yunel Escobar,WAS,3,1,0.333,1,0,0,0,0,0,0,0,0.667,0.333,1.0
Tyler Flowers,CHI-A,3,1,0.333,1,0,0,0,0,0,0,0,0.667,0.333,1.0
Dexter Fowler,CHI-N,3,1,0.333,0,0,1,1,0,1,0,0,1.333,0.333,1.667
Grant Green,ANA,3,1,0.333,0,0,0,0,0,1,0,0,0.333,0.333,0.667
Kevin Kouzmanoff, ,3,1,0.333,0,0,0,1,0,2,0,0,0.333,0.333,0.667
Russell Martin,TOR,3,1,0.333,1,0,0,3,0,0,0,0,0.667,0.333,1.0
Justin Maxwell,SF,3,1,0.333,1,0,0,0,0,0,0,0,0.667,0.333,1.0
Logan Morrison,SEA,3,1,0.333,0,0,0,0,0,0,0,0,0.333,0.333,0.667
Mike Morse,PIT,3,1,0.333,0,0,0,1,0,1,1,0,0.333,0.333,0.667
Dioner Navarro,TOR,3,1,0.333,1,0,0,1,0,1,0,0,0.667,0.333,1.0
Salvador Perez,KC,3,1,0.333,0,0,0,0,0,0,0,0,0.333,0.333,0.667
Marco Scutaro, ,3,1,0.333,0,0,0,0,0,0,0,0,0.333,0.333,0.667
Alfonso Soriano, ,3,1,0.333,0,0,0,0,0,0,0,0,0.333,0.333,0.667
George Springer,HOU,3,1,0.333,1,0,0,0,0,1,0,0,0.667,0.333,1.0
Jonathan Villar,HOU,3,1,0.333,0,0,0,0,0,0,0,0,0.333,0.333,0.667
Rick Ankiel, ,3,0,0.0,0,0,0,0,0,3,0,0,0.0,0.0,0.0
Chris Colabello,TOR,3,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Trevor Crowe, ,3,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Andy Dirks, ,3,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Ryan Doumit, ,3,0,0.0,0,0,0,0,0,2,0,0,0.0,0.0,0.0
Jarrod Dyson,KC,3,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
Alcides Escobar,KC,3,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Jason Giambi, ,3,0,0.0,0,0,0,0,0,2,0,0,0.0,0.0,0.0
Alex Gordon,KC,3,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Anthony Gose,DET,3,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Curtis Granderson,NY-N,3,0,0.0,0,0,0,0,0,2,0,0,0.0,0.0,0.0
Austin Jackson,SEA,3,0,0.0,0,0,0,0,0,2,1,0,0.0,0.0,0.0
Francisco Lindor,CLE,3,0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
Darin Mastroianni,WAS,3,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Joe Mauer,MIN,3,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Daniel Murphy,NY-N,3,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Lyle Overbay, ,3,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Carlos Pena, ,3,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Hunter Pence,SF,3,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Buster Posey,SF,3,0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
Nate Schierholtz, ,3,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Chris Stewart,PIT,3,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Jose Tabata,LA,3,0,0.0,0,0,0,0,0,1,1,0,0.0,0.0,0.0
Casper Wells, ,3,0,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
