Batter,Team,AB,H,AVG,2B,3B,HR,RBI,BB,K,SB,CS,SLG,OBP,OPS
James Loney,TB,2,1,0.5,0,0,0,0,1,0,0,0,0.5,0.667,1.167
Jimmy Nelson,MIL,2,1,0.5,0,0,0,0,0,1,0,0,0.5,0.5,1.0
Dustin Pedroia,BOS,2,1,0.5,1,0,0,2,0,0,0,0,1.0,0.5,1.5
A.J. Pollock,AZ,2,1,0.5,0,0,1,1,1,1,0,0,2.0,0.667,2.667
James Shields,SD,2,1,0.5,0,0,0,0,0,1,0,0,0.5,0.5,1.0
Norichika Aoki,SF,2,0,0.0,0,0,0,0,1,0,0,0,0.0,0.333,0.333
Lonnie Chisenhall,CLE,2,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Rubby De La Rosa,AZ,2,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Paul Goldschmidt,AZ,2,0,0.0,0,0,0,0,1,0,0,0,0.0,0.333,0.333
Carlos Gomez,MIL,2,0,0.0,0,0,0,0,0,1,0,0,0.0,0.333,0.333
Cesar Hernandez,PHI,2,0,0.0,0,0,0,0,1,2,0,0,0.0,0.333,0.333
Elian Herrera,MIL,2,0,0.0,0,0,0,1,0,1,0,0,0.0,0.0,0.0
Tim Hudson,SF,2,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Adam Lind,MIL,2,0,0.0,0,0,0,0,1,0,0,0,0.0,0.333,0.333
Martin Maldonado,MIL,2,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Will Middlebrooks,SD,2,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Rougned Odor,TEX,2,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
David Ortiz,BOS,2,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Erasmo Ramirez,TB,2,0,0.0,0,0,0,0,0,2,0,0,0.0,0.0,0.0
Rene Rivera,TB,2,0,0.0,0,0,0,0,0,2,0,0,0.0,0.0,0.0
Jerome Williams,PHI,2,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Oswaldo Arcia,MIN,1,1,1.0,0,0,1,2,0,0,0,0,4.0,1.0,5.0
Jackie Bradley,BOS,1,1,1.0,0,0,0,0,0,0,0,0,1.0,1.0,2.0
Shin-Soo Choo,TEX,1,1,1.0,0,0,0,0,0,0,0,0,1.0,1.0,2.0
Aaron Hill,AZ,1,1,1.0,0,0,0,1,0,0,0,0,1.0,1.0,2.0
Brock Holt,BOS,1,1,1.0,0,0,0,1,0,0,0,0,1.0,1.0,2.0
Nick Hundley,COL,1,1,1.0,1,0,0,1,0,0,0,0,2.0,1.0,3.0
Kelly Johnson,NY-N,1,1,1.0,0,0,0,0,0,0,0,0,1.0,1.0,2.0
DJ LeMahieu,COL,1,1,1.0,0,0,0,0,0,0,0,0,1.0,1.0,2.0
Daniel Murphy,NY-N,1,1,1.0,1,0,0,0,0,0,0,0,2.0,1.0,3.0
Daniel Nava,BOS,1,1,1.0,1,0,0,0,0,0,0,0,2.0,1.0,3.0
Shane Peterson,MIL,1,1,1.0,1,0,0,1,0,0,0,0,2.0,1.0,3.0
Trevor Plouffe,MIN,1,1,1.0,0,0,0,0,0,0,0,0,1.0,1.0,2.0
Adam Rosales,TEX,1,1,1.0,0,0,0,0,0,0,0,0,1.0,1.0,2.0
Kyle Seager,SEA,1,1,1.0,0,0,0,0,0,0,0,0,1.0,1.0,2.0
Jake Smolinski,OAK,1,1,1.0,0,0,0,0,0,0,0,0,1.0,1.0,2.0
Chase Utley,PHI,1,1,1.0,0,0,0,0,0,0,0,0,1.0,1.0,2.0
Kennys Vargas,MIN,1,1,1.0,0,0,1,1,0,0,0,0,4.0,1.0,5.0
Christian Vazquez,BOS,1,1,1.0,0,0,0,0,0,0,0,0,1.0,1.0,2.0
Elvis Andrus,TEX,1,0,0.0,0,0,0,0,1,0,0,0,0.0,0.5,0.5
Nolan Arenado,COL,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
J.P. Arencibia,TB,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Mike Aviles,CLE,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Jose Bautista,TOR,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Gordon Beckham,CHI-A,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Charlie Blackmon,COL,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Gregor Blanco,SF,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Xander Bogaerts,BOS,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Ryan Braun,MIL,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Domonic Brown,PHI,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Melky Cabrera,CHI-A,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Tony Campana, ,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Juan Centeno,MIL,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Robinson Chirinos,TEX,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Hank Conger,HOU,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Travis d'Arnaud,NY-N,1,0,0.0,0,0,0,0,1,1,0,0,0.0,0.5,0.5
Matt den Dekker,WAS,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Eduardo Escobar,MIN,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Dillon Gee,NY-N,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Scooter Gennett,MIL,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Yan Gomes,CLE,1,0,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
Corey Hart,PIT,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Tyler Holt,CLE,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Joe Mauer,MIN,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
John Mayberry,NY-N,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Logan Morrison,SEA,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
David Murphy,ANA,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Mike Napoli,BOS,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Efren Navarro,ANA,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Wil Nieves, ,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Shawn O'Malley,SEA,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Ben Paulsen,COL,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Alex Rios,KC,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Jason Rogers,MIL,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Jimmy Rollins,LA,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Wilin Rosario,COL,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Ryan Rua,TEX,1,0,0.0,0,0,0,0,1,0,0,0,0.0,0.5,0.5
Cameron Rupp,PHI,1,0,0.0,0,0,0,0,1,0,0,0,0.0,0.5,0.5
Jean Segura,MIL,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
J.B. Shuck,CHI-A,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Grady Sizemore,TB,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Geovany Soto,CHI-A,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Drew Stubbs,COL,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Kurt Suzuki,MIN,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Tomas Telis,TEX,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Wilfredo Tovar,NY-N,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Troy Tulowitzki,TOR,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Zach Walters,CLE,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Eric Young Jr.,ATL,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Mike Zunino,SEA,1,0,0.0,0,0,0,0,1,0,0,0,0.0,0.5,0.5
