Pitcher,Team,AB,H,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,OPS
Travis Wood,CHI-N,8,3,0,0,0,0,0,0,0,0,0.375,0.375,0.375,0.75
Brad Ziegler,AZ,8,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
Randall Delgado,AZ,7,4,1,0,0,1,0,1,0,0,0.571,0.5,0.714,1.214
Jon Niese,NY-N,7,4,0,1,0,1,0,0,0,0,0.571,0.571,0.857,1.429
Brandon Beachy,LA,7,3,0,0,0,1,0,0,0,0,0.429,0.429,0.429,0.857
Ervin Santana,MIN,7,3,0,1,0,0,0,2,0,0,0.429,0.429,0.714,1.143
Odrisamer Despaigne,SD,7,2,0,0,0,0,0,1,0,0,0.286,0.286,0.286,0.571
Mike Fiers,HOU,7,2,0,0,0,0,0,0,0,0,0.286,0.286,0.286,0.571
Matt Harvey,NY-N,7,2,0,0,0,0,0,3,0,0,0.286,0.286,0.286,0.571
Bronson Arroyo,LA,7,1,0,1,0,1,0,0,0,0,0.143,0.143,0.429,0.571
Tim Stauffer,NY-N,7,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
Michael Lorenzen, ,6,5,0,0,0,0,1,0,0,0,0.833,0.857,0.833,1.69
Jordan Lyles,COL,6,4,3,0,0,0,0,2,0,0,0.667,0.667,1.167,1.833
Drew Storen,WAS,6,4,0,0,0,1,0,1,1,0,0.667,0.667,0.667,1.333
A.J. Burnett,PIT,6,3,1,0,0,0,1,0,0,0,0.5,0.571,0.667,1.238
Gerrit Cole,PIT,6,3,0,0,0,1,0,0,1,0,0.5,0.5,0.5,1.0
Gio Gonzalez,WAS,6,3,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0
Tyler Matzek,COL,6,3,0,1,0,0,0,1,0,0,0.5,0.5,0.833,1.333
Michael Bolsinger,LA,6,2,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Rex Brothers,COL,6,2,0,0,0,1,1,1,0,0,0.333,0.429,0.333,0.762
Bud Norris,BAL,6,2,1,0,0,0,0,1,0,0,0.333,0.333,0.5,0.833
Yusmeiro Petit,SF,6,2,0,0,0,0,0,2,0,0,0.333,0.333,0.333,0.667
Wandy Rodriguez,TEX,6,2,0,0,0,0,0,2,0,0,0.333,0.333,0.333,0.667
Tyler Chatwood,COL,6,1,0,0,0,0,0,1,0,0,0.167,0.167,0.167,0.333
Anthony DeSclafani,CIN,6,1,0,0,0,0,0,2,0,0,0.167,0.167,0.167,0.333
Doug Fister,WAS,6,1,0,0,0,0,0,1,0,0,0.167,0.167,0.167,0.333
Ernesto Frieri,TB,6,1,1,0,0,0,0,3,0,0,0.167,0.167,0.333,0.5
Paul Maholm, ,6,1,0,0,0,1,0,1,0,0,0.167,0.167,0.167,0.333
Jimmy Nelson,MIL,6,1,0,0,0,0,0,0,0,0,0.167,0.167,0.167,0.333
Clayton Richard,CHI-N,6,1,0,0,0,0,1,1,0,0,0.167,0.286,0.167,0.452
Vance Worley,PIT,6,1,0,0,0,1,0,2,0,0,0.167,0.167,0.167,0.333
Ross Detwiler,ATL,6,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Jake Peavy,SF,6,0,0,0,0,1,0,1,0,0,0.0,0.125,0.0,0.125
Alfredo Simon,DET,6,0,0,0,0,0,1,0,0,0,0.0,0.143,0.0,0.143
Jair Jurrjens,COL,5,4,0,0,0,0,0,0,0,0,0.8,0.8,0.8,1.6
Joe Kelly,BOS,5,3,0,0,0,0,0,1,0,0,0.6,0.6,0.6,1.2
Luis Avilan,LA,5,2,0,0,0,0,0,1,0,0,0.4,0.4,0.4,0.8
Jason Grilli,ATL,5,2,0,0,0,1,0,1,0,0,0.4,0.4,0.4,0.8
Francisco Liriano,PIT,5,2,1,0,0,0,1,1,0,0,0.4,0.5,0.6,1.1
Jean Machi,BOS,5,2,0,1,0,2,1,0,0,0,0.4,0.5,0.8,1.3
Rafael Montero,NY-N,5,2,1,0,0,0,1,1,0,0,0.4,0.5,0.6,1.1
Travis Blackley,SF,5,1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4
Jose Fernandez,MIA,5,1,0,0,0,0,2,2,0,0,0.2,0.429,0.2,0.629
David Hale,COL,5,1,0,0,0,0,0,1,0,0,0.2,0.2,0.2,0.4
Tommy Kahnle,COL,5,1,0,0,0,0,0,2,0,0,0.2,0.2,0.2,0.4
Jeff Locke,PIT,5,1,0,0,0,0,0,2,0,0,0.2,0.2,0.2,0.4
Adam Ottavino,COL,5,1,0,0,0,0,0,1,0,0,0.2,0.2,0.2,0.4
Micah Owings,MIA,5,1,1,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6
Dale Thayer,SD,5,1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4
Carlos Torres,NY-N,5,1,0,0,0,2,0,3,1,0,0.2,0.2,0.2,0.4
Blake Treinen,WAS,5,1,0,0,0,0,2,0,0,0,0.2,0.429,0.2,0.629
Barry Zito,OAK,5,1,0,0,0,0,3,0,0,0,0.2,0.5,0.2,0.7
Jerry Blevins,NY-N,5,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Tyler Clippard,NY-N,5,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Addison Reed,AZ,5,0,0,0,0,0,0,1,0,0,0.0,0.167,0.0,0.167
Randy Wolf,TOR,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
