Pitcher,Team,AB,H,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,OPS
Gavin Floyd,CLE,2,1,0,0,0,0,0,1,0,0,0.5,0.5,0.5,1.0
Frank Herrmann,ANA,2,1,1,0,0,0,0,0,0,0,0.5,0.5,1.0,1.5
Drew Hutchison,TOR,2,1,1,0,0,1,0,1,0,0,0.5,0.5,1.0,1.5
Casey Janssen,WAS,2,1,0,0,0,0,0,1,0,0,0.5,0.5,0.5,1.0
Carlos Marmol, ,2,1,1,0,0,2,0,1,0,0,0.5,0.5,1.0,1.5
Gil Meche, ,2,1,0,0,0,0,0,1,0,0,0.5,0.5,0.5,1.0
Chad Qualls,HOU,2,1,1,0,0,2,0,0,0,0,0.5,0.5,1.0,1.5
Ricky Romero,SF,2,1,1,0,0,2,1,0,0,0,0.5,0.667,1.0,1.667
Joakim Soria,DET,2,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0
John Axford,COL,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Nick Blackburn, ,2,0,0,0,0,0,1,0,0,0,0.0,0.333,0.0,0.333
Brandon Gomes,TB,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Cole Hamels,PHI,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Edwin Jackson, ,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Jair Jurrjens,COL,2,0,0,0,0,0,1,0,0,0,0.0,0.333,0.0,0.333
John Lannan,COL,2,0,0,0,0,0,1,0,0,0,0.0,0.333,0.0,0.333
Tim Lincecum,SF,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Mike MacDougal, ,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Sean O'Sullivan,PHI,2,0,0,0,0,0,1,0,2,0,0.0,0.333,0.0,0.333
Jake Peavy,SF,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Brad Penny,CHI-A,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Luis Perez,TOR,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Clayton Richard,CHI-N,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Fernando Rodriguez,OAK,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Tim Stauffer, ,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Matt Thornton,WAS,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jered Weaver,ANA,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Adam Wilk,ANA,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Blake Wood,PIT,2,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
Fernando Abad,OAK,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Scott Atchison, ,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Mitchell Boggs, ,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Brian Bruney, ,1,1,1,0,0,1,0,0,0,0,1.0,1.0,2.0,3.0
Tim Byrdak, ,1,1,0,0,1,4,0,0,0,0,1.0,1.0,4.0,5.0
Kevin Cash, ,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Evan Crawford,CHI-A,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Tim Dillard,MIL,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Brendan Donnelly, ,1,1,0,1,0,0,0,0,0,0,1.0,1.0,3.0,4.0
Sergio Escalona, ,1,1,0,0,0,1,0,0,0,0,1.0,1.0,1.0,2.0
Frank Francisco, ,1,1,1,0,0,0,0,0,0,0,1.0,1.0,2.0,3.0
Enrique Gonzalez, ,1,1,1,0,0,1,0,0,0,0,1.0,1.0,2.0,3.0
Joel Hanrahan, ,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
David Herndon, ,1,1,0,0,0,1,0,0,0,0,1.0,1.0,1.0,2.0
Daniel Herrera, ,1,1,1,0,0,0,0,0,0,0,1.0,1.0,2.0,3.0
Logan Kensing,SEA,1,1,0,0,1,2,0,0,0,0,1.0,1.0,4.0,5.0
Jon Lester,CHI-N,1,1,0,0,0,0,1,0,0,0,1.0,1.0,1.0,2.0
Wilton Lopez,TOR,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Jon Rauch, ,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Marc Rzepczynski,CLE,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Max Scherzer,WAS,1,1,1,0,0,1,0,0,0,0,1.0,1.0,2.0,3.0
Michael Schwimer, ,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Cory Wade, ,1,1,1,0,0,0,0,0,0,0,1.0,1.0,2.0,3.0
Brian Wilson, ,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Randy Wolf,TOR,1,1,1,0,0,1,0,0,0,0,1.0,1.0,2.0,3.0
Vance Worley,PIT,1,1,1,0,0,1,0,0,0,0,1.0,1.0,2.0,3.0
Wesley Wright,BAL,1,1,0,0,1,1,0,0,0,0,1.0,1.0,4.0,5.0
Alfredo Aceves,SF,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Matt Albers,CHI-A,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Burke Badenhop,CIN,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Andrew Bailey,NY-A,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Miguel Batista, ,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Matt Belisle,STL,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Joaquin Benoit,SD,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jason Bergmann, ,1,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0
Rafael Betancourt,COL,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Jonathan Broxton,MIL,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Sean Burnett, ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Bobby Cassevah, ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Steve Cishek,STL,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Todd Coffey, ,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Francisco Cordero, ,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Jesse Crain,CHI-A,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Brian Fuentes, ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Mike Gonzalez, ,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Luke Gregerson,HOU,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Kevin Gregg, ,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Matt Guerrier,MIN,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Eric Hacker, ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Chris Hatcher,LA,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Blake Hawksworth, ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Rich Hill, ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Bobby Howry, ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Nate Jones,CHI-A,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
George Kontos,SF,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Cliff Lee,PHI,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Kameron Loe,AZ,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Brandon Lyon, ,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Scott Maine,CIN,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Victor Marte,STL,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0
Evan Meek, ,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Franklin Morales,KC,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jason Motte,CHI-N,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Adam Ottavino,COL,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Matt Palmer,SEA,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Chad Paronto, ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Rafael Perez, ,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Ryan Perry, ,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Jose Quintana,CHI-A,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Francisco Rodriguez,MIL,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Josh Roenicke,MIL,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Sergio Romo,SF,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Sandy Rosario, ,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Brian Sanches, ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Eduardo Sanchez,DET,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Hector Santiago,ANA,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Joe Savery, ,1,0,0,0,0,0,1,0,0,0,0.0,0.5,0.0,0.5
Chris Smith,SD,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Joe Smith,ANA,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Joe Strong, ,1,0,0,0,0,0,1,0,0,0,0.0,0.5,0.0,0.5
Brad Thompson, ,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Ramon Troncoso,LA,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Raul Valdes, ,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Jose Veras,HOU,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Jeff Weaver, ,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Ryan Webb,CLE,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Michael Wuertz, ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
