Game Date,Team,Opp,Result,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,HBP,IBB,SH,SF,GDP,C-G#,Notes
2011-05-30,ARI,FLO,W 15-4 vs FLO,5,3,5,1,0,1,3,1,0,0,0,0,0,0,0,0,475,5 hits
2011-06-03,ARI,WAS,W 4-0 vs WAS,2,1,1,0,0,0,0,1,0,0,1,2,0,0,0,0,479,2 hit by pitches
2011-06-26,ARI,DET,L 3-8 @DET,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,500,500th career game
2011-07-23,ARI,COL,W 12-3 vs COL,5,2,3,1,0,1,6,0,0,0,0,0,0,0,0,0,522,6 RBIs
2011-07-24,ARI,COL,W 7-0 vs COL,4,2,4,2,1,0,3,1,0,1,0,0,0,0,0,0,523,4 hits
2011-07-27,ARI,SDN,W 4-3 @SDN,4,2,2,0,0,2,2,0,0,0,1,0,0,0,0,0,525,2 home runs
2012-08-03,ARI,PHI,W 4-2 @PHI,4,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,679,100th career home run
2012-09-08,ARI,SDN,W 8-5 @SDN,5,2,4,0,0,1,1,1,0,0,0,0,0,0,0,0,709,4 hits
2013-04-06,ATL,CHN,W 6-5 vs CHN,5,3,3,1,0,2,2,0,0,0,2,0,0,0,0,0,1034,2 home runs
2013-04-07,ATL,CHN,W 5-1 vs CHN,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1034,4 strikeouts
2013-04-08,ATL,MIA,W 2-0 @MIA,4,2,4,1,0,1,1,0,0,0,0,0,0,0,0,0,1034,4 hits
2013-05-13,ATL,ARI,W 10-1 @ARI,5,2,4,1,0,1,2,0,0,0,0,0,0,0,0,0,1034,4 hits
2013-05-17,ATL,LAN,W 8-5 vs LAN,4,1,1,0,0,1,5,0,0,1,0,0,0,0,0,0,1034,5 RBIs
2013-05-19,ATL,LAN,W 5-2 vs LAN,5,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1034,4 strikeouts
2013-08-01,ATL,COL,W 11-2 vs COL,5,2,2,0,0,2,5,0,0,0,1,0,0,0,0,0,1034,"2 home runs, 5 RBIs"
2013-08-17,ATL,WAS,L 7-8 vs WAS,6,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1034,5 strikeouts
2013-09-28,ATL,PHI,L 4-5 vs PHI,5,1,4,1,0,1,3,1,0,0,1,0,0,0,0,0,1034,4 hits
2014-04-10,ATL,NYN,L 4-6 vs NYN,4,2,3,0,0,2,3,0,0,0,0,0,0,0,0,0,1034,2 home runs
2014-05-05,ATL,SLN,L 3-4 vs SLN,4,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1034,4 strikeouts
2014-08-06,ATL,SEA,L 3-7 @SEA,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1035,4 strikeouts
2014-08-19,ATL,PIT,W 11-3 @PIT,4,1,2,0,0,1,5,0,0,1,0,0,0,0,0,0,1035,5 RBIs
2015-04-25,SDN,LAN,L 8-11 vs LAN,3,2,2,0,0,2,5,0,0,1,0,0,0,0,0,0,1055,"2 home runs, 5 RBIs"
2015-05-06,SDN,SFN,W 9-1 @SFN,2,2,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1065,4 walks
2015-05-08,SDN,ARI,W 6-5 @ARI,4,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1067,100th career stolen base
2015-05-09,SDN,ARI,W 6-4 @ARI,6,1,2,0,0,1,2,1,0,0,1,0,0,0,0,0,1067,100th career stolen base
2015-05-17,SDN,WAS,L 5-10 vs WAS,3,2,3,0,0,2,2,0,0,1,0,0,0,0,0,0,1074,2 home runs
2015-05-24,SDN,LAN,W 11-3 @LAN,4,2,2,1,0,1,6,0,0,0,1,0,0,0,0,0,1081,6 RBIs
2015-06-23,SDN,SFN,W 3-2 @SFN,5,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1109,4 strikeouts
