Pitcher,Team,AB,H,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,OPS
Roberto Hernandez,HOU,7,2,1,0,0,1,0,1,0,0,0.286,0.286,0.429,0.714
Tim Hudson,SF,7,2,0,0,0,1,0,2,0,0,0.286,0.286,0.286,0.571
Chris Rusin,COL,7,2,0,0,0,0,2,0,0,0,0.286,0.444,0.286,0.73
Ryan Vogelsong,SF,7,2,0,0,0,0,0,0,0,0,0.286,0.286,0.286,0.571
Bartolo Colon,NY-N,7,1,0,0,0,0,0,0,0,0,0.143,0.143,0.143,0.286
Tim Lincecum,SF,7,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
Sean O'Sullivan,PHI,7,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0
Chase Anderson,AZ,6,3,1,1,0,1,0,0,0,0,0.5,0.5,1.0,1.5
Aaron Harang,PHI,6,3,1,0,0,0,0,0,0,0,0.5,0.5,0.667,1.167
Tanner Roark,WAS,6,3,1,0,0,0,0,1,0,0,0.5,0.5,0.667,1.167
Andrew Cashner,SD,6,2,1,0,0,2,0,0,1,0,0.333,0.333,0.5,0.833
Justin De Fratus,PHI,6,2,0,0,0,2,0,0,0,0,0.333,0.333,0.333,0.667
Samuel Deduno,HOU,6,2,0,0,0,0,0,0,0,0,0.333,0.429,0.333,0.762
J.J. Hoover,CIN,6,2,0,1,0,2,1,2,0,0,0.333,0.429,0.667,1.095
Joe Kelly,BOS,6,2,1,0,0,2,1,0,0,0,0.333,0.375,0.5,0.875
Sam LeCure,CIN,6,2,0,0,0,1,1,0,0,0,0.333,0.429,0.333,0.762
Bryan Morris,MIA,6,2,0,0,0,1,0,1,1,1,0.333,0.333,0.333,0.667
Stephen Strasburg,WAS,6,2,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667
Jason Grilli,ATL,6,1,0,0,0,0,0,1,0,0,0.167,0.167,0.167,0.333
Bud Norris,BAL,6,1,0,0,0,1,0,0,0,0,0.167,0.167,0.167,0.333
Craig Stammen,WAS,6,1,0,0,0,0,0,2,1,0,0.167,0.167,0.167,0.333
Zack Wheeler,NY-N,6,1,0,0,0,0,0,0,0,0,0.167,0.167,0.167,0.333
Chris Young,KC,6,1,0,0,0,0,0,2,0,0,0.167,0.167,0.167,0.333
Tommy Milone,MIN,6,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Kevin Gregg, ,5,3,0,0,0,1,0,0,0,0,0.6,0.6,0.6,1.2
Tom Koehler,MIA,5,3,0,0,0,0,1,0,0,0,0.6,0.667,0.6,1.267
Kevin Siegrist,STL,5,3,2,0,0,0,0,0,0,0,0.6,0.6,1.0,1.6
Taylor Jordan,WAS,5,2,1,0,0,0,0,0,0,0,0.4,0.5,0.6,1.1
Hector Rondon,CHI-N,5,2,1,0,0,0,1,0,0,0,0.4,0.5,0.6,1.1
Ryan Webb,CLE,5,2,0,0,0,0,0,1,0,0,0.4,0.4,0.4,0.8
Erik Bedard, ,5,1,0,0,0,0,0,2,2,0,0.2,0.2,0.2,0.4
Jonathan Broxton,STL,5,1,0,0,0,0,0,1,0,0,0.2,0.2,0.2,0.4
Jhoulys Chacin,AZ,5,1,0,0,0,0,0,0,0,1,0.2,0.2,0.2,0.4
Tyler Chatwood,COL,5,1,0,0,0,0,0,2,0,0,0.2,0.2,0.2,0.4
Jorge De La Rosa,COL,5,1,0,0,0,0,1,0,0,0,0.2,0.333,0.2,0.533
Rubby De La Rosa,AZ,5,1,1,0,0,0,0,1,0,0,0.2,0.2,0.4,0.6
Scott Feldman,HOU,5,1,0,0,0,0,1,1,1,0,0.2,0.333,0.2,0.533
Jeanmar Gomez,PHI,5,1,0,0,0,0,0,1,0,0,0.2,0.2,0.2,0.4
Edward Mujica,OAK,5,1,0,0,0,0,0,1,0,0,0.2,0.2,0.2,0.4
Clayton Richard,CHI-N,5,1,0,1,0,1,0,0,0,0,0.2,0.2,0.6,0.8
Kevin Slowey, ,5,1,0,0,1,1,0,0,0,0,0.2,0.2,0.8,1.0
Anthony DeSclafani,CIN,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Ross Detwiler,ATL,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
J.A. Happ,PIT,5,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Jake Westbrook, ,5,0,0,0,0,0,1,0,0,0,0.0,0.167,0.0,0.167
