VORP,SLG,TEAM,G,oppTAv,OBP,PPF,AB,LG
10.0,0.458,PHI,21,0.256,0.292,97,530,NL
21.1,0.368,SLN,33,0.255,0.274,98,804,NL
13.2,0.385,TOR,10,0.268,0.315,105,148,AL
-1.9,0.376,BAL,14,0.264,0.345,106,125,AL
3.9,0.407,ATL,30,0.26,0.294,100,651,NL
9.8,0.296,DET,50,0.262,0.299,106,189,AL
2.9,0.441,LAN,10,0.258,0.336,96,227,NL
1.0,0.548,SFN,4,0.248,0.378,87,42,NL
-4.3,0.411,MIA,22,0.264,0.36,94,73,NL
1.4,0.31,ARI,12,0.265,0.289,100,42,NL
-3.6,0.468,PIT,9,0.259,0.344,93,203,NL
1.5,0.505,SDN,13,0.253,0.38,94,204,NL
2.8,0.373,HOU,44,0.26,0.331,102,118,NL
0.9,0.426,BOS,29,0.263,0.33,104,711,AL
15.2,0.299,TBA,54,0.256,0.271,95,254,AL
1.2,0.321,CHN,25,0.265,0.357,103,78,NL
5.7,0.44,HOU,25,0.259,0.332,101,570,NL
9.1,0.418,PIT,24,0.253,0.341,97,491,NL
5.0,0.403,MIA,25,0.258,0.326,98,258,NL
0.4,0.4,KCA,13,0.258,0.438,103,60,AL
0.9,0.304,ANA,12,0.274,0.333,91,23,AL
-2.0,0.824,NYN,4,0.241,0.389,94,17,NL
1.4,0.371,CHN,30,0.261,0.311,103,132,NL
15.5,0.406,TEX,32,0.259,0.309,103,813,AL
-4.0,0.451,TOR,13,0.264,0.363,106,268,AL
13.6,0.438,BOS,29,0.263,0.337,105,625,AL
-6.4,0.418,PIT,32,0.257,0.315,96,658,NL
-1.3,0.643,CLE,9,0.246,0.515,100,28,AL
-0.0,0.1,SFN,6,0.264,0.333,91,10,NL
8.5,0.288,CHA,51,0.261,0.273,106,170,AL
8.5,0.376,CLE,61,0.262,0.277,99,221,AL
0.1,0.0,NYN,1,0.213,0.0,93,2,NL
-2.5,0.7,COL,3,0.257,0.365,101,50,NL
-2.6,0.443,BOS,41,0.263,0.311,104,176,AL
-1.9,0.358,MIA,35,0.258,0.356,96,491,NL
3.6,0.178,CHA,24,0.259,0.184,109,45,AL
9.5,0.349,MIL,72,0.26,0.344,109,255,NL
-0.9,0.663,NYN,8,0.259,0.381,95,86,NL
2.1,0.462,CLE,26,0.257,0.358,101,132,AL
7.4,0.358,PHI,65,0.265,0.305,99,193,NL
0.1,0.471,OAK,6,0.256,0.5,87,17,AL
10.4,0.511,NYA,28,0.263,0.349,102,673,AL
10.9,0.261,OAK,71,0.266,0.256,95,253,AL
-2.2,0.75,TBA,5,0.244,0.409,98,20,AL
18.9,0.363,MIA,31,0.255,0.315,95,713,NL
-4.9,0.524,OAK,5,0.261,0.398,87,82,AL
0.7,0.41,DET,13,0.264,0.312,105,83,AL
6.5,0.283,MIL,6,0.264,0.318,107,99,NL
5.1,0.376,CHA,74,0.264,0.313,106,245,AL
31.2,0.389,MIL,23,0.257,0.305,109,493,NL
-5.1,0.535,PHI,35,0.26,0.348,100,129,NL
-0.4,0.445,CHA,9,0.26,0.345,103,209,AL
10.3,0.4,DET,12,0.261,0.314,105,295,AL
0.0,0.6,SFN,2,0.258,0.5,140,10,NL
-4.5,0.408,SLN,70,0.263,0.321,98,179,NL
-0.6,0.0,LAN,1,0.267,0.5,87,2,NL
1.7,0.333,PIT,17,0.265,0.281,93,54,NL
8.9,0.386,ATL,18,0.254,0.341,99,347,NL
-0.4,0.633,SLN,4,0.255,0.375,94,30,NL
19.2,0.383,TBA,33,0.266,0.295,95,869,AL
3.2,0.39,PHI,35,0.263,0.333,102,123,NL
-4.8,0.385,PIT,66,0.256,0.292,95,288,NL
-0.1,0.5,ARI,1,0.261,0.6,105,4,NL
0.7,0.388,CLE,34,0.263,0.348,99,788,AL
11.7,0.34,WAS,59,0.257,0.296,103,326,NL
6.0,0.275,PHI,32,0.264,0.29,98,109,NL
-1.2,0.515,OAK,26,0.262,0.357,96,103,AL
0.7,0.405,MIN,30,0.259,0.267,105,116,AL
-0.1,0.412,SFN,1,0.27,0.524,86,17,NL
-0.4,0.464,MIN,44,0.262,0.334,106,373,AL
13.0,0.357,TEX,66,0.264,0.273,105,238,AL
-2.0,0.579,ANA,3,0.269,0.4,86,19,AL
12.9,0.407,PHI,25,0.256,0.306,96,594,NL
39.5,0.377,PHI,31,0.254,0.285,100,802,NL
-0.1,0.427,LAN,10,0.261,0.344,93,218,NL
9.5,0.426,HOU,71,0.266,0.336,100,270,NL
0.9,0.357,PIT,4,0.264,0.438,96,14,NL
-1.3,0.54,ARI,9,0.263,0.37,106,187,NL
-7.4,0.561,HOU,5,0.258,0.403,99,98,NL
4.9,0.438,MIN,17,0.263,0.296,107,349,AL
5.4,0.288,TEX,37,0.263,0.178,104,125,AL
12.2,0.36,BAL,69,0.263,0.254,104,242,AL
-0.1,1.5,NYN,1,0.219,0.8,93,4,NL
9.2,0.367,WAS,70,0.263,0.307,100,221,NL
2.3,0.484,HOU,30,0.258,0.411,102,126,NL
4.8,0.324,SEA,33,0.264,0.303,90,111,AL
18.2,0.421,CIN,32,0.258,0.301,101,782,NL
-2.7,0.369,SDN,67,0.26,0.305,93,241,NL
6.8,0.357,TEX,58,0.26,0.259,104,241,AL
-6.4,0.444,ARI,6,0.261,0.341,100,117,NL
-1.5,0.852,HOU,6,0.269,0.563,108,27,NL
2.4,0.222,ANA,1,0.239,0.167,91,18,AL
8.2,0.374,KCA,7,0.267,0.297,105,139,AL
12.1,0.446,TOR,38,0.264,0.312,106,466,AL
19.3,0.41,LAN,25,0.255,0.315,91,575,NL
14.7,0.423,MIA,31,0.261,0.331,95,751,NL
-1.1,0.48,MIN,12,0.261,0.356,107,244,AL
-4.0,0.786,NYN,3,0.247,0.4,116,42,NL
10.4,0.414,CHN,77,0.26,0.314,99,263,NL
-0.1,0.473,SEA,26,0.265,0.317,93,598,AL
2.4,0.382,LAN,31,0.26,0.329,95,678,NL
-1.3,0.387,SFN,60,0.263,0.361,92,194,NL
-18.8,0.435,SDN,33,0.255,0.304,95,853,NL
0.3,0.364,MIL,6,0.261,0.316,110,33,NL
3.1,0.38,ARI,40,0.255,0.292,104,163,NL
14.9,0.239,TBA,69,0.264,0.213,96,197,AL
4.1,0.49,BOS,56,0.261,0.355,104,198,AL
4.6,0.325,SFN,67,0.263,0.316,97,237,NL
-0.0,0.48,COL,23,0.253,0.374,116,396,NL
-1.4,0.714,SDN,3,0.228,0.444,95,7,NL
30.6,0.362,NYN,34,0.253,0.278,94,848,NL
0.8,0.5,KCA,3,0.275,0.405,101,34,AL
0.2,0.333,MIN,1,0.257,0.286,108,6,AL
-1.7,0.396,SDN,31,0.259,0.352,96,106,NL
-1.0,0.519,SFN,8,0.262,0.286,98,27,NL
21.6,0.419,MIL,29,0.256,0.285,108,523,NL
-0.8,0.5,SLN,6,0.269,0.423,107,20,NL
0.6,0.38,LAN,23,0.261,0.337,91,71,NL
-3.1,0.423,ANA,50,0.263,0.32,97,175,AL
-2.0,0.429,SFN,14,0.257,0.377,91,63,NL
4.1,0.367,PIT,13,0.255,0.304,94,289,NL
-0.3,0.424,CLE,27,0.264,0.353,97,99,AL
7.3,0.29,SFN,69,0.267,0.235,95,200,NL
10.4,0.338,WAS,74,0.265,0.283,100,269,NL
10.9,0.445,ARI,21,0.25,0.322,100,521,NL
20.5,0.412,CIN,33,0.256,0.306,99,804,NL
1.2,0.467,ANA,5,0.258,0.396,102,45,AL
-2.0,0.588,TOR,6,0.264,0.325,103,34,AL
0.4,0.539,TOR,41,0.251,0.404,108,141,AL
-3.6,0.563,DET,3,0.266,0.441,107,48,AL
6.0,0.471,KCA,32,0.263,0.347,103,719,AL
-10.3,0.498,SEA,22,0.264,0.329,89,402,AL
6.7,0.441,CHN,26,0.256,0.305,100,574,NL
4.3,0.331,LAN,45,0.259,0.354,94,166,NL
9.1,0.402,TBA,31,0.262,0.307,94,669,AL
8.3,0.376,TBA,76,0.264,0.254,95,245,AL
-14.5,0.584,MIN,19,0.265,0.374,103,421,AL
1.5,0.404,ARI,19,0.262,0.314,102,109,NL
-5.9,0.395,NYN,45,0.255,0.353,98,185,NL
5.4,0.273,SEA,48,0.265,0.256,92,161,AL
0.6,0.619,BOS,7,0.251,0.52,109,21,AL
-2.6,1.333,SEA,2,0.276,0.7,105,9,AL
7.6,0.355,SEA,16,0.267,0.262,90,217,AL
-0.2,0.2,BAL,2,0.22,0.333,109,5,AL
8.1,0.446,NYN,26,0.258,0.322,94,383,NL
7.0,0.452,CLE,31,0.263,0.365,100,697,AL
14.1,0.447,PHI,23,0.256,0.359,102,521,NL
0.6,0.591,DET,2,0.249,0.5,107,22,AL
6.8,0.372,COL,31,0.258,0.351,118,191,NL
-2.0,0.5,HOU,18,0.255,0.41,102,84,NL
2.1,0.292,KCA,18,0.253,0.275,103,65,AL
-0.7,0.583,DET,2,0.261,0.308,106,12,AL
5.3,0.512,MIL,25,0.249,0.368,111,570,NL
4.7,0.0,NYA,1,0.292,0.0,103,2,AL
-2.3,0.396,ATL,76,0.259,0.314,100,225,NL
5.1,0.376,ATL,66,0.266,0.363,98,226,NL
7.8,0.369,CLE,44,0.263,0.288,100,198,AL
41.6,0.409,DET,32,0.263,0.312,105,716,AL
6.7,0.397,SEA,28,0.264,0.332,93,620,AL
2.9,0.323,SLN,29,0.267,0.24,98,93,NL
-1.6,0.283,PIT,10,0.251,0.315,103,46,NL
7.5,0.468,BAL,34,0.263,0.349,103,395,AL
35.8,0.333,SEA,33,0.268,0.296,87,867,AL
-0.1,0.564,WAS,11,0.25,0.46,102,39,NL
5.7,0.292,BOS,53,0.266,0.296,102,144,AL
7.0,0.303,KCA,73,0.264,0.297,103,234,AL
5.0,0.44,CLE,21,0.26,0.378,101,486,AL
2.2,0.385,MIL,14,0.268,0.347,104,65,NL
0.3,0.0,CIN,1,0.235,0.0,102,3,NL
-1.3,0.431,LAN,48,0.261,0.323,93,174,NL
4.3,0.204,SLN,6,0.266,0.259,95,49,NL
1.1,0.411,DET,27,0.27,0.31,106,175,AL
3.7,0.347,LAN,5,0.272,0.348,89,98,NL
-2.0,0.333,MIN,15,0.259,0.372,108,63,AL
14.1,0.346,DET,57,0.26,0.272,105,217,AL
-0.2,0.4,BAL,3,0.268,0.308,109,25,AL
0.6,0.24,CHA,2,0.251,0.367,99,25,AL
12.9,0.442,BOS,33,0.259,0.331,105,792,AL
-0.4,0.421,HOU,1,0.253,0.19,98,19,NL
-5.4,0.392,MIN,15,0.264,0.367,105,286,AL
-0.1,0.372,WAS,13,0.267,0.255,100,43,NL
3.9,0.405,CHA,12,0.258,0.355,110,215,AL
0.5,0.348,KCA,35,0.261,0.349,102,132,AL
6.5,0.273,ATL,31,0.256,0.273,98,128,NL
9.7,0.294,TOR,62,0.269,0.282,107,201,AL
9.1,0.434,ARI,28,0.253,0.308,104,348,NL
1.9,0.457,SDN,17,0.265,0.402,94,81,NL
4.2,0.329,DET,18,0.259,0.326,107,76,AL
-1.7,0.398,NYN,34,0.26,0.295,96,93,NL
6.7,0.229,WAS,37,0.274,0.267,100,105,NL
-2.7,0.352,SLN,17,0.254,0.362,96,54,NL
-0.6,0.375,SLN,16,0.26,0.325,100,72,NL
-0.4,0.429,COL,2,0.22,0.5,115,7,NL
-0.2,0.476,SDN,1,0.259,0.417,102,21,NL
37.4,0.411,PHI,30,0.255,0.278,99,812,NL
-1.4,0.583,KCA,9,0.264,0.405,103,36,AL
6.5,0.333,SEA,18,0.265,0.333,90,96,AL
12.9,0.435,NYN,21,0.252,0.315,96,453,NL
1.9,0.427,HOU,6,0.257,0.298,101,96,NL
-0.6,0.397,SLN,22,0.261,0.305,102,73,NL
5.2,0.231,TBA,17,0.256,0.258,96,108,AL
-2.0,0.525,MIA,11,0.262,0.364,97,59,NL
5.2,0.361,CIN,25,0.264,0.276,102,83,NL
4.5,0.264,CIN,28,0.253,0.248,100,106,NL
3.1,0.347,BOS,25,0.263,0.337,106,72,AL
4.2,0.428,MIA,60,0.268,0.379,95,173,NL
7.3,0.332,SDN,77,0.262,0.28,94,265,NL
-1.6,0.404,PHI,26,0.265,0.346,98,89,NL
0.8,0.136,LAN,11,0.28,0.269,93,22,NL
43.4,0.359,WAS,28,0.252,0.291,101,591,NL
1.2,0.467,COL,19,0.258,0.369,114,255,NL
12.2,0.274,LAN,65,0.262,0.23,94,226,NL
12.0,0.393,OAK,18,0.261,0.313,95,430,AL
10.7,0.332,ARI,57,0.261,0.269,102,202,NL
0.3,0.332,HOU,77,0.266,0.306,99,199,NL
-0.8,0.0,TEX,3,0.272,0.4,102,6,AL
-1.4,0.444,KCA,42,0.257,0.318,103,187,AL
-0.2,0.482,BAL,5,0.264,0.391,102,56,AL
10.7,0.301,BOS,37,0.265,0.257,105,163,AL
-2.9,0.658,SLN,11,0.259,0.415,100,38,NL
3.4,0.42,CHA,17,0.256,0.322,109,81,AL
14.1,0.41,LAN,33,0.256,0.305,94,741,NL
-11.5,0.473,TOR,31,0.267,0.339,108,744,AL
-3.0,0.517,MIN,12,0.262,0.381,106,89,AL
4.3,0.446,NYN,48,0.264,0.345,97,175,NL
7.5,0.377,NYA,33,0.257,0.305,103,363,AL
4.6,0.361,OAK,33,0.266,0.327,100,180,AL
4.3,0.31,CHN,61,0.264,0.352,100,200,NL
-2.4,0.5,TEX,14,0.261,0.316,103,70,AL
12.7,0.352,NYA,69,0.261,0.287,102,253,AL
4.7,0.342,SDN,55,0.259,0.338,94,120,NL
-1.6,0.761,COL,3,0.261,0.456,127,46,NL
-0.9,0.481,SDN,5,0.257,0.305,88,106,NL
-0.3,0.467,KCA,2,0.261,0.353,102,30,AL
1.9,0.406,ATL,11,0.253,0.295,97,261,NL
0.4,0.6,ARI,1,0.26,0.4,105,5,NL
3.0,0.333,SDN,5,0.253,0.281,99,120,NL
10.0,0.457,COL,14,0.258,0.364,119,278,NL
3.3,0.333,CHA,1,0.237,0.5,112,3,AL
-4.1,0.421,SEA,33,0.264,0.293,91,820,AL
-1.0,0.446,TEX,29,0.261,0.299,104,666,AL
-2.1,0.515,CLE,18,0.254,0.333,101,99,AL
7.1,0.336,MIA,68,0.267,0.327,95,235,NL
-1.1,0.393,CHN,18,0.257,0.301,101,382,NL
3.9,0.339,SEA,46,0.258,0.353,90,171,AL
-6.7,0.586,CHA,18,0.249,0.338,111,128,AL
3.2,0.364,CLE,17,0.265,0.327,98,132,AL
-1.0,0.383,TBA,55,0.261,0.323,96,175,AL
-3.4,0.433,CHN,10,0.272,0.452,105,30,NL
3.1,0.288,WAS,8,0.27,0.268,100,52,NL
9.6,0.348,CLE,70,0.264,0.283,99,256,AL
11.7,0.323,TOR,62,0.26,0.241,107,226,AL
-0.2,0.5,NYN,5,0.263,0.397,101,64,NL
9.3,0.327,CIN,48,0.26,0.3,102,208,NL
-3.6,0.597,HOU,3,0.262,0.392,99,72,NL
11.9,0.386,COL,75,0.267,0.346,119,251,NL
0.6,0.512,SDN,6,0.26,0.383,98,121,NL
-2.3,0.7,TOR,10,0.259,0.429,105,30,AL
11.3,0.338,NYN,10,0.263,0.293,95,210,NL
-3.9,0.547,CHN,17,0.258,0.415,103,106,NL
14.7,0.49,COL,24,0.262,0.356,117,459,NL
-1.5,0.857,HOU,1,0.255,0.429,98,7,NL
1.2,0.318,TBA,6,0.256,0.306,98,107,AL
35.0,0.37,CHA,30,0.258,0.291,105,711,AL
8.1,0.374,TBA,23,0.263,0.316,93,511,AL
1.4,0.463,ARI,45,0.256,0.354,103,136,NL
-1.3,0.6,BAL,6,0.258,0.357,99,25,AL
6.5,0.377,WAS,33,0.256,0.304,100,618,NL
1.6,0.447,MIL,70,0.257,0.339,107,275,NL
-1.3,0.474,PHI,19,0.252,0.33,100,95,NL
16.4,0.361,ANA,34,0.26,0.323,97,758,AL
19.5,0.46,NYA,32,0.259,0.305,104,758,AL
1.5,0.451,TOR,50,0.262,0.347,107,164,AL
-0.4,0.4,ARI,64,0.26,0.347,105,220,NL
4.6,0.379,KCA,51,0.264,0.321,101,145,AL
-1.1,1.0,NYA,1,0.269,0.588,103,15,AL
32.5,0.381,NYA,28,0.257,0.285,102,774,AL
0.8,0.0,NYN,1,0.247,0.0,112,3,NL
12.7,0.377,COL,60,0.263,0.278,119,220,NL
-0.1,0.673,MIN,9,0.268,0.365,104,49,AL
1.3,0.591,PIT,8,0.257,0.52,100,22,NL
-1.9,0.404,ANA,48,0.266,0.331,97,161,AL
16.9,0.4,OAK,24,0.264,0.292,94,605,AL
5.3,0.341,PIT,63,0.259,0.307,95,214,NL
26.4,0.286,ATL,50,0.258,0.243,98,496,NL
6.6,0.449,CLE,22,0.264,0.318,98,497,AL
-1.7,0.647,MIA,1,0.253,0.522,102,17,NL
9.4,0.335,BAL,54,0.259,0.263,106,209,AL
9.5,0.379,PIT,19,0.259,0.288,97,348,NL
28.4,0.401,SLN,35,0.255,0.327,100,663,NL
13.4,0.396,COL,80,0.266,0.326,118,323,NL
3.4,0.211,MIA,44,0.263,0.272,93,90,NL
3.0,0.55,TEX,5,0.256,0.385,109,60,AL
0.6,0.279,NYN,8,0.265,0.365,94,43,NL
-1.7,0.853,DET,6,0.263,0.487,109,34,AL
4.0,0.263,SLN,19,0.261,0.25,96,80,NL
9.6,0.479,DET,66,0.262,0.375,104,219,AL
-1.0,0.376,MIN,6,0.255,0.371,106,117,AL
-1.6,0.422,PIT,8,0.249,0.327,93,135,NL
0.1,0.318,CHN,6,0.261,0.28,101,22,NL
2.2,0.287,ARI,77,0.263,0.291,103,237,NL
12.1,0.346,NYA,12,0.253,0.286,102,280,AL
-1.7,0.37,CLE,8,0.254,0.29,93,27,AL
3.0,0.402,CHN,21,0.259,0.319,99,450,NL
4.9,0.413,CHN,80,0.264,0.307,101,303,NL
7.1,0.351,CHA,65,0.261,0.334,107,262,AL
7.8,0.487,COL,11,0.248,0.374,119,230,NL
2.9,0.341,PIT,10,0.261,0.298,97,44,NL
-0.9,0.491,SLN,48,0.252,0.364,98,167,NL
5.4,0.386,SLN,65,0.262,0.335,99,223,NL
9.9,0.406,BAL,66,0.262,0.311,105,298,AL
2.4,0.37,NYA,17,0.255,0.306,106,92,AL
4.7,0.353,OAK,30,0.26,0.284,98,136,AL
7.3,0.387,MIL,75,0.263,0.33,109,266,NL
1.1,0.205,PHI,13,0.262,0.273,98,39,NL
0.7,0.222,BOS,4,0.267,0.323,106,27,AL
13.2,0.35,PIT,64,0.268,0.285,95,217,NL
0.8,0.125,PIT,5,0.257,0.25,94,16,NL
-1.6,0.5,MIL,10,0.258,0.429,115,26,NL
0.8,0.349,ANA,57,0.268,0.309,95,175,AL
