Batter,Team,AB,H,AVG,2B,3B,HR,RBI,BB,K,SB,CS,SLG,OBP,OPS
Hank Conger,HOU,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Rajai Davis,DET,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Josh Donaldson,TOR,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Ryan Doumit, ,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Jacoby Ellsbury,NY-A,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Ryan Flaherty,BAL,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Nick Franklin,TB,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Ryan Goins,TOR,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Jonny Gomes,ATL,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Grant Green,ANA,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Billy Hamilton,CIN,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Jed Lowrie,HOU,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Ryan Ludwick, ,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Leonys Martin,TEX,1,0,0.0,0,0,0,0,1,0,0,1,0.0,0.5,0.5
Darin Mastroianni,WAS,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Joe Mauer,MIN,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Devin Mesoraco,CIN,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Kendrys Morales,KC,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Justin Morneau,COL,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
David Murphy,ANA,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Mike Napoli,BOS,1,0,0.0,0,0,0,0,1,0,0,0,0.0,0.5,0.5
Lyle Overbay, ,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Brandon Phillips,CIN,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
A.J. Pierzynski,ATL,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Jose Reyes,COL,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Alex Rios,KC,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Brian Roberts, ,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Michael Saunders,TOR,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Kyle Seager,SEA,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Eric Sogard,OAK,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Mark Trumbo,SEA,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Joey Votto,CIN,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Josh Willingham, ,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Chris Young,NY-A,1,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Elvis Andrus,TEX,0,0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
Doug Bernier,MIN,0,0,0.0,0,0,0,0,1,0,0,0,0.0,1.0,1.0
Jay Bruce,CIN,0,0,0.0,0,0,0,0,1,0,0,0,0.0,1.0,1.0
Shin-Soo Choo,TEX,0,0,0.0,0,0,0,0,1,0,0,0,0.0,1.0,1.0
Zack Cozart,CIN,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Chris Herrmann,MIN,0,0,0.0,0,0,0,0,2,0,0,0,0.0,1.0,1.0
Munenori Kawasaki,TOR,0,0,0.0,0,0,0,0,1,0,0,0,0.0,1.0,1.0
Brett Lawrie,OAK,0,0,0.0,0,0,0,0,1,0,0,0,0.0,1.0,1.0
Moises Sierra, ,0,0,0.0,0,0,0,1,1,0,0,0,0.0,1.0,1.0
Alfonso Soriano, ,0,0,0.0,0,0,0,0,1,0,0,0,0.0,1.0,1.0
Stephen Vogt,OAK,0,0,0.0,0,0,0,0,1,0,0,0,0.0,1.0,1.0
