Pitcher,Team,AB,H,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,OPS
Danny Duffy,KC,5,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Roenis Elias,SEA,5,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Freddy Garcia, ,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Joel Peralta,LA,5,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
Carlos Rodon,CHI-A,5,0,0,0,0,0,1,1,1,0,0.0,0.167,0.0,0.167
Dan Straily,HOU,5,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
Nick Tepesch,TEX,5,0,0,0,0,0,0,0,0,0,0.0,0.167,0.0,0.167
Paul Clemens,KC,4,3,1,0,0,0,0,0,0,0,0.75,0.75,1.0,1.75
Brad Peacock,HOU,4,3,1,0,1,3,0,0,0,0,0.75,0.75,1.75,2.5
Trevor Cahill,LA,4,2,0,0,0,0,1,1,0,0,0.5,0.667,0.5,1.167
Scott Carroll,CHI-A,4,1,0,0,0,1,0,0,0,0,0.25,0.25,0.25,0.5
Alex Cobb,TB,4,1,0,0,1,1,0,0,0,0,0.25,0.25,1.0,1.25
Samuel Deduno,HOU,4,1,0,1,0,0,1,1,0,0,0.25,0.4,0.75,1.15
Phil Humber, ,4,1,1,0,0,1,0,0,0,0,0.25,0.4,0.5,0.9
Scott Kazmir,HOU,4,1,0,0,0,0,1,2,0,0,0.25,0.4,0.25,0.65
Jeff Niemann, ,4,1,0,0,1,1,1,1,0,0,0.25,0.4,1.0,1.4
Jarrod Parker,OAK,4,1,1,0,0,0,0,1,0,0,0.25,0.4,0.5,0.9
David Robertson,CHI-A,4,1,0,0,0,0,1,1,1,0,0.25,0.4,0.25,0.65
Fernando Rodney,SEA,4,1,0,0,1,1,0,0,0,0,0.25,0.25,1.0,1.25
Max Scherzer,WAS,4,1,0,0,0,0,0,2,0,0,0.25,0.25,0.25,0.5
Chris Tillman,BAL,4,1,0,0,0,1,0,0,0,0,0.25,0.2,0.25,0.45
Jose Veras,HOU,4,1,0,0,0,0,0,3,0,0,0.25,0.25,0.25,0.5
Jamey Wright, ,4,1,0,0,1,1,0,2,0,1,0.25,0.25,1.0,1.25
Grant Balfour, ,4,0,0,0,0,0,1,2,0,0,0.0,0.2,0.0,0.2
Josh Beckett, ,4,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Joba Chamberlain,TOR,4,0,0,0,0,0,1,2,0,0,0.0,0.2,0.0,0.2
Jordan Lyles,COL,4,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Dan Otero,OAK,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Chris Sale,CHI-A,4,0,0,0,0,0,1,3,0,0,0.0,0.2,0.0,0.2
Tom Wilhelmsen,SEA,4,0,0,0,0,0,1,1,0,0,0.0,0.2,0.0,0.2
Tony Pena, ,3,3,2,0,0,1,1,0,0,0,1.0,1.0,1.667,2.667
Nathan Eovaldi,NY-A,3,2,1,0,0,0,1,0,0,0,0.667,0.75,1.0,1.75
Zach McAllister,CLE,3,2,1,0,1,2,3,1,0,0,0.667,0.833,2.0,2.833
Brandon McCarthy,LA,3,2,1,0,0,2,0,0,0,0,0.667,0.667,1.0,1.667
Javier Vazquez, ,3,2,1,0,0,0,0,1,0,0,0.667,0.667,1.0,1.667
Bronson Arroyo,LA,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Brad Brach,BAL,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Danny Farquhar,SEA,3,1,1,0,0,2,0,0,0,0,0.333,0.333,0.667,1.0
Gavin Floyd,CLE,3,1,0,0,1,3,0,0,0,0,0.333,0.333,1.333,1.667
Lucas Harrell, ,3,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667
Luke Hochevar,KC,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Edwin Jackson, ,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Jim Johnson,LA,3,1,0,0,0,1,0,1,0,0,0.333,0.333,0.333,0.667
John Lackey,STL,3,1,0,0,1,1,0,1,0,0,0.333,0.333,1.333,1.667
Miles Mikolas, ,3,1,1,0,0,2,0,0,0,0,0.333,0.333,0.667,1.0
Mike Minor,ATL,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Edward Mujica,OAK,3,1,0,0,0,1,0,0,0,0,0.333,0.333,0.333,0.667
Jake Odorizzi,TB,3,1,1,0,0,0,1,1,0,0,0.333,0.5,0.667,1.167
David Price,TOR,3,1,0,0,0,1,0,1,0,0,0.333,0.333,0.333,0.667
Cesar Ramos,ANA,3,1,0,0,0,1,0,1,0,0,0.333,0.333,0.333,0.667
Garrett Richards,ANA,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Tanner Scheppers,TEX,3,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667
Kevin Slowey, ,3,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667
Joe Smith,ANA,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Marcus Stroman,TOR,3,1,0,0,1,3,0,1,0,0,0.333,0.333,1.333,1.667
Mitch Talbot, ,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Scott Baker,LA,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Craig Breslow,BOS,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Zach Britton,BAL,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Mark Buehrle,TOR,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Jarred Cosart,MIA,3,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
Ross Detwiler,ATL,3,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
Kyle Drabek,CHI-A,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Jeff Gray, ,3,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
Tommy Hanson,SF,3,0,0,0,0,0,0,2,1,0,0.0,0.0,0.0,0.0
Rich Harden, ,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Aaron Loup,TOR,3,0,0,0,0,0,1,1,0,0,0.0,0.25,0.0,0.25
Daisuke Matsuzaka, ,3,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
Vin Mazzaro,ATL,3,0,0,0,0,0,1,0,0,0,0.0,0.25,0.0,0.25
Yoervis Medina,CHI-N,3,0,0,0,0,0,1,1,0,0,0.0,0.25,0.0,0.25
Tommy Milone,MIN,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Guillermo Moscoso, ,3,0,0,0,0,0,1,1,0,0,0.0,0.25,0.0,0.25
Hector Noesi,CHI-A,3,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0
Ricky Nolasco,MIN,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Carl Pavano, ,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Jake Peavy,SF,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Mike Pelfrey,MIN,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
David Phelps,MIA,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Adam Wainwright,STL,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Brad Ziegler,AZ,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
