8:45a,8:59a,9:02a,9:21a,--,9:23a,9:31a,9:38a,9:46a,9:53a,10:05a,--
9:00a,9:14a,9:17a,9:36a,--,9:38a,--,9:53a,10:01a,10:08a,--,10:17a
--,--,--,--,9:44a,9:46a,9:46a,10:01a,--,--,--,--
9:15a,9:29a,9:32a,9:51a,--,9:53a,9:54a,10:08a,10:16a,10:23a,10:35a,--
9:30a,9:44a,9:47a,10:06a,--,10:08a,10:01a,10:23a,10:31a,10:38a,--,10:47a
--,--,--,--,10:14a,10:16a,10:16a,10:31a,--,--,--,--
9:45a,9:59p,10:02a,10:21a,--,10:23a,10:24a,10:38a,10:46a,10:53a,11:05a,--
10:00a,10:14a,10:17a,10:36a,--,10:38a,10:31a,10:53a,11:01a,11:08a,--,11;17a
--,--,--,--,10:44a,10:46a,10:46a,11:01a,--,--,--,--
10:15a,10:29a,10:32a,10:51a,--,10:53a,10:54a,11:08a,11:16a,11:23a,11:35a,--
10:30a,10:44a,10:47a,11:06a,--,11:08a,11:01a,11:23a,11:31a,11:38a,--,11:47a
--,--,--,--,11:14a,11:16a,11:16a,11:31a,--,--,--,--
10:45a,10:59a,11:02a,11:21a,--,11:23a,11:24a,11:38a,11:46a,11:53a,12:05p,--
11:00a,11:14a,11:17a,11:36a,--,11:38a,11:31a,11:53a,12:01p,12:08p,--,12;17p
--,--,--,--,11:44a,11:46a,11:46a,12:01p,--,--,--,--
11:15a,11:29a,11:32a,11:51a,--,11:53a,11:54a,12:08p,12:16p,12:23p,12:35p,--
11:30a,11:44a,11:47a,12:06p,--,12:08p,12:01p,12:23p,12:31p,12:38p,--,12:47p
--,--,--,--,12:14p,12:16p,12:16p,12:31p,--,--,--,--
11:45a,11:59a,12:02p,12:21p,--,12:23p,12:24p,12:38p,12:46p,12:53p,1:05p,--
12:00p,12:14p,12:17p,12:36p,--,12:38p,12:31p,12:53p,1:01p,1:08p,--,1:17p
--,--,--,--,12:44p,12:46p,12:46p,1:01p,--,--,--,--
12:15p,12:29p,12:32p,12:51p,--,12:53p,12:54p,1:08p,1:16p,1:23p,1:35p,--
12:30p,12:44p,12:47p,1:06p,--,1:08p,1:01p,1:23p,1:31p,1:38p,--,1:47p
--,--,--,--,1:14p,1:16p,1:16p,1:31p,--,--,--,--
12:45p,12:59p,1:02p,1:21p,--,1:23p,1:24p,1:38p,1:46p,1:53p,2:05p,--
1:00p,1:14a,1:17p,1:36p,--,1:38p,1:31p,1:53p,2:01p,2:08p,--,2:17p
--,--,--,--,1:44p,1:46p,1:46p,2:01p,--,--,--,--
1:15p,1:29P,1:32p,1:51p,--,1:53p,1:54p,2:08p,2:16p,2:23p,2:35p,--
1:30p,1:44P,1:47p,2:06p,--,2:08p,2:01p,2:23p,2:31p,2:38p,--,2:47p
--,--,--,--,2:14p,2:16p,2:16p,2:31p,--,--,--,--
1:45p,1:59P,2:02p,2:21p,--,2:23p,2:24p,2:38p,2:46p,2:53p,3:05p,--
2:00p,2:14P,2:17p,2:36p,--,2:38p,2:31p,2:53p,3:01p,3:08p,--,3;17p
--,--,--,--,2:44p,2:46p,2:46p,3:01p,--,--,--,--
2:15p,2:29p,2:32p,2:51p,--,2:53p,2:54p,3:08p,3:16p,3:23p,3:35p,--
2:30p,2:44P,2:47p,3:06p,--,3:08p,3:01p,3:23p,3:31p,3:38p,--,3:47p
--,--,--,--,3:14p,3:16p,3:16p,3:31p,--,--,--,--
2:45p,2:59P,3:02p,3:21p,--,3:23p,3:24p,3:38p,3:46p,3:53p,4:05p,--
3:00p,3:14P,3:17p,3:36p,--,3:38p,3:31p,3:53p,4:01p,4:08p,--,4:17p
--,--,--,--,3:44p,3:46p,3:46p,5:01p,--,--,--,--
3:15p,3:29P,3:32p,3:51p,--,3:53p,3:54p,4:08p,4:16p,4:23p,4:35p,--
3:30p,3:44P,3:47p,4:06p,--,4:08p,4:01p,4:23p,4:31p,4:38p,--,4:47p
--,--,--,--,4:14p,4:16p,4:16p,4:31p,--,--,--,--
3:45p,3:59P,4:02p,4:21p,--,4:23p,4:24p,4:38p,4:46p,4:53p,5:05p,--
4:00p,4:14P,4:17p,4:36p,--,4:38p,4:31p,4:53p,5:01p,5:08p,--,5:17p
--,--,--,--,4:44p,4:46p,4:46p,5:01p,--,--,--,--
4:15p,4:29P,4:32p,4:51p,--,4:53p,4:54p,5:08p,5:16p,5:23p,5:35p,--
4:30p,4:44P,4:47p,5:06p,--,5:08p,5:01p,5:23p,5:31p,5:38p,--,5:47p
--,--,--,--,5:14p,5:16p,5:16p,5:31p,--,--,--,--
4:45p,4:59P,5:02p,5:21p,--,5:23p,5:24p,5:38p,5:46p,5:53p,6:05p,--
5:00p,5:14P,5:17p,5:36p,--,5:38p,5:31p,5:53p,6:01p,6:08p,--,6:17p
--,--,--,--,5:44p,5:46p,5:46p,6:01p,--,--,--,--
5:15p,5:29P,5:32p,5:51p,--,5:53p,5:54p,6:08p,6:16p,6:23p,6:35p,--
5:30p,5:44P,5:47p,6:06p,--,6:08p,6:01p,6:23p,6:31p,6:38p,--,6:47p
--,--,--,--,6:14p,6:16p,6:16p,6:31p,--,--,--,--
5:45p,5:59p,6:02p,6:21p,--,6:23p,6:24p,6:38p,6:46p,6:53p,7:05p,--
6:00p,6:14p,6:17p,6:36p,--,6:38p,6:31p,6:53p,7:01p,7:08p,--,7:17p
--,--,--,--,6:44p,6:46p,6:46p,7:01p,--,--,--,--
6:15p,6:29p,6:32p,6:51p,--,6:53p,6:54p,7:08p,7:16p,7:23p,7:35p,--
6:30p,6:44p,6:47p,7:06p,--,7:08p,7:01p,7:23p,7:31p,7:38p,--,7:47p
--,--,--,--,7:14p,7:16p,7:23p,7:31p,--,--,--,--
6:45p,6:59p,7:02p,7:21p,--,7:23p,7:31p,7:38p,7:46p,7:53p,8:05p,--
7:00p,7:14p,--,7:36p,--,7:38p,7:46p,7:53p,8:01p,--,--,8:17p
--,--,--,--,7:44p,7:46p,7:54p,8:01p,--,8:08p,--,--
7:15p,7:29p,7:47p,7:51p,--,7:53p,8:16p,8:08p,8:16p,--,8:35p,--
7:30p,7:44p,--,8:06p,--,8:08p,8:24p,8:23p,8:31p,8:23p,--,8:47p
--,--,--,--,8:14p,8:16p,8:31p,8:31p,--,8:38p,--,--
7:45p,7:59p,8:02p,8:21p,--,8:23p,8:46p,8:38p,8:46p,--,9:05p,--
8:00p,8:14p,8:17p,8:36p,--,8:38p,8:54p,8:53p,9:01p,8:53p,--,9:17p
--,--,--,--,8:44p,8:46p,9:01a,9:01p,--,9:08p,--,--
8:15p,8:29p,8:32p,8:51p,--,8:53p,9:16p,9:08p,9:16p,--,9;35p,--
8:30p,8:44p,8:47p,9:06p,--,9:08p,9:24p,9:23p,9:31p,9:23p,--,9:47p
--,--,--,--,9:14p,9:16p,9:31p,9:31p,--,9:38p,--,--
8:45p,8:59p,9:02a,9:21p,--,9:23p,9:46p,9:38p,9:46p,--,10:05p,--
9:00p,9:14p,9:17p,9:36p,--,9:38p,9:54p,9:53p,10:01p,9:53p,--,10:17p
--,--,--,--,9:44p,9:46p,10:01p,10:01p,--,10:09p,--,--
9:15p,9:29p,9:32p,9:51p,--,9:53p,10:16p,10:08p,10:16p,10:23p,10:35p,--
9:30p,9:44p,9:47p,10:06p,--,10:08p,10:24p,10:23p,10:31p,10:38p,--,10:47p
--,--,--,--,10:14p,10:16p,10:31p,10:31p,--,--,--,--
9:45p,9:59p,10:02p,10:21p,--,10:23p,10:46p,10:38p,10:46p,10:53p,11:05p,--
10:00p,10:14p,10:17p,10:36p,--,10:38p,10:54p,10:53p,11:01p,11:08p,--,11:17p
--,--,--,--,10:44p,10:46p,11:01p,11:01p,--,--,--,--
10:15p,10:29p,10:32p,10:51p,--,10:53p,11:16p,11:08p,11:16p,11:23p,11:35p,--
10:30p,10:44p,10:47p,11:06p,--,11:08p,11:24p,11:23p,11:31p,11:38p,--,11:47p
--,--,--,--,11:14p,11:16p,11:31p,11:31p,--,--,--,--
10:45p,10:59,11:02p,11:21p,--,11:23p,11:46p,11:38p,11:46p,11:53p,12:05a,--
11:00p,11:14p,11:17p,11:36p,--,11:38p,11:54p,11:53p,12:01a,12:08a,--,12:17a
--,--,--,--,11:44p,11:46p,--,12:01a,--,--,--,--
11:15p,11:29p,11:32p,11:51p,--,11:53p,12:01a,12:08a,12:16a,12:23a,12:35a,--
11:30p,11:44p,11:47p,12:06p,--,--,--,--,--,--,--,--
11:45p,11:59p,12:02a,12:21a,--,--,--,--,--,--,--,--
12:00a,12:14a,12:17a,12:51a,--,--,--,--,--,--,--,--
12:15a,12:29a,12:32a,12:51a,--,--,--,--,--,--,--,--
12:30a,12:44a,12:47a,1:06a,--,--,--,--,--,--,--,--
12:45a,12:59a,1:02a,1:21a,--,--,--,--,--,--,--,--
