Pitcher,Team,AB,H,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,OPS
Randall Delgado,AZ,4,2,0,0,0,1,0,0,0,0,0.5,0.5,0.5,1.0
Roberto Hernandez,HOU,4,2,0,0,0,2,1,0,1,0,0.5,0.5,0.5,1.0
Vance Worley,PIT,4,2,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0
Michael Bolsinger,LA,4,1,0,0,0,0,2,1,1,0,0.25,0.5,0.25,0.75
Felix Doubront,TOR,4,1,1,0,0,2,1,0,0,0,0.25,0.4,0.5,0.9
Carlos Frias,LA,4,1,1,0,0,0,0,0,0,0,0.25,0.25,0.5,0.75
Addison Reed,AZ,4,1,0,0,0,0,0,1,1,0,0.25,0.25,0.25,0.5
Garrett Richards,ANA,4,1,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.5
Jerome Williams,PHI,4,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5
Brad Ziegler,AZ,4,1,1,0,0,1,0,1,0,0,0.25,0.25,0.5,0.75
Drew Pomeranz,OAK,4,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Tsuyoshi Wada,CHI-N,3,3,0,1,0,1,2,0,0,0,1.0,1.0,1.667,2.667
Gerrit Cole,PIT,3,2,0,0,1,1,0,0,0,0,0.667,0.667,1.667,2.333
Bartolo Colon,NY-N,3,2,0,0,0,1,0,0,0,0,0.667,0.667,0.667,1.333
Felix Hernandez,SEA,3,2,1,0,0,0,0,0,0,0,0.667,0.667,1.0,1.667
Collin McHugh,HOU,3,2,0,0,0,1,0,0,0,0,0.667,0.667,0.667,1.333
Jason Motte,CHI-N,3,2,0,0,2,3,0,0,0,0,0.667,0.667,2.667,3.333
Hyun-Jin Ryu,LA,3,2,1,0,0,0,0,0,0,0,0.667,0.667,1.0,1.667
James Shields,SD,3,2,1,0,0,0,0,1,0,0,0.667,0.667,1.0,1.667
Jeremy Affeldt,SF,3,1,1,0,0,0,1,0,0,0,0.333,0.5,0.667,1.167
Burke Badenhop,CIN,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Grant Balfour, ,3,1,0,0,1,2,1,0,0,0,0.333,0.5,1.333,1.833
Eddie Butler,COL,3,1,0,0,0,2,0,1,0,0,0.333,0.333,0.333,0.667
Trevor Cahill,LA,3,1,0,0,0,0,0,2,0,0,0.333,0.333,0.333,0.667
Tim Cooney,STL,3,1,0,0,1,1,0,1,0,0,0.333,0.333,1.333,1.667
Mike Foltynewicz,ATL,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Cole Hamels,PHI,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
T.J. House,CLE,3,1,0,0,0,1,0,0,0,0,0.333,0.333,0.333,0.667
J.P. Howell,LA,3,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667
John Lackey,STL,3,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667
Jeff Locke,PIT,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Seth Maness,STL,3,1,0,0,0,1,0,0,0,0,0.333,0.333,0.333,0.667
Ricky Nolasco,MIN,3,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667
Glen Perkins,MIN,3,1,1,0,0,0,0,0,0,0,0.333,0.333,0.667,1.0
David Phelps,MIA,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Adam Wainwright,STL,3,1,0,0,0,1,1,0,0,0,0.333,0.5,0.333,0.833
Jered Weaver,ANA,3,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667
Tom Wilhelmsen,SEA,3,1,0,0,0,2,0,0,0,0,0.333,0.333,0.333,0.667
Travis Wood,CHI-N,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Chris Young,KC,3,1,1,0,0,0,1,0,0,0,0.333,0.5,0.667,1.167
Jordan Zimmermann,WAS,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Pedro Baez,LA,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Matt Cain,SF,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
John Danks,CHI-A,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jesse Hahn,OAK,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Aaron Harang,PHI,3,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0
Kyle Hendricks,CHI-N,3,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0
Chris Heston,SF,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Hisashi Iwakuma,SEA,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Edwin Jackson, ,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Tommy Kahnle,COL,3,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0
Dallas Keuchel,HOU,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Tom Koehler,MIA,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Michael Lorenzen, ,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Wade Miley,BOS,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Jimmy Nelson,MIL,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Juan Nicasio,LA,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jake Odorizzi,TB,3,0,0,0,0,0,1,1,0,0,0.0,0.25,0.0,0.25
James Paxton,SEA,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Cesar Ramos,ANA,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Andre Rienzo,MIA,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Matt Shoemaker,ANA,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Chris Tillman,BAL,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Edinson Volquez,KC,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
