Pitcher,Team,AB,H,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,OPS
James Shields,SD,3,1,0,0,0,0,0,0,0,0,0.333,0.5,0.333,0.833
Joe Thatcher,HOU,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Trevor Bauer,CLE,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Rex Brothers,COL,3,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
Trevor Cahill,LA,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Danny Duffy,KC,3,0,0,0,0,0,0,2,0,1,0.0,0.0,0.0,0.0
Jesse Hahn,OAK,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
J.A. Happ,SEA,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Mike Leake,CIN,3,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0
Kyle Lohse,MIL,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Seth Maness,STL,3,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0
Kris Medlen,KC,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Adam Ottavino,COL,3,0,0,0,0,0,1,0,0,0,0.0,0.25,0.0,0.25
Williams Perez,ATL,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Robbie Ray,AZ,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Sergio Romo,SF,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Joe Saunders,SEA,3,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
Jason Vargas,KC,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Chris Young,KC,3,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
Tony Cingrani,CIN,2,2,0,0,2,4,1,0,0,0,1.0,1.0,4.0,5.0
Bronson Arroyo,ATL,2,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0
Christian Bergman,COL,2,1,1,0,0,0,0,0,0,0,0.5,0.5,1.0,1.5
Felix Doubront,TOR,2,1,1,0,0,1,0,1,0,0,0.5,0.5,1.0,1.5
Jason Grilli,ATL,2,1,0,0,0,1,0,0,0,0,0.5,0.5,0.5,1.0
Dan Haren,MIA,2,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0
Tommy Kahnle,COL,2,1,1,0,0,0,0,0,0,0,0.5,0.5,1.0,1.5
Jason Marquis, ,2,1,0,0,1,1,1,1,0,0,0.5,0.667,2.0,2.667
Chris Martin,NY-A,2,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0
Adam Morgan,PHI,2,1,0,0,0,0,0,1,0,0,0.5,0.5,0.5,1.0
Bryan Morris,MIA,2,1,0,0,0,0,1,0,0,0,0.5,0.667,0.5,1.167
Hector Neris,PHI,2,1,1,0,0,0,0,1,0,0,0.5,0.5,1.0,1.5
Scott Oberg,COL,2,1,0,0,1,2,0,1,0,0,0.5,0.5,2.0,2.5
Blake Parker, ,2,1,0,0,0,0,0,1,0,0,0.5,0.5,0.5,1.0
Addison Reed,AZ,2,1,0,0,0,0,0,1,0,0,0.5,0.5,0.5,1.0
Zac Rosscup,CHI-N,2,1,1,0,0,1,0,1,0,0,0.5,0.5,1.0,1.5
Eduardo Sanchez,DET,2,1,1,0,0,0,0,0,0,0,0.5,0.5,1.0,1.5
Taijuan Walker,SEA,2,1,1,0,0,2,0,0,0,0,0.5,0.5,1.0,1.5
Luis Avilan,ATL,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Rafael Betancourt,COL,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Andrew Cashner,SD,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Santiago Casilla,SF,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Jarred Cosart,MIA,2,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
Ross Detwiler,ATL,2,0,0,0,0,0,1,0,0,0,0.0,0.333,0.0,0.333
R.A. Dickey,TOR,2,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
Robbie Erlin,SD,2,0,0,0,0,0,1,2,0,0,0.0,0.333,0.0,0.333
LaTroy Hawkins,TOR,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Kyle Hendricks,CHI-N,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
David Hernandez,AZ,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Edwin Jackson, ,2,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
Kevin Jepsen,TB,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Kyle Kendrick,COL,2,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
George Kontos,SF,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Brandon Maurer,SD,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Josh Outman,ATL,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Jonathan Papelbon,WAS,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Oliver Perez,AZ,2,0,0,0,0,0,0,0,0,0,0.0,0.333,0.0,0.333
Drew Pomeranz,OAK,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Clayton Richard,CHI-N,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Tyson Ross,SD,2,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
Craig Stammen,WAS,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Drew Storen,WAS,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Blake Treinen,WAS,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Michael Wacha,STL,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jered Weaver,ANA,2,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
Randy Wolf,TOR,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
