Game Date,Team,Opp,Result,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,HBP,IBB,SH,SF,GDP,C-G#,Notes
1970-07-03,SFN,LAN,L 6-8 vs LAN,5,2,2,0,0,2,2,0,0,0,3,0,0,0,0,0,312,2 home runs
1970-07-09,SFN,ATL,W 7-6 @ATL,4,1,1,0,0,0,0,3,0,2,0,0,0,0,0,0,318,3 stolen bases
1970-07-25,SFN,MON,L 5-10 @MON,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,331,4 hits
1970-07-29,SFN,NYN,W 4-2 @NYN,5,2,4,0,0,2,3,0,1,0,1,0,0,0,0,0,335,"2 home runs, 4 hits"
1970-08-02,SFN,PHI,L 6-7 @PHI,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,340,100th career stolen base
1971-05-30,SFN,MON,W 8-7 vs MON,5,3,4,0,0,1,2,1,0,0,0,0,0,0,0,0,442,4 hits
1971-06-18,SFN,SDN,W 7-3 vs SDN,4,3,4,1,0,1,1,0,0,1,0,0,0,0,0,0,459,4 hits
1971-07-10,SFN,LAN,W 3-1 @LAN,5,1,4,1,0,0,2,0,0,0,0,0,0,0,0,0,481,4 hits
1971-07-22,SFN,PIT,W 8-7 @PIT,5,1,4,1,0,0,1,0,0,0,1,0,0,0,0,0,489,4 hits
1971-08-01,SFN,PIT,W 8-3 vs PIT,5,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,500,500th career game
1971-09-05,SFN,HOU,L 0-1 vs HOU,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,529,4 strikeouts
1971-09-14,SFN,LAN,L 5-6 vs LAN,4,2,2,0,0,2,4,0,0,0,1,0,0,0,0,0,538,2 home runs
1971-09-26,SFN,CIN,W 12-5 @CIN,5,2,3,0,0,1,3,0,0,0,0,0,0,0,0,0,549,100th career home run
1972-04-16,SFN,HOU,W 10-6 @HOU,3,4,3,2,0,0,0,2,0,1,0,1,0,0,0,0,553,4 runs scored
1972-05-01,SFN,NYN,L 4-7 vs NYN,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,568,4 strikeouts
1972-05-02,SFN,NYN,L 2-4 vs NYN,4,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,569,0 Triples
1972-06-19,SFN,CHN,L 6-7 @CHN,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,615,4 strikeouts
1972-07-14,SFN,PHI,W 8-1 vs PHI,4,3,4,0,1,1,2,0,0,1,0,0,0,0,0,0,636,4 hits
1972-08-02,SFN,LAN,L 11-12 @LAN,6,2,4,1,0,1,3,0,0,0,0,0,0,0,0,0,650,4 hits
1973-05-08,SFN,SLN,W 9-7 vs SLN,3,3,3,0,0,2,5,1,0,2,0,0,0,0,0,0,736,"2 home runs, 5 RBIs"
1973-05-22,SFN,ATL,W 7-3 @ATL,4,4,3,1,0,1,1,3,0,1,0,0,0,0,0,0,749,"4 runs scored, 3 stolen bases"
1973-05-29,SFN,NYN,L 2-5 vs NYN,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,755,4 strikeouts
1973-06-06,SFN,PIT,W 9-7 @PIT,4,4,4,0,0,1,2,1,0,1,0,0,0,0,0,0,762,"4 runs scored, 4 hits"
1973-06-12,SFN,NYN,L 4-5 @NYN,2,2,1,0,0,0,0,1,1,3,0,0,0,0,0,0,767,200th career stolen base
1973-09-02,SFN,ATL,W 5-4 vs ATL,4,2,2,0,0,2,2,0,0,1,1,0,0,0,0,0,836,2 home runs
1973-09-03,SFN,LAN,W 11-8 vs LAN,5,2,2,1,0,1,5,0,0,0,1,0,0,0,0,0,838,5 RBIs
1974-05-17,SFN,SDN,L 3-7 vs SDN,5,0,4,1,0,0,2,1,0,0,0,0,0,0,0,0,901,"4 hits, 500th career RBI"
1974-05-19,SFN,SDN,W 8-2 vs SDN,4,3,3,0,1,1,3,1,0,1,0,0,0,0,0,0,903,1000th career hit
1974-05-27,SFN,CHN,L 4-12 @CHN,5,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,912,4 hits
1974-09-15,SFN,HOU,W 8-4 vs HOU,3,2,1,0,0,1,1,1,0,2,1,0,1,0,0,0,1000,1000th career game
1975-05-28,NYA,KCA,W 6-2 @KCA,4,2,2,0,0,2,4,0,0,1,0,0,0,0,0,0,1056,2 home runs
1975-06-07,NYA,CHA,W 6-3 @CHA,4,2,3,0,0,2,3,0,0,0,1,0,0,0,0,0,1065,"2 home runs, 200th career home run"
1975-07-03,NYA,CLE,L 2-3 @CLE,4,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,1081,2 home runs
1975-08-05,NYA,MIL,W 4-3 @MIL,5,2,4,0,0,1,2,1,0,0,0,0,0,0,0,0,1110,4 hits
1975-09-19,NYA,CLE,L 2-3 @CLE,4,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,1153,2 home runs
1975-09-27,NYA,BAL,W 3-2 vs BAL,1,1,1,0,0,1,2,0,0,4,0,0,0,0,0,0,1158,4 walks
1976-05-08,CAL,CLE,W 4-3 vs CLE,4,2,3,1,0,0,0,2,0,3,0,0,2,0,0,0,1175,300th career stolen base
1976-06-13,CAL,DET,W 10-7 @DET,5,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1210,4 strikeouts
1976-07-04,CAL,MIN,L 5-9 @MIN,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1230,4 strikeouts
1976-07-28,CAL,KCA,L 2-3 vs KCA,7,1,1,0,0,0,0,1,0,0,4,0,0,0,0,0,1249,4 strikeouts
1977-06-17,CAL,MIL,W 7-5 @MIL,5,1,4,3,0,0,2,0,0,0,0,0,0,0,0,0,1317,"3 Doubles, 4 hits"
1977-06-23,CAL,CHA,W 10-6 @CHA,3,4,2,0,0,0,2,3,0,2,0,0,0,0,0,0,1322,"4 runs scored, 3 stolen bases"
1977-08-28,CAL,DET,L 9-12 @DET,5,2,2,0,0,2,4,0,0,0,1,0,0,0,0,0,1382,2 home runs
1977-09-11,CAL,CHA,L 2-6 vs CHA,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1393,4 strikeouts
1978-06-23,TEX,CAL,W 7-0 vs CAL,3,2,3,0,0,2,6,0,1,0,0,0,0,0,0,0,1478,"2 home runs, 6 RBIs"
1978-07-17,TEX,BAL,W 2-0 @BAL,4,0,2,0,0,0,1,0,1,0,1,0,0,0,1,0,1500,1500th career game
1978-07-28,TEX,CHA,W 9-5 @CHA,5,2,3,0,0,2,4,1,0,0,0,0,0,0,0,0,1511,2 home runs
1978-09-04,TEX,CAL,L 7-8 @CAL,4,2,2,0,0,2,3,0,0,0,1,0,0,0,0,0,1545,2 home runs
1978-09-23,TEX,SEA,W 7-2 vs SEA,4,1,1,0,0,1,3,1,0,1,1,0,0,0,0,0,1563,400th career stolen base
1978-09-29,TEX,SEA,W 11-4 @SEA,4,1,1,0,0,0,2,3,0,2,1,0,0,0,0,0,1570,3 stolen bases
1979-05-02,CLE,MIL,L 1-6 vs MIL,4,1,2,0,0,1,1,1,1,0,1,0,0,0,0,0,1594,300th career home run
1979-05-09,CLE,MIL,W 8-7 @MIL,5,2,4,0,0,1,3,0,1,0,0,0,0,0,0,0,1599,4 hits
1979-05-26,CLE,NYA,W 8-4 vs NYA,5,4,3,2,0,1,1,0,0,0,1,0,0,0,0,0,1614,4 runs scored
1979-06-01,CLE,CAL,W 7-4 @CAL,3,2,2,0,0,0,0,3,0,1,0,1,0,0,0,0,1620,3 stolen bases
1979-07-02,CLE,DET,W 8-4 @DET,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1649,4 strikeouts
1979-09-09,CLE,TOR,W 14-10 vs TOR,2,1,1,0,0,1,5,1,0,4,1,0,0,0,0,0,1710,"5 RBIs, 4 walks"
1980-05-05,SLN,SFN,W 9-5 vs SFN,5,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1739,4 strikeouts
1980-06-08,SLN,MON,L 4-6 @MON,1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1761,4 walks
1980-06-30,SLN,PIT,L 4-5 @PIT,4,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1774,1000th career RBI
1980-07-05,SLN,PHI,W 6-1 vs PHI,2,3,1,0,0,0,0,3,0,3,0,0,0,0,0,0,1778,3 stolen bases
1981-09-07,CHN,SLN,W 10-0 @SLN,5,2,2,0,0,2,5,0,0,0,2,0,0,0,0,0,1830,"2 home runs, 5 RBIs"
1981-09-09,CHN,SLN,W 7-3 @SLN,5,2,2,0,0,2,3,0,0,0,2,0,0,0,0,0,1832,2 home runs
