Pitcher,Team,AB,H,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,OPS
Zac Rosscup,CHI-N,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Brian Sanches, ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Eduardo Sanchez,DET,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Hector Santiago,ANA,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Joe Savery, ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Joakim Soria,DET,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Pedro Strop,CHI-N,1,0,0,0,0,0,1,1,0,0,0.0,0.5,0.0,0.5
Jason Vargas,KC,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Logan Verrett,NY-N,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Tom Wilhelmsen,SEA,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
C.J. Wilson,ANA,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Vance Worley,PIT,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Carlos Zambrano, ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
