Pitcher,Team,AB,H,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,OPS
Jeanmar Gomez,PHI,1,0,0,0,0,0,1,0,1,0,0.0,0.5,0.0,0.5
Donovan Hand,CIN,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Johnny Hellweg,MIL,1,0,0,0,0,0,1,1,0,0,0.0,0.5,0.0,0.5
Clay Hensley, ,1,0,0,0,0,0,0,1,0,0,0.0,0.5,0.0,0.5
Kelvin Herrera,KC,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Greg Holland,KC,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
J.J. Hoover,CIN,1,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0
Kenley Jansen,LA,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
George Kontos,SF,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Cliff Lee,PHI,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Brad Lidge, ,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Kyle Lohse,MIL,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Wilton Lopez,TOR,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Ryan Madson,KC,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Carlos Marmol, ,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Jason Marquis, ,1,0,0,0,0,0,1,0,0,0,0.0,0.5,0.0,0.5
Guillermo Moscoso, ,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Guillermo Mota, ,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Edward Mujica,OAK,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Jimmy Nelson,MIL,1,0,0,0,0,0,1,0,0,0,0.0,0.5,0.0,0.5
Juan Nicasio,LA,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Ivan Nova,NY-A,1,0,0,0,0,0,1,1,0,0,0.0,0.5,0.0,0.5
Logan Ondrusek, ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Adam Ottavino,COL,1,0,0,0,0,0,1,0,0,0,0.0,0.5,0.0,0.5
Vicente Padilla, ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Luis Perez,TOR,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Ryan Pressly,MIN,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
J.J. Putz, ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
J.C. Ramirez,SEA,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
A.J. Ramos,MIA,1,0,0,0,0,0,1,1,0,0,0.0,0.5,0.0,0.5
Jon Rauch, ,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Donn Roach,CIN,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Paco Rodriguez,LA,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Sergio Romo,SF,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Tyson Ross,SD,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
James Russell,CHI-N,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Marc Rzepczynski,CLE,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Fernando Salas,ANA,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Joe Savery, ,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Max Scherzer,WAS,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Bryan Shaw,CLE,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Rafael Soriano,CHI-N,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Josh Spence,MIA,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Craig Stammen,WAS,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Josh Stinson, ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Drew Storen,WAS,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Hisanori Takahashi, ,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Joe Thatcher, ,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Ramon Troncoso,LA,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Anthony Varvaro,BOS,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Logan Verrett,NY-N,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Michael Wacha,STL,1,0,0,0,0,0,1,0,0,0,0.0,0.5,0.0,0.5
Tony Watson,PIT,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Alex Wilson,DET,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Brad Ziegler,AZ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
