Batter,Team,AB,H,AVG,2B,3B,HR,RBI,BB,K,SB,CS,SLG,OBP,OPS
Justin Maxwell,SF,2,1,0.5,0,0,0,0,0,1,0,0,0.5,0.667,1.167
Will Middlebrooks,SD,2,1,0.5,0,0,0,0,0,1,0,0,0.5,0.5,1.0
Sean O'Sullivan,PHI,2,1,0.5,0,0,0,0,0,1,0,0,0.5,0.5,1.0
Eury Perez,ATL,2,1,0.5,0,0,0,1,0,0,0,0,0.5,0.5,1.0
Luis Sardinas,MIL,2,1,0.5,0,0,0,0,0,0,0,0,0.5,0.5,1.0
Justin Turner,LA,2,1,0.5,1,0,0,0,1,0,1,0,1.0,0.667,1.667
Brandon Belt,SF,2,0,0.0,0,0,0,0,1,1,0,0,0.0,0.333,0.333
Mark Buehrle,TOR,2,0,0.0,0,0,0,0,0,2,0,0,0.0,0.0,0.0
Welington Castillo,AZ,2,0,0.0,0,0,0,0,1,1,0,0,0.0,0.333,0.333
Gerrit Cole,PIT,2,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Johnny Cueto,KC,2,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Edwin Encarnacion,TOR,2,0,0.0,0,0,0,0,1,2,0,0,0.0,0.333,0.333
Andre Ethier,LA,2,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Scooter Gennett,MIL,2,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Ryan Goins,TOR,2,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Carlos Gomez,HOU,2,0,0.0,0,0,0,0,0,0,0,0,0.0,0.333,0.333
Randal Grichuk,STL,2,0,0.0,0,0,0,0,1,2,0,0,0.0,0.333,0.333
Kelly Johnson,NY-N,2,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Clayton Kershaw,LA,2,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Cameron Maybin,ATL,2,0,0.0,0,0,0,1,1,0,1,0,0.0,0.333,0.333
Miguel Montero,CHI-N,2,0,0.0,0,0,0,0,1,1,0,0,0.0,0.333,0.333
Dioner Navarro,TOR,2,0,0.0,0,0,0,0,0,2,0,0,0.0,0.0,0.0
Williams Perez,ATL,2,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Kevin Pillar,TOR,2,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Clint Robinson,WAS,2,0,0.0,0,0,0,0,1,0,0,0,0.0,0.333,0.333
Jimmy Rollins,LA,2,0,0.0,0,0,0,0,0,2,0,0,0.0,0.0,0.0
Addison Russell,CHI-N,2,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
James Shields,SD,2,0,0.0,0,0,0,0,0,2,0,0,0.0,0.0,0.0
Juan Uribe,NY-N,2,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
