Pitcher,Team,AB,H,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,OPS
James Shields,SD,22,6,1,0,0,1,2,1,1,0,0.273,0.333,0.318,0.652
John Danks,CHI-A,22,3,2,0,0,2,3,1,0,0,0.136,0.222,0.227,0.449
Kevin Millwood, ,22,2,0,0,0,0,0,1,0,0,0.091,0.091,0.091,0.182
Clay Buchholz,BOS,21,9,2,0,0,3,0,1,0,0,0.429,0.429,0.524,0.952
Hector Noesi,CHI-A,21,6,1,0,0,1,0,2,0,0,0.286,0.286,0.333,0.619
Matt Harrison,PHI,20,9,1,0,0,4,1,1,0,0,0.45,0.476,0.5,0.976
Cliff Lee,PHI,20,7,2,0,0,3,2,2,1,0,0.35,0.409,0.45,0.859
Bruce Chen, ,19,9,1,0,1,5,1,1,1,0,0.474,0.5,0.684,1.184
Zack Greinke,LA,19,6,1,0,0,0,1,2,0,0,0.316,0.381,0.368,0.749
Nick Blackburn, ,19,5,1,0,0,4,0,1,0,0,0.263,0.263,0.316,0.579
Joel Pineiro, ,19,4,1,0,0,0,0,1,0,0,0.211,0.211,0.263,0.474
Chris Sale,CHI-A,18,6,2,0,0,5,2,3,0,1,0.333,0.435,0.444,0.879
Javier Vazquez, ,18,4,0,0,1,4,0,4,0,0,0.222,0.25,0.389,0.639
Kyle Lohse,MIL,17,6,0,0,0,3,0,4,0,0,0.353,0.353,0.353,0.706
Tim Wakefield, ,17,6,1,0,2,3,3,1,3,0,0.353,0.476,0.765,1.241
Brian Bannister, ,16,5,0,0,0,0,4,2,1,0,0.313,0.45,0.313,0.763
Danny Duffy,KC,16,4,1,0,0,0,2,1,0,0,0.25,0.333,0.313,0.646
Kyle Kendrick,COL,16,4,0,0,1,3,3,2,0,0,0.25,0.368,0.438,0.806
Luke Hochevar,KC,16,3,1,0,0,1,0,0,0,0,0.188,0.188,0.25,0.438
Justin Masterson,BOS,16,3,0,0,1,5,2,7,0,1,0.188,0.316,0.375,0.691
Miguel Batista, ,15,5,0,0,0,1,2,3,1,0,0.333,0.412,0.333,0.745
Joba Chamberlain,TOR,15,3,0,0,0,1,0,1,0,0,0.2,0.2,0.2,0.4
Jason Hammel,CHI-N,15,3,0,0,1,1,1,0,0,0,0.2,0.25,0.4,0.65
Carl Pavano, ,15,2,0,0,0,0,0,1,0,0,0.133,0.133,0.133,0.267
Jarrod Washburn, ,15,2,0,0,0,1,2,2,0,0,0.133,0.235,0.133,0.369
Edwin Jackson, ,14,3,0,0,0,0,2,3,1,0,0.214,0.313,0.214,0.527
Brandon Morrow,SD,14,2,0,0,1,1,0,3,0,0,0.143,0.143,0.357,0.5
Brett Cecil,TOR,13,5,1,0,1,1,1,0,0,1,0.385,0.429,0.692,1.121
Bartolo Colon,NY-N,13,5,2,0,0,0,0,3,0,0,0.385,0.385,0.538,0.923
R.A. Dickey,TOR,13,5,0,0,1,3,1,0,0,2,0.385,0.429,0.615,1.044
Brandon League, ,13,5,2,0,1,3,0,2,0,0,0.385,0.429,0.769,1.198
Dustin Moseley,MIA,13,5,0,0,0,0,2,0,0,0,0.385,0.467,0.385,0.851
Ricky Nolasco,MIN,13,3,0,0,1,3,0,1,0,0,0.231,0.2,0.462,0.662
Ricky Romero,SF,13,3,1,0,0,1,2,2,0,0,0.231,0.333,0.308,0.641
Jonathan Sanchez, ,13,3,2,0,0,0,1,2,0,1,0.231,0.286,0.385,0.67
Chris Young,KC,13,3,2,0,1,2,0,0,1,0,0.231,0.231,0.615,0.846
Roberto Hernandez,HOU,13,2,0,0,1,4,2,1,0,0,0.154,0.313,0.385,0.697
Edinson Volquez,KC,13,1,0,0,0,0,0,2,0,0,0.077,0.077,0.077,0.154
Andy Sonnanstine, ,12,6,3,0,0,5,2,0,0,0,0.5,0.571,0.75,1.321
Max Scherzer,WAS,12,5,0,0,1,1,2,1,0,0,0.417,0.533,0.667,1.2
Luke French, ,12,4,0,0,1,3,0,1,0,0,0.333,0.308,0.583,0.891
Jon Garland, ,12,4,1,0,0,0,1,3,0,0,0.333,0.467,0.417,0.883
Brian Matusz,BAL,12,4,0,0,0,3,3,0,1,0,0.333,0.467,0.333,0.8
Joakim Soria,PIT,12,4,2,0,0,1,0,2,0,0,0.333,0.385,0.5,0.885
Matt Cain,SF,12,3,0,1,0,0,0,2,0,0,0.25,0.25,0.417,0.667
Darren Oliver, ,12,3,0,0,0,1,0,2,1,0,0.25,0.25,0.25,0.5
David Aardsma,ATL,12,2,1,0,0,2,0,2,0,0,0.167,0.167,0.25,0.417
Scott Atchison, ,12,1,0,0,0,0,0,1,1,0,0.083,0.083,0.083,0.167
Erik Bedard, ,12,1,0,0,0,2,1,1,0,0,0.083,0.154,0.083,0.237
Alfredo Simon,DET,11,5,1,0,2,5,0,1,0,0,0.455,0.455,1.091,1.545
Ian Snell, ,11,5,0,0,1,5,0,0,0,0,0.455,0.455,0.727,1.182
Daisuke Matsuzaka, ,11,4,0,0,1,2,0,0,0,0,0.364,0.364,0.636,1.0
Brandon McCarthy,LA,11,4,1,0,0,1,1,1,0,0,0.364,0.417,0.455,0.871
Danny Salazar,CLE,11,3,0,0,1,1,3,3,0,1,0.273,0.429,0.545,0.974
Scott Baker,LA,11,2,1,0,0,1,0,1,0,0,0.182,0.182,0.273,0.455
Josh Beckett, ,11,2,0,0,0,1,1,1,0,0,0.182,0.308,0.182,0.49
Armando Galarraga, ,11,2,0,0,0,0,4,1,0,0,0.182,0.438,0.182,0.619
Freddy Garcia, ,11,2,0,0,0,1,0,2,2,0,0.182,0.182,0.182,0.364
Jeff Niemann, ,11,2,0,0,0,0,0,1,0,0,0.182,0.182,0.182,0.364
Jerome Williams,PHI,11,2,1,0,0,0,0,3,0,0,0.182,0.182,0.273,0.455
Mark Lowe,TOR,11,1,1,0,0,1,0,0,0,0,0.091,0.091,0.182,0.273
Shaun Marcum,CLE,11,1,0,0,0,0,0,3,0,0,0.091,0.091,0.091,0.182
Jamey Wright, ,11,1,0,0,0,1,2,0,1,0,0.091,0.286,0.091,0.377
Vicente Padilla, ,10,6,2,0,1,1,1,2,0,0,0.6,0.692,1.1,1.792
Tony Pena, ,10,6,0,0,1,2,1,2,0,0,0.6,0.636,0.9,1.536
Carlos Silva, ,10,3,2,0,0,2,0,0,0,0,0.3,0.3,0.5,0.8
Kevin Slowey, ,10,3,0,0,1,1,0,3,0,0,0.3,0.364,0.6,0.964
Adam Wainwright,STL,10,3,0,0,0,1,0,3,2,0,0.3,0.3,0.3,0.6
Frank Francisco, ,10,2,0,0,0,2,0,3,0,0,0.2,0.2,0.2,0.4
Fernando Rodney,SEA,10,2,0,0,0,3,1,1,0,0,0.2,0.273,0.2,0.473
Jeff Samardzija,CHI-A,10,2,2,0,0,3,1,0,0,0,0.2,0.273,0.4,0.673
Matt Albers,CHI-A,10,1,0,0,0,1,2,2,0,0,0.1,0.25,0.1,0.35
Gavin Floyd,CLE,10,1,0,0,0,1,5,3,1,0,0.1,0.4,0.1,0.5
Jason Frasor,ATL,10,1,0,0,0,1,0,0,0,0,0.1,0.182,0.1,0.282
Matt Garza,MIL,10,1,0,0,0,0,0,4,0,0,0.1,0.1,0.1,0.2
