Date,Match,Result,Appearance,MINS,G,A,SHT,SOG,FC,FS,Y,R
9/14/2013,HOU @ PHI,L 1-0,Unused Sub,0,0,0,0,0,0,0,0,0
9/8/2013,PHI @ SJ,L 0-1,Unused Sub,0,0,0,0,0,0,0,0,0
8/31/2013,MTL @ PHI,T 0-0,Unused Sub,0,0,0,0,0,0,0,0,0
8/25/2013,PHI @ NE,L 1-5,Unused Sub,0,0,0,0,0,0,0,0,0
8/17/2013,PHI @ NY,T 0-0,Unused Sub,0,0,0,0,0,0,0,0,0
8/10/2013,DC @ PHI,W 0-2,Unused Sub,0,0,0,0,0,0,0,0,0
8/3/2013,CHI @ PHI,L 2-1,Unused Sub,0,0,0,0,0,0,0,0,0
7/27/2013,PHI @ VAN,W 1-0,Unused Sub,0,0,0,0,0,0,0,0,0
7/20/2013,POR @ PHI,T 0-0,Unused Sub,0,0,0,0,0,0,0,0,0
7/12/2013,CHV @ PHI,W 1-3,Unused Sub,0,0,0,0,0,0,0,0,0
7/6/2013,PHI @ HOU,L 0-1,Unused Sub,0,0,0,0,0,0,0,0,0
7/3/2013,PHI @ RSL,T 2-2,Unused Sub,0,0,0,0,0,0,0,0,0
6/29/2013,DAL @ PHI,T 2-2,Unused Sub,0,0,0,0,0,0,0,0,0
6/23/2013,NY @ PHI,W 0-3,Unused Sub,0,0,0,0,0,0,0,0,0
6/5/2013,CLB @ PHI,W 0-3,Unused Sub,0,0,0,0,0,0,0,0,0
6/1/2013,PHI @ TOR,T 1-1,Unused Sub,0,0,0,0,0,0,0,0,0
5/15/2013,LA @ PHI,L 4-1,Unused Sub,0,0,0,0,0,0,0,0,0
5/11/2013,PHI @ CHI,W 1-0,Unused Sub,0,0,0,0,0,0,0,0,0
5/4/2013,SEA @ PHI,T 2-2,Unused Sub,0,0,0,0,0,0,0,0,0
4/27/2013,PHI @ NE,L 0-2,Unused Sub,0,0,0,0,0,0,0,0,0
4/21/2013,PHI @ DC,W 3-2,Unused Sub,0,0,0,0,0,0,0,0,0
4/13/2013,TOR @ PHI,T 1-1,Unused Sub,0,0,0,0,0,0,0,0,0
4/6/2013,PHI @ CLB,T 1-1,Unused Sub,0,0,0,0,0,0,0,0,0
3/30/2013,PHI @ NY,L 1-2,Unused Sub,0,0,0,0,0,0,0,0,0
3/16/2013,NE @ PHI,W 0-1,Unused Sub,0,0,0,0,0,0,0,0,0
3/10/2013,PHI @ COL,W 2-1,Unused Sub,0,0,0,0,0,0,0,0,0
3/2/2013,KC @ PHI,L 3-1,Unused Sub,0,0,0,0,0,0,0,0,0
10/27/2012,NY @ PHI,L 3-0,Subbed On,4,0,0,0,0,0,0,0,0
10/24/2012,PHI @ KC,L 1-2,Unused Sub,0,0,0,0,0,0,0,0,0
10/20/2012,PHI @ HOU,L 1-3,Unused Sub,0,0,0,0,0,0,0,0,0
10/6/2012,NE @ PHI,W 0-1,Unused Sub,0,0,0,0,0,0,0,0,0
10/3/2012,PHI @ CHI,W 3-1,Unused Sub,0,0,0,0,0,0,0,0,0
9/29/2012,PHI @ CLB,L 2-3,Unused Sub,0,0,0,0,0,0,0,0,0
9/23/2012,HOU @ PHI,W 1-3,Unused Sub,0,0,0,0,0,0,0,0,0
9/20/2012,DC @ PHI,L 1-0,Unused Sub,0,0,0,0,0,0,0,0,0
9/15/2012,PHI @ TOR,T 1-1,Unused Sub,0,0,0,0,0,0,0,0,0
9/1/2012,PHI @ NE,T 0-0,Unused Sub,0,0,0,0,0,0,0,0,0
8/29/2012,CLB @ PHI,L 2-1,Unused Sub,0,0,0,0,0,0,0,0,0
8/24/2012,RSL @ PHI,T 0-0,Unused Sub,0,0,0,0,0,0,0,0,0
8/19/2012,PHI @ DC,T 1-1,Unused Sub,0,0,0,0,0,0,0,0,0
8/12/2012,CHI @ PHI,L 3-1,Unused Sub,0,0,0,0,0,0,0,0,0
8/4/2012,PHI @ MTL,L 0-2,Unused Sub,0,0,0,0,0,0,0,0,0
7/29/2012,NE @ PHI,W 1-2,Unused Sub,0,0,0,0,0,0,0,0,0
7/21/2012,PHI @ NY,L 0-2,Unused Sub,0,0,0,0,0,0,0,0,0
7/14/2012,MTL @ PHI,W 1-2,Unused Sub,0,0,0,0,0,0,0,0,0
7/8/2012,TOR @ PHI,W 0-3,Unused Sub,0,0,0,0,0,0,0,0,0
7/4/2012,PHI @ LA,W 2-1,Unused Sub,0,0,0,0,0,0,0,0,0
6/30/2012,PHI @ HOU,L 1-2,Unused Sub,0,0,0,0,0,0,0,0,0
6/23/2012,KC @ PHI,W 0-4,Unused Sub,0,0,0,0,0,0,0,0,0
6/16/2012,DC @ PHI,L 1-0,Unused Sub,0,0,0,0,0,0,0,0,0
5/26/2012,PHI @ TOR,L 0-1,Unused Sub,0,0,0,0,0,0,0,0,0
5/19/2012,PHI @ DAL,T 1-1,Unused Sub,0,0,0,0,0,0,0,0,0
5/13/2012,NY @ PHI,L 3-2,Unused Sub,0,0,0,0,0,0,0,0,0
5/5/2012,PHI @ SEA,L 0-1,Unused Sub,0,0,0,0,0,0,0,0,0
4/28/2012,SJ @ PHI,L 2-1,Unused Sub,0,0,0,0,0,0,0,0,0
4/21/2012,PHI @ CHV,W 1-0,Unused Sub,0,0,0,0,0,0,0,0,0
4/14/2012,CLB @ PHI,W 0-1,Unused Sub,0,0,0,0,0,0,0,0,0
3/31/2012,VAN @ PHI,T 0-0,Unused Sub,0,0,0,0,0,0,0,0,0
3/24/2012,PHI @ CHI,L 0-1,Unused Sub,0,0,0,0,0,0,0,0,0
3/18/2012,COL @ PHI,L 2-1,Unused Sub,0,0,0,0,0,0,0,0,0
3/12/2012,PHI @ POR,L 1-3,Unused Sub,0,0,0,0,0,0,0,0,0
10/20/2011,PHI @ NY,L 0-1,Started,45,0,0,2,1,0,0,0,0
10/15/2011,TOR @ PHI,T 1-1,Unused Sub,0,0,0,0,0,0,0,0,0
10/8/2011,PHI @ SEA,W 2-0,Unused Sub,0,0,0,0,0,0,0,0,0
10/2/2011,PHI @ CHV,T 1-1,Unused Sub,0,0,0,0,0,0,0,0,0
9/29/2011,DC @ PHI,W 2-3,Unused Sub,0,0,0,0,0,0,0,0,0
9/23/2011,PHI @ KC,T 1-1,Subbed On,28,0,0,0,0,0,1,0,0
9/17/2011,CLB @ PHI,W 0-1,Started,63,0,0,1,1,1,1,0,0
9/10/2011,POR @ PHI,T 0-0,Unused Sub,0,0,0,0,0,0,0,0,0
9/7/2011,NE @ PHI,T 4-4,Unused Sub,0,0,0,0,0,0,0,0,0
9/3/2011,PHI @ RSL,L 1-2,Unused Sub,0,0,0,0,0,0,0,0,0
8/20/2011,PHI @ CLB,L 1-2,Unused Sub,0,0,0,0,0,0,0,0,0
8/13/2011,DAL @ PHI,T 2-2,Unused Sub,0,0,0,0,0,0,0,0,0
8/6/2011,HOU @ PHI,T 1-1,Unused Sub,0,0,0,0,0,0,0,0,0
8/3/2011,PHI @ CHI,T 1-1,Unused Sub,0,0,0,0,0,0,0,0,0
7/29/2011,COL @ PHI,L 2-1,Unused Sub,0,0,0,0,0,0,0,0,0
7/17/2011,PHI @ NE,W 3-0,Unused Sub,0,0,0,0,0,0,0,0,0
7/9/2011,PHI @ SJ,T 0-0,Unused Sub,0,0,0,0,0,0,0,0,0
7/2/2011,PHI @ DC,T 2-2,Unused Sub,0,0,0,0,0,0,0,0,0
6/25/2011,CHV @ PHI,W 2-3,Unused Sub,0,0,0,0,0,0,0,0,0
6/22/2011,KC @ PHI,T 0-0,Unused Sub,0,0,0,0,0,0,0,0,0
6/18/2011,PHI @ VAN,L 0-1,Unused Sub,0,0,0,0,0,0,0,0,0
6/11/2011,RSL @ PHI,T 1-1,Unused Sub,0,0,0,0,0,0,0,0,0
6/4/2011,PHI @ COL,T 1-1,Unused Sub,0,0,0,0,0,0,0,0,0
5/28/2011,PHI @ TOR,W 6-2,Unused Sub,0,0,0,0,0,0,0,0,0
5/21/2011,CHI @ PHI,W 1-2,Unused Sub,0,0,0,0,0,0,0,0,0
5/14/2011,PHI @ DAL,L 0-2,Unused Sub,0,0,0,0,0,0,0,0,0
5/11/2011,LA @ PHI,T 1-1,Unused Sub,0,0,0,0,0,0,0,0,0
5/6/2011,PHI @ POR,L 0-1,Unused Sub,0,0,0,0,0,0,0,0,0
4/30/2011,SJ @ PHI,W 0-1,Unused Sub,0,0,0,0,0,0,0,0,0
4/16/2011,SEA @ PHI,T 1-1,Unused Sub,0,0,0,0,0,0,0,0,0
4/9/2011,NY @ PHI,W 0-1,Unused Sub,0,0,0,0,0,0,0,0,0
4/2/2011,PHI @ LA,L 0-1,Unused Sub,0,0,0,0,0,0,0,0,0
3/26/2011,VAN @ PHI,W 0-1,Unused Sub,0,0,0,0,0,0,0,0,0
3/19/2011,PHI @ HOU,W 1-0,Unused Sub,0,0,0,0,0,0,0,0,0
