Batter,Team,AB,H,AVG,2B,3B,HR,RBI,BB,K,SB,CS,SLG,OBP,OPS
Brandon Barnes,COL,3,1,0.333,0,0,0,0,0,1,0,0,0.333,0.333,0.667
Jay Bruce,CIN,3,1,0.333,0,0,1,3,1,1,0,0,1.333,0.5,1.833
Kole Calhoun,ANA,3,1,0.333,1,0,0,0,0,0,0,0,0.667,0.333,1.0
Jordan Danks,PHI,3,1,0.333,0,0,0,0,0,1,0,0,0.333,0.333,0.667
Eduardo Escobar,MIN,3,1,0.333,0,0,0,0,0,2,0,0,0.333,0.333,0.667
Brett Gardner,NY-A,3,1,0.333,1,0,0,0,0,0,0,0,0.667,0.333,1.0
Jonny Gomes,ATL,3,1,0.333,0,0,0,0,1,1,0,0,0.333,0.5,0.833
Robbie Grossman,HOU,3,1,0.333,0,0,0,0,0,1,0,0,0.333,0.333,0.667
Chris Nelson,WAS,3,1,0.333,0,0,0,1,0,1,0,0,0.333,0.333,0.667
Chris Parmelee,BAL,3,1,0.333,0,0,1,2,0,2,0,0,1.333,0.333,1.667
Dustin Pedroia,BOS,3,1,0.333,0,0,0,0,2,0,0,0,0.333,0.6,0.933
Colby Rasmus,HOU,3,1,0.333,0,0,1,1,0,0,0,0,1.333,0.333,1.667
David Ross,CHI-N,3,1,0.333,0,0,0,0,0,1,0,0,0.333,0.333,0.667
Danny Santana,MIN,3,1,0.333,0,0,0,0,0,0,0,0,0.333,0.333,0.667
Justin Smoak,TOR,3,1,0.333,1,0,0,0,0,1,0,0,0.667,0.333,1.0
Clete Thomas, ,3,1,0.333,0,0,0,0,0,2,0,0,0.333,0.333,0.667
Mark Trumbo,SEA,3,1,0.333,0,0,0,0,1,2,1,0,0.333,0.5,0.833
Danny Valencia,TOR,3,1,0.333,0,0,0,0,0,0,0,0,0.333,0.333,0.667
Delmon Young, ,3,1,0.333,0,0,0,0,0,1,0,0,0.333,0.333,0.667
Marlon Byrd,CIN,3,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Chris Colabello,TOR,3,0,0.0,0,0,0,0,0,3,0,0,0.0,0.0,0.0
Carlos Corporan,TEX,3,0,0.0,0,0,0,0,0,3,0,0,0.0,0.0,0.0
Zack Cozart,CIN,3,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Chris Davis,BAL,3,0,0.0,0,0,0,1,1,1,0,0,0.0,0.25,0.25
Ryan Flaherty,BAL,3,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Jeff Francoeur,PHI,3,0,0.0,0,0,0,0,0,2,0,0,0.0,0.0,0.0
Evan Gattis,HOU,3,0,0.0,0,0,0,0,0,2,0,0,0.0,0.0,0.0
Johnny Giavotella,ANA,3,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Marwin Gonzalez,HOU,3,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
J.J. Hardy,BAL,3,0,0.0,0,0,0,0,1,2,0,0,0.0,0.25,0.25
Aaron Hicks,MIN,3,0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
Manny Machado,BAL,3,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Derek Norris,SD,3,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
David Ortiz,BOS,3,0,0.0,0,0,0,0,0,2,0,0,0.0,0.0,0.0
Ben Revere,PHI,3,0,0.0,0,0,0,0,0,1,0,1,0.0,0.0,0.0
Jose Reyes,COL,3,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Carlos Ruiz,PHI,3,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Mark Teixeira,NY-A,3,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
