QS,GS,HR,ER,SO,H,G,L,BAVG,S
0,0,3,11,0,22,20,0,0.275,0
0,0,0,16,0,42,70,2,0.221,1
0,28,21,94,1,193,32,14,0.299,0
0,15,17,47,0,87,15,4,0.267,0
0,5,3,19,0,40,10,1,0.323,0
0,0,4,13,0,33,48,2,0.217,1
0,0,4,19,0,42,64,3,0.194,32
0,0,7,18,0,45,45,3,0.276,1
0,2,3,12,0,25,18,1,0.203,1
0,33,29,87,0,210,33,13,0.266,0
0,13,11,48,0,103,33,4,0.251,0
0,10,7,35,1,78,12,5,0.312,0
0,0,1,8,0,11,4,0,0.379,0
0,0,3,16,0,32,17,0,0.39,0
0,19,9,48,0,80,19,7,0.22,0
0,10,7,22,0,63,15,5,0.258,0
0,2,0,9,0,23,9,2,0.307,0
0,0,0,8,0,26,23,1,0.257,0
0,0,4,17,0,51,64,4,0.223,43
0,0,0,1,0,5,2,0,0.357,0
0,0,2,19,0,50,57,4,0.24,36
0,4,4,20,0,23,5,2,0.299,0
0,0,0,6,0,4,4,0,0.235,0
0,7,11,42,0,83,43,8,0.243,0
0,10,7,31,0,54,10,5,0.271,0
0,0,3,9,0,19,14,0,0.241,0
0,0,1,16,0,45,45,1,0.221,3
0,12,10,47,0,90,12,6,0.344,0
0,0,1,4,0,5,4,0,0.278,0
0,0,2,4,0,8,16,0,0.296,0
0,34,24,67,2,174,34,5,0.192,0
0,0,5,21,0,36,56,0,0.211,0
0,0,2,8,0,14,11,0,0.341,0
0,26,24,82,0,175,27,11,0.287,0
0,0,6,25,0,41,63,5,0.181,30
0,0,4,8,0,18,15,0,0.261,0
0,0,1,16,0,26,39,5,0.224,3
0,0,3,20,0,54,66,3,0.216,4
0,0,0,2,0,5,9,1,0.2,0
0,0,6,23,0,51,47,3,0.264,0
0,0,1,3,0,12,10,0,0.316,0
0,0,5,9,0,33,40,1,0.221,0
0,0,7,22,0,44,71,4,0.188,6
0,0,0,4,0,9,9,2,0.3,0
0,0,1,10,0,14,14,2,0.286,1
0,0,8,19,0,55,57,4,0.237,0
0,11,12,44,0,100,20,4,0.291,0
0,0,2,14,0,27,31,1,0.239,0
0,33,31,107,0,226,34,14,0.267,0
0,29,23,90,0,187,29,13,0.289,0
0,0,7,25,0,49,57,2,0.218,0
0,0,0,0,0,0,1,0,0.0,0
0,0,8,27,0,48,32,1,0.318,0
0,0,1,11,0,28,62,3,0.224,1
0,0,5,19,0,45,55,5,0.236,1
0,0,0,9,0,21,41,1,0.142,0
0,33,17,86,0,217,33,12,0.255,0
0,31,21,82,0,221,31,9,0.277,0
0,0,8,25,0,53,59,3,0.255,0
0,32,22,95,3,205,32,13,0.26,0
0,24,19,78,0,154,24,7,0.277,0
0,0,1,8,0,40,70,0,0.17,1
0,0,1,7,0,13,10,2,0.302,0
0,0,6,18,0,50,44,1,0.269,4
0,0,0,5,0,10,6,0,0.357,0
0,26,14,77,0,178,27,11,0.284,0
0,0,2,14,0,25,17,1,0.301,0
0,0,10,25,0,62,62,4,0.276,29
0,0,2,7,0,13,10,0,0.241,0
0,0,4,14,0,19,15,0,0.365,0
0,0,10,31,0,66,69,7,0.262,15
0,0,1,5,0,8,18,0,0.216,0
0,21,14,48,0,102,23,10,0.212,0
0,2,4,6,0,12,5,0,0.226,0
0,0,6,22,0,55,66,5,0.238,0
0,0,1,2,0,5,6,1,0.217,0
0,0,8,34,0,73,76,4,0.269,1
0,26,23,72,0,159,29,9,0.25,0
0,6,1,11,0,33,9,3,0.252,0
0,0,1,13,0,23,13,0,0.319,0
0,0,5,24,0,43,31,3,0.295,0
0,0,5,27,0,46,70,9,0.179,1
0,0,0,1,0,0,2,0,0.0,0
0,5,3,28,0,45,8,3,0.352,0
0,7,4,22,0,32,8,3,0.224,0
0,0,1,7,0,12,8,0,0.293,0
0,0,2,8,0,13,5,2,0.433,1
0,0,10,23,0,48,73,2,0.255,0
0,0,4,25,0,69,67,2,0.296,0
0,0,1,15,0,52,71,3,0.217,0
0,13,6,42,0,78,13,6,0.271,0
0,0,11,32,0,50,39,6,0.313,0
0,33,19,90,0,218,33,14,0.248,0
0,16,15,63,0,128,23,9,0.284,0
0,0,1,4,0,3,3,0,0.25,0
0,8,4,25,0,54,12,3,0.286,0
0,0,4,14,0,22,19,2,0.355,0
0,0,4,8,0,11,6,0,0.229,0
0,33,28,85,0,172,33,14,0.238,0
0,0,7,26,0,58,61,3,0.232,2
0,3,8,16,0,36,26,1,0.231,1
0,15,7,38,0,93,15,3,0.285,0
0,3,6,24,0,47,17,1,0.309,0
0,0,1,3,0,10,6,0,0.313,0
0,0,0,3,0,5,5,0,0.385,0
0,28,12,79,0,162,28,11,0.276,0
0,0,3,9,0,12,4,0,0.353,0
0,0,2,5,0,12,9,1,0.387,0
0,20,10,44,0,117,20,10,0.255,0
0,0,3,8,0,39,60,3,0.199,1
0,0,2,17,0,49,78,2,0.202,9
0,0,4,25,0,53,58,2,0.275,0
0,6,1,17,0,32,6,2,0.311,0
0,1,7,33,0,67,42,3,0.337,0
0,0,2,12,0,17,13,0,0.347,0
0,26,21,73,1,172,29,10,0.267,0
0,26,19,74,0,183,26,10,0.305,0
0,0,6,24,0,61,60,3,0.246,1
0,0,3,17,0,30,51,1,0.159,5
0,3,6,22,0,40,13,0,0.303,0
0,34,20,84,3,211,35,10,0.235,0
0,0,5,20,0,47,66,3,0.218,2
0,0,0,3,0,6,5,0,0.261,0
0,5,12,31,0,76,64,6,0.286,0
0,0,3,16,0,34,72,1,0.239,1
0,0,0,1,0,1,5,0,0.083,0
0,0,1,7,0,10,7,0,0.233,0
0,14,7,41,0,84,14,6,0.276,0
0,0,0,4,0,5,5,0,0.179,0
0,33,19,71,1,186,33,4,0.227,0
0,2,7,19,0,36,8,3,0.409,0
0,0,0,4,0,12,11,3,0.308,0
0,0,4,16,0,43,64,3,0.261,0
0,0,3,18,0,48,79,3,0.178,46
0,0,6,22,0,72,73,6,0.264,0
0,31,24,107,0,222,31,11,0.306,0
0,21,10,44,0,116,25,3,0.237,0
0,0,1,9,0,16,17,1,0.239,0
0,24,14,52,0,118,24,9,0.241,0
0,0,1,2,0,11,10,0,0.208,0
0,0,2,17,0,55,65,4,0.244,2
0,0,10,34,0,71,52,2,0.24,1
0,21,15,47,0,126,23,6,0.248,0
0,27,21,90,0,175,32,13,0.27,1
0,4,3,12,0,21,4,3,0.323,0
0,0,2,16,0,54,62,2,0.243,32
0,0,0,1,0,3,7,1,0.088,0
0,1,1,5,0,5,1,0,0.5,0
0,0,2,11,0,20,15,1,0.392,0
0,12,18,59,0,81,12,9,0.372,0
0,0,0,4,0,7,7,0,0.233,0
0,8,13,50,0,83,43,6,0.252,0
0,10,6,29,0,73,11,3,0.303,0
0,31,23,103,0,192,31,11,0.252,0
0,4,1,12,0,26,4,1,0.338,0
0,0,1,8,0,12,14,1,0.222,1
0,0,1,5,0,8,13,3,0.286,0
0,0,5,32,0,59,60,1,0.24,0
0,7,3,22,0,51,7,5,0.317,0
0,0,1,5,0,10,8,1,0.313,0
0,0,8,17,0,44,61,2,0.201,2
0,0,2,20,0,24,54,1,0.147,1
0,1,0,19,0,29,31,2,0.282,0
0,10,6,25,0,54,13,5,0.244,0
0,0,0,6,0,11,12,1,0.333,0
0,31,24,78,0,177,31,11,0.25,0
0,0,4,27,0,24,40,2,0.242,0
0,0,0,2,0,13,6,0,0.419,0
0,1,1,2,0,3,7,0,0.086,0
0,0,1,11,0,18,10,0,0.3,0
0,0,6,19,0,40,50,2,0.237,0
0,0,5,27,0,52,68,4,0.216,0
0,31,19,67,0,169,32,9,0.214,0
0,12,16,52,0,97,28,10,0.294,0
0,0,7,34,0,62,56,4,0.251,0
0,2,3,6,0,12,2,1,0.3,0
0,31,16,84,1,225,32,9,0.29,0
0,0,3,9,0,24,49,1,0.24,0
0,32,26,100,0,213,34,17,0.267,0
0,0,5,29,0,76,75,6,0.273,1
0,2,6,28,0,63,30,2,0.286,0
0,32,21,79,1,178,32,11,0.243,0
0,0,0,0,0,4,2,0,0.235,0
0,28,20,114,0,203,28,12,0.308,0
0,0,0,1,0,5,4,0,0.313,0
0,0,1,10,0,33,49,2,0.183,6
0,0,2,14,0,16,25,1,0.239,0
0,9,2,11,0,39,9,1,0.185,0
0,0,7,19,0,50,68,6,0.186,24
0,0,5,29,0,66,55,3,0.254,1
0,34,22,87,0,192,34,13,0.23,0
0,0,0,3,0,8,12,0,0.174,0
0,8,13,28,0,47,8,4,0.281,0
0,2,3,14,0,25,11,1,0.216,0
0,31,20,78,1,168,31,14,0.231,0
0,0,2,8,0,30,33,0,0.273,0
0,18,10,61,1,117,19,7,0.268,0
0,0,4,24,0,62,51,3,0.266,4
0,0,7,29,0,58,63,3,0.254,22
0,9,3,20,0,49,9,2,0.244,0
0,1,1,8,0,5,1,1,0.357,0
