query_table,candidate_table
csvData10027553__1.csv,csvData13997791__6.csv
csvData10027553__1.csv,csvData29383799__0.csv
csvData10027553__1.csv,csvData10027553__3.csv
csvData10027553__1.csv,csvData13997791__7.csv
csvData10027553__1.csv,csvData29383799__3.csv
csvData10027553__1.csv,csvData22658714__1.csv
csvData10027553__1.csv,csvData25450714__0.csv
csvData10027553__1.csv,csvData7104405__7.csv
csvData10027553__1.csv,csvData1902536.csv
csvData10027553__1.csv,csvData25283220.csv
csvData10027553__1.csv,csvData4674540.csv
csvData10027553__1.csv,csvData25437325.csv
csvData10027553__1.csv,csvData10027553.csv
csvData10027553__1.csv,csvData27987124.csv
csvData10027553__1.csv,csvData25450714.csv
csvData10027553__1.csv,csvData14213420__0.csv
csvData10027553__12.csv,csvData14690251__3.csv
csvData10027553__12.csv,csvData10027553__12.csv
csvData10027553__12.csv,csvData10027553__15.csv
csvData10027553__12.csv,csvData10027553__13.csv
csvData10027553__12.csv,csvData13227194__3.csv
csvData10027553__12.csv,csvData10027553__14.csv
csvData10027553__12.csv,csvData19130941__8.csv
csvData10027553__12.csv,csvData19130941__6.csv
csvData10027553__12.csv,csvData8678778.csv
csvData10027553__12.csv,csvData1621062.csv
csvData10027553__12.csv,csvData11460777.csv
csvData10027553__12.csv,csvData1592808.csv
csvData10027553__12.csv,csvData26975066.csv
csvData10027553__12.csv,csvData1007625.csv
csvData10027553__12.csv,csvData4874095.csv
csvData10027553__12.csv,csvData1907635.csv
csvData10027553__13.csv,csvData10027553__12.csv
csvData10027553__13.csv,csvData10027553__15.csv
csvData10027553__13.csv,csvData10027553__13.csv
csvData10027553__13.csv,csvData10027553__14.csv
csvData10027553__13.csv,csvData8678778.csv
csvData10027553__13.csv,csvData19130941__8.csv
csvData10027553__13.csv,csvData19130941__6.csv
csvData10027553__13.csv,csvData26964712.csv
csvData10027553__13.csv,csvData13227194__0.csv
csvData10027553__13.csv,csvData21803842.csv
csvData10027553__13.csv,csvData2474191.csv
csvData10027553__13.csv,csvData1621062.csv
csvData10027553__13.csv,csvData14690251__2.csv
csvData10027553__13.csv,csvData7102538.csv
csvData10027553__13.csv,csvData14690251__3.csv
csvData10027553__13.csv,csvData13703215__2.csv
csvData10027553__13.csv,csvData13227194.csv
csvData10027553__13.csv,csvData1902536.csv
csvData10027553__13.csv,csvData2879490__15.csv
csvData10027553__13.csv,csvData2879490__13.csv
csvData10027553__13.csv,csvData16000106__1.csv
csvData10027553__13.csv,csvData8728752.csv
csvData10027553__13.csv,csvData10508770.csv
csvData10027553__14.csv,csvData10027553__12.csv
csvData10027553__14.csv,csvData13227194__0.csv
csvData10027553__14.csv,csvData10027553__13.csv
csvData10027553__14.csv,csvData10027553__15.csv
csvData10027553__14.csv,csvData2474191.csv
csvData10027553__14.csv,csvData10027553__14.csv
csvData10027553__14.csv,csvData4601283.csv
csvData10027553__14.csv,csvData19130941__6.csv
csvData10027553__14.csv,csvData1621062.csv
csvData10027553__14.csv,csvData19130941__8.csv
csvData10027553__14.csv,csvData8678778.csv
csvData10027553__14.csv,csvData4874095.csv
csvData10027553__14.csv,csvData21803842.csv
csvData10027553__14.csv,csvData13227194__2.csv
csvData10027553__14.csv,csvData26964712.csv
csvData10027553__14.csv,csvData15706783.csv
csvData10027553__14.csv,csvData9535038.csv
csvData10027553__14.csv,csvData21153286.csv
csvData10027553__15.csv,csvData10027553__12.csv
csvData10027553__15.csv,csvData10027553__13.csv
csvData10027553__15.csv,csvData10027553__14.csv
csvData10027553__15.csv,csvData13227194__2.csv
csvData10027553__15.csv,csvData10027553__15.csv
csvData10027553__15.csv,csvData19130941__6.csv
csvData10027553__15.csv,csvData26964712.csv
csvData10027553__15.csv,csvData19130941__8.csv
csvData10027553__15.csv,csvData4601283.csv
csvData10027553__15.csv,csvData27690253.csv
csvData10027553__15.csv,csvData5942512.csv
csvData10027553__15.csv,csvData27497724.csv
csvData10027553__15.csv,csvData1621062.csv
csvData10027553__15.csv,csvData11460777.csv
csvData10027553__15.csv,csvData16841177.csv
csvData10027553__15.csv,csvData23256235.csv
csvData10027553__15.csv,csvData18661263__14.csv
csvData10027553__15.csv,csvData25450714.csv
csvData10027553__15.csv,csvData13336059.csv
csvData10027553__15.csv,csvData13997791.csv
csvData10027553__15.csv,csvData25283220.csv
csvData10027553__15.csv,csvData5376485.csv
csvData10027553__15.csv,csvData10027553.csv
csvData10027553__15.csv,csvData18661263__15.csv
csvData10027553__15.csv,csvData15965777.csv
csvData10027553__2.csv,csvData13997791__1.csv
csvData10027553__2.csv,csvData14213420__1.csv
csvData10027553__2.csv,csvData29383799__13.csv
csvData10027553__2.csv,csvData13336059__14.csv
csvData10027553__2.csv,csvData29383799__11.csv
csvData10027553__2.csv,csvData10027553__0.csv
csvData10027553__2.csv,csvData29383799__14.csv
csvData10027553__2.csv,csvData19130941__1.csv
csvData10027553__2.csv,csvData29383799__10.csv
csvData10027553__2.csv,csvData13997791__3.csv
csvData10027553__2.csv,csvData10027553__2.csv
csvData10027553__2.csv,csvData22658714__0.csv
csvData10027553__2.csv,csvData10027553__1.csv
csvData10027553__2.csv,csvData13997791__6.csv
csvData10027553__2.csv,csvData10027553__3.csv
csvData10027553__2.csv,csvData13997791__10.csv
csvData10027553__2.csv,csvData19130941__0.csv
csvData10027553__2.csv,csvData13997791__7.csv
csvData10027553__2.csv,csvData29383799__3.csv
csvData10027553__2.csv,csvData22658714__1.csv
csvData10027553__2.csv,csvData29383799__0.csv
csvData10027553__2.csv,csvData25450714__0.csv
csvData10027553__3.csv,csvData4674540__3.csv
csvData10027553__3.csv,csvData22658714__2.csv
csvData10027553__3.csv,csvData10027553__3.csv
csvData10027553__3.csv,csvData10027553__2.csv
csvData10027553__3.csv,csvData10027553__1.csv
csvData10027553__3.csv,csvData10027553__0.csv
csvData10027553__3.csv,csvData13997791__6.csv
csvData10027553__3.csv,csvData13997791__3.csv
csvData10027553__3.csv,csvData22658714__0.csv
csvData10027553__3.csv,csvData22658714__1.csv
csvData10027553__3.csv,csvData13997791__9.csv
csvData10027553__3.csv,csvData29383799__13.csv
csvData10027553__4.csv,csvData8598250__1.csv
csvData10027553__4.csv,csvData10027553__6.csv
csvData10027553__4.csv,csvData10027553__4.csv
csvData10027553__4.csv,csvData10027553__5.csv
csvData10027553__4.csv,csvData10027553__7.csv
csvData10027553__4.csv,csvData17321269.csv
csvData10027553__4.csv,csvData18661263__1.csv
csvData10027553__4.csv,csvData14122171.csv
csvData10027553__4.csv,csvData13382068.csv
csvData10027553__4.csv,csvData29453038__0.csv
csvData10027553__4.csv,csvData29453038__3.csv
csvData10027553__4.csv,csvData19148254.csv
csvData10027553__4.csv,csvData21084464__3.csv
csvData10027553__4.csv,csvData18661263__2.csv
csvData10027553__5.csv,csvData8598250__1.csv
csvData10027553__5.csv,csvData10027553__7.csv
csvData10027553__5.csv,csvData10027553__5.csv
csvData10027553__5.csv,csvData17321269.csv
csvData10027553__5.csv,csvData10027553__6.csv
csvData10027553__5.csv,csvData29453038__0.csv
csvData10027553__5.csv,csvData22632428.csv
csvData10027553__5.csv,csvData13382068.csv
csvData10027553__5.csv,csvData29453038__3.csv
csvData10027553__5.csv,csvData19148254.csv
csvData10027553__5.csv,csvData14122171.csv
csvData10027553__5.csv,csvData1902536__3.csv
csvData10027553__6.csv,csvData10027553__6.csv
csvData10027553__6.csv,csvData29453038__0.csv
csvData10027553__6.csv,csvData29453038__3.csv
csvData10027553__6.csv,csvData10027553__4.csv
csvData10027553__6.csv,csvData10027553__7.csv
csvData10027553__6.csv,csvData8598250__1.csv
csvData10027553__6.csv,csvData10027553__5.csv
csvData10027553__6.csv,csvData22632428.csv
csvData10027553__6.csv,csvData18661263__2.csv
csvData10027553__6.csv,csvData18661263__1.csv
csvData10027553__6.csv,csvData26199610.csv
csvData10027553__6.csv,csvData18661263__0.csv
csvData10027553__6.csv,csvData19148254.csv
csvData10027553__6.csv,csvData13382068.csv
csvData10027553__6.csv,csvData29453038__2.csv
csvData10027553__6.csv,csvData22558849__5.csv
csvData10027553__6.csv,csvData17231708.csv
csvData10027553__7.csv,csvData8598250__1.csv
csvData10027553__7.csv,csvData10027553__5.csv
csvData10027553__7.csv,csvData10027553__6.csv
csvData10027553__7.csv,csvData10027553__4.csv
csvData10027553__7.csv,csvData10027553__7.csv
csvData10027553__7.csv,csvData17321269.csv
csvData10027553__7.csv,csvData13891302__14.csv
csvData10027553__7.csv,csvData18661263__3.csv
csvData10027553__7.csv,csvData18661263__2.csv
csvData10027553__7.csv,csvData18661263__1.csv
csvData10027553__7.csv,csvData18661263__0.csv
csvData10027553__7.csv,csvData29453038__0.csv
csvData10027553__7.csv,csvData29453038__3.csv
csvData10027553__7.csv,csvData28399335__6.csv
csvData10045833.csv,csvData2761087__14.csv
csvData10045833.csv,csvData9618401.csv
csvData10045833.csv,csvData20718257.csv
csvData10045833.csv,csvData22714941.csv
csvData10045833.csv,csvData10045833.csv
csvData10045833.csv,csvData25676216.csv
csvData10045833.csv,csvData9749132.csv
csvData10045833.csv,csvData22713157.csv
csvData10045833.csv,csvData3625405.csv
csvData10045833.csv,csvData17586963.csv
csvData10045833.csv,csvData17477619.csv
csvData10045833.csv,csvData12187972.csv
csvData10045833.csv,csvData18275710.csv
csvData10046644.csv,csvData9919151.csv
csvData10046644.csv,csvData8944211.csv
csvData10046644.csv,csvData9604602.csv
csvData10046644.csv,csvData9181394.csv
csvData10046644.csv,csvData8222189.csv
csvData10046644.csv,csvData7950348.csv
csvData10046644.csv,csvData7975444.csv
csvData10046644.csv,csvData7942081.csv
csvData10046644.csv,csvData7682404.csv
csvData10046644.csv,csvData634713.csv
csvData10046644.csv,csvData5307912.csv
csvData10046644.csv,csvData16377757.csv
csvData10046644.csv,csvData184933.csv
csvData10046644.csv,csvData1099341.csv
csvData10046644.csv,csvData7467085.csv
csvData10046644.csv,csvData9896258.csv
csvData10046644.csv,csvData8542366.csv
csvData10046644.csv,csvData14672496.csv
csvData10046644.csv,csvData29232989.csv
csvData10046644.csv,csvData22354024.csv
csvData10051410.csv,csvData8944211.csv
csvData10051410.csv,csvData9604602.csv
csvData10051410.csv,csvData9556285.csv
csvData10051410.csv,csvData9919151.csv
csvData10051410.csv,csvData8222189.csv
csvData10051410.csv,csvData8162115.csv
csvData10051410.csv,csvData7975444.csv
csvData10051410.csv,csvData7942081.csv
csvData10051410.csv,csvData7950348.csv
csvData10051410.csv,csvData7264118.csv
csvData10051410.csv,csvData634713.csv
csvData10051410.csv,csvData4913448.csv
csvData10051410.csv,csvData184933.csv
csvData10051410.csv,csvData10474134.csv
csvData10051410.csv,csvData28749711.csv
csvData10051410.csv,csvData9557386.csv
csvData10051410.csv,csvData9429206.csv
csvData10051410.csv,csvData25332907.csv
csvData10051410.csv,csvData9118038.csv
csvData10051410.csv,csvData7808634.csv
csvData10051410.csv,csvData4355784.csv
csvData10056186.csv,csvData19255165.csv
csvData10056186.csv,csvData26527470.csv
csvData10056186.csv,csvData14253452.csv
csvData10056186.csv,csvData10056186.csv
csvData10056186.csv,csvData24788088.csv
csvData10056186.csv,csvData21220759.csv
csvData10056186.csv,csvData10595346.csv
csvData10056186.csv,csvData25251696.csv
csvData10056186.csv,csvData14671679.csv
csvData10056186.csv,csvData28303701.csv
csvData10056186.csv,csvData9913384.csv
csvData10056186.csv,csvData455401.csv
csvData10056186.csv,csvData17000263.csv
csvData10056186.csv,csvData14267320.csv
csvData10056186.csv,csvData15486337.csv
csvData10056186.csv,csvData19514509.csv
csvData10056186.csv,csvData6702288.csv
csvData10056186.csv,csvData14932832.csv
csvData10056186.csv,csvData14008946.csv
csvData10056186.csv,csvData14806554.csv
csvData10056186.csv,csvData25188813.csv
csvData10056186.csv,csvData19003973.csv
csvData10056186.csv,csvData18987069.csv
csvData10056186.csv,csvData6365026.csv
csvData10056186.csv,csvData3005781.csv
csvData10056186.csv,csvData10858102.csv
csvData10056186.csv,csvData3908862.csv
csvData10056186.csv,csvData536271.csv
csvData10074535.csv,csvData15965777.csv
csvData10074535.csv,csvData10074535.csv
csvData10074535.csv,csvData14213420.csv
csvData10074535.csv,csvData20535739.csv
csvData10074535.csv,csvData1303939.csv
csvData10074535.csv,csvData6592205.csv
csvData10074535.csv,csvData7401568.csv
csvData10074535.csv,csvData18493125.csv
csvData10074535.csv,csvData2879490.csv
csvData10074535.csv,csvData21873021.csv
csvData10074535.csv,csvData13434912.csv
csvData10074535.csv,csvData3726343.csv
csvData10074535.csv,csvData20085670.csv
csvData10074535.csv,csvData27987124.csv
csvData10074535__0.csv,csvData10074535__2.csv
csvData10074535__0.csv,csvData10074535__0.csv
csvData10074535__0.csv,csvData14329072.csv
csvData10074535__0.csv,csvData10074535__1.csv
csvData10074535__0.csv,csvData10074535__3.csv
csvData10074535__0.csv,csvData28457153.csv
csvData10074535__0.csv,csvData3831538.csv
csvData10074535__0.csv,csvData7312750.csv
csvData10074535__0.csv,csvData23290830.csv
csvData10074535__0.csv,csvData4369936.csv
csvData10074535__0.csv,csvData16646843.csv
csvData10074535__0.csv,csvData1902536__9.csv
csvData10074535__0.csv,csvData25187805.csv
csvData10074535__0.csv,csvData9040661.csv
csvData10074535__0.csv,csvData16585307.csv
csvData10074535__0.csv,csvData27987124.csv
csvData10074535__0.csv,csvData10749767.csv
csvData10074535__0.csv,csvData8174184.csv
csvData10074535__0.csv,csvData5376485.csv
csvData10074535__0.csv,csvData8479264__14.csv
csvData10074535__0.csv,csvData23003743.csv
csvData10074535__0.csv,csvData5124506.csv
csvData10074535__0.csv,csvData26853929.csv
csvData10074535__0.csv,csvData13963905.csv
csvData10074535__1.csv,csvData10074535__3.csv
csvData10074535__1.csv,csvData10074535__1.csv
csvData10074535__1.csv,csvData10074535__0.csv
csvData10074535__1.csv,csvData10074535__2.csv
csvData10074535__1.csv,csvData1303939__5.csv
csvData10074535__1.csv,csvData23033509__19.csv
csvData10074535__1.csv,csvData4676916__13.csv
csvData10074535__1.csv,csvData5376485__0.csv
csvData10074535__1.csv,csvData28458336.csv
csvData10074535__1.csv,csvData103356.csv
csvData10074535__1.csv,csvData13526929.csv
csvData10074535__1.csv,csvData9916953.csv
csvData10074535__1.csv,csvData17163885.csv
csvData10074535__1.csv,csvData4823585__0.csv
csvData10074535__1.csv,csvData5376485.csv
csvData10074535__1.csv,csvData21873021__7.csv
csvData10074535__1.csv,csvData13292203__3.csv
csvData10074535__1.csv,csvData19515844.csv
csvData10074535__1.csv,csvData26447856.csv
csvData10074535__1.csv,csvData27987124__1.csv
csvData10074535__1.csv,csvData13771482.csv
csvData10074535__1.csv,csvData21873021__8.csv
csvData10074535__12.csv,csvData10074535__15.csv
csvData10074535__12.csv,csvData835590.csv
csvData10074535__12.csv,csvData10074535__13.csv
csvData10074535__12.csv,csvData10074535__14.csv
csvData10074535__12.csv,csvData8217063.csv
csvData10074535__12.csv,csvData10074535__12.csv
csvData10074535__12.csv,csvData1102081__10.csv
csvData10074535__12.csv,csvData27987124__4.csv
csvData10074535__12.csv,csvData4852460.csv
csvData10074535__12.csv,csvData2879490__5.csv
csvData10074535__12.csv,csvData27987124__0.csv
csvData10074535__12.csv,csvData2879490__7.csv
csvData10074535__12.csv,csvData10521525.csv
csvData10074535__12.csv,csvData27987124__3.csv
csvData10074535__12.csv,csvData17163885.csv
csvData10074535__12.csv,csvData2879490__4.csv
